x,y,z,param,elm_id,region,cellType,Magnitude(ohm.m),Phase(mrad),Magnitude(log10),Sigma_real(log10),Sigma_imag(log10),Sensitivity(log10),Conductivity(mS/m)
25.454383,0.000000,251.798193,1.0,1.0,1.0,5.0,19.14782,18.41089,1.28212,-1.28219,0.0,-2.27442,52.22526637
29.824643,0.000000,251.215340,2.0,2.0,1.0,5.0,19.3663,16.51793,1.28705,-1.28711,0.0,-2.34879,51.6360895
7.392660,0.000000,252.340487,3.0,3.0,1.0,5.0,18.43827,13.99913,1.26572,-1.26576,0.0,-3.07636,54.23502313
26.175053,0.000000,251.543900,4.0,4.0,1.0,5.0,19.18086,18.18486,1.28287,-1.28294,0.0,-2.2603,52.13530572
24.786190,0.000000,251.446063,5.0,5.0,1.0,5.0,19.14123,18.51286,1.28197,-1.28204,0.0,-2.21166,52.24324665
16.217873,0.000000,251.190460,6.0,6.0,1.0,5.0,18.96668,17.81066,1.27799,-1.27806,0.0,-2.56393,52.72404026
7.643990,0.000000,251.611413,7.0,7.0,1.0,5.0,18.42576,14.27981,1.26543,-1.26547,0.0,-2.91654,54.2718455
0.048503,0.000000,252.537037,8.0,8.0,1.0,5.0,17.19189,10.50068,1.23532,-1.23535,0.0,-4.04195,58.16696128
30.505007,0.000000,251.153047,9.0,9.0,1.0,5.0,19.39555,16.17362,1.2877,-1.28776,0.0,-2.53563,51.55821825
1.948887,0.000000,252.656520,10.0,10.0,1.0,5.0,17.55115,11.30807,1.24431,-1.24433,0.0,-3.73509,56.97632349
12.444150,0.000000,252.390447,11.0,11.0,1.0,5.0,18.85436,16.41138,1.27541,-1.27547,0.0,-2.72583,53.03813017
10.233800,0.000000,251.476900,12.0,12.0,1.0,5.0,18.65721,15.35852,1.27085,-1.2709,0.0,-3.12841,53.598582
15.759547,0.000000,251.900380,13.0,13.0,1.0,5.0,18.96197,17.73296,1.27788,-1.27795,0.0,-2.64476,52.73713649
9.073993,0.000000,252.201333,14.0,14.0,1.0,5.0,18.59009,14.80701,1.26928,-1.26933,0.0,-2.96228,53.79210106
38.265843,0.000000,251.141710,15.0,15.0,1.0,5.0,19.44823,10.81862,1.28888,-1.28891,0.0,-2.48278,51.41856097
0.141903,0.000000,251.815503,16.0,16.0,1.0,5.0,17.19175,10.74663,1.23532,-1.23535,0.0,-3.89085,58.16743496
14.976740,0.000000,251.959620,17.0,17.0,1.0,5.0,18.94921,17.50854,1.27759,-1.27766,0.0,-2.59261,52.77264857
38.996847,0.000000,251.079773,18.0,18.0,1.0,5.0,19.42063,10.39806,1.28826,-1.28829,0.0,-2.41344,51.49163544
2.511763,0.000000,252.316147,19.0,19.0,1.0,5.0,17.67331,11.67489,1.24732,-1.24735,0.0,-3.92402,56.58249643
6.658927,0.000000,252.612657,20.0,20.0,1.0,5.0,18.36094,13.65302,1.26389,-1.26394,0.0,-3.17835,54.4634425
11.848680,0.000000,252.099577,21.0,21.0,1.0,5.0,18.8079,16.09395,1.27434,-1.2744,0.0,-2.95166,53.16914701
12.926660,0.000000,252.043320,22.0,22.0,1.0,5.0,18.87868,16.72231,1.27597,-1.27603,0.0,-3.12633,52.96980509
6.179200,0.000000,251.017193,23.0,23.0,1.0,5.0,18.19878,13.64061,1.26004,-1.26008,0.0,-3.288,54.94873832
23.280057,0.000000,251.127573,24.0,24.0,1.0,5.0,19.12723,18.56412,1.28165,-1.28173,0.0,-2.79645,52.28148561
20.375820,0.000000,252.166600,25.0,25.0,1.0,5.0,18.99519,18.85224,1.27864,-1.27872,0.0,-2.76404,52.64490642
8.719883,0.000000,252.786400,26.0,26.0,1.0,5.0,18.57829,14.45366,1.26901,-1.26905,0.0,-3.24934,53.82626711
32.212000,0.000000,251.593747,27.0,27.0,1.0,5.0,19.44151,15.16424,1.28873,-1.28878,0.0,-2.42998,51.43633391
14.466333,0.000000,251.336150,28.0,28.0,1.0,5.0,18.91792,17.23274,1.27687,-1.27694,0.0,-2.68753,52.85993386
1.356037,0.000000,252.377137,29.0,29.0,1.0,5.0,17.40595,11.02542,1.2407,-1.24072,0.0,-4.07784,57.45161856
17.060280,0.000000,251.261257,30.0,30.0,1.0,5.0,18.98027,17.992,1.2783,-1.27837,0.0,-2.57862,52.6862895
13.197303,0.000000,251.340660,31.0,31.0,1.0,5.0,18.86471,16.77767,1.27565,-1.27571,0.0,-3.04718,53.00903115
27.696310,0.000000,251.510487,32.0,32.0,1.0,5.0,19.25159,17.59908,1.28447,-1.28453,0.0,-2.53334,51.94376153
20.649963,0.000000,251.674437,33.0,33.0,1.0,5.0,19.03694,18.74303,1.2796,-1.27967,0.0,-2.74852,52.52945064
17.334877,0.000000,251.970803,34.0,34.0,1.0,5.0,18.98323,18.25103,1.27837,-1.27844,0.0,-2.58427,52.67807428
8.593800,0.000000,251.527933,35.0,35.0,1.0,5.0,18.49296,14.56951,1.26701,-1.26705,0.0,-3.1182,54.07463164
6.100017,0.000000,253.697567,36.0,36.0,1.0,5.0,18.3506,13.0437,1.26365,-1.26369,0.0,-3.35728,54.49413098
19.650727,0.000000,252.204177,37.0,37.0,1.0,5.0,18.9913,18.79775,1.27855,-1.27863,0.0,-2.73344,52.65568971
6.689380,0.000000,253.375073,38.0,38.0,1.0,5.0,18.42135,13.39503,1.26532,-1.26536,0.0,-3.36697,54.28483797
16.150463,0.000000,252.443957,39.0,39.0,1.0,5.0,18.97131,18.00758,1.2781,-1.27817,0.0,-2.75449,52.71117282
13.816363,0.000000,252.629700,40.0,40.0,1.0,5.0,18.93759,17.16911,1.27732,-1.27739,0.0,-2.86134,52.80502957
39.871830,0.000000,251.999630,41.0,41.0,1.0,5.0,19.36416,9.52814,1.287,-1.28702,0.0,-2.44846,51.64179598
1.040960,0.000000,251.679050,42.0,42.0,1.0,5.0,17.29984,10.98666,1.23804,-1.23807,0.0,-4.06654,57.80400281
32.771367,0.000000,251.195290,43.0,43.0,1.0,5.0,19.46881,14.73437,1.28934,-1.28939,0.0,-2.38682,51.36420767
10.763360,0.000000,253.669463,44.0,44.0,1.0,5.0,18.83136,15.46483,1.27488,-1.27493,0.0,-2.95697,53.10290919
2.593737,0.000000,253.805023,45.0,45.0,1.0,5.0,17.75797,11.31987,1.24939,-1.24942,0.0,-3.69177,56.31274295
13.080250,0.000000,253.523333,46.0,46.0,1.0,5.0,18.941,16.72305,1.2774,-1.27746,0.0,-2.8115,52.79552294
4.930883,0.000000,253.722007,47.0,47.0,1.0,5.0,18.17428,12.45511,1.25946,-1.25949,0.0,-3.50455,55.02281246
3.762490,0.000000,253.767403,48.0,48.0,1.0,5.0,17.98182,11.88399,1.25483,-1.25486,0.0,-3.59906,55.6117234
15.416853,0.000000,253.337477,49.0,49.0,1.0,5.0,18.96649,17.72202,1.27799,-1.27806,0.0,-2.64826,52.72456844
7.282697,0.000000,253.724173,50.0,50.0,1.0,5.0,18.50676,13.65477,1.26733,-1.26737,0.0,-3.2313,54.03430963
0.245980,0.000000,253.869193,51.0,51.0,1.0,5.0,17.26274,10.24821,1.23711,-1.23713,0.0,-4.08796,57.92823156
35.209160,0.000000,252.466683,52.0,52.0,1.0,5.0,19.46189,12.9516,1.28919,-1.28922,0.0,-2.48851,51.38247108
31.730167,0.000000,252.712903,53.0,53.0,1.0,5.0,19.32963,15.59011,1.28622,-1.28628,0.0,-2.42961,51.73404768
25.953060,0.000000,252.974537,54.0,54.0,1.0,5.0,19.04019,18.53551,1.27967,-1.27975,0.0,-2.46511,52.5204843
28.224153,0.000000,252.833053,55.0,55.0,1.0,5.0,19.13338,17.684,1.28179,-1.28186,0.0,-2.37927,52.26468089
24.773027,0.000000,252.967260,56.0,56.0,1.0,5.0,18.99766,18.86365,1.2787,-1.27878,0.0,-2.41765,52.63806174
23.585327,0.000000,253.024273,57.0,57.0,1.0,5.0,18.96628,19.07645,1.27798,-1.27806,0.0,-2.52904,52.72515222
34.048367,0.000000,252.615447,58.0,58.0,1.0,5.0,19.43153,13.83902,1.28851,-1.28855,0.0,-2.4752,51.46275152
58.547940,0.000000,251.296587,59.0,59.0,1.0,5.0,16.12298,0.27173,1.20745,-1.20745,0.0,-2.99056,62.02327361
50.393380,0.000000,251.661900,60.0,60.0,1.0,5.0,17.72739,2.65731,1.24864,-1.24865,0.0,-2.66954,56.40988324
9.566443,0.000000,253.672943,61.0,61.0,1.0,5.0,18.73327,14.80683,1.27261,-1.27266,0.0,-2.89323,53.38096339
19.309860,0.000000,251.739370,62.0,62.0,1.0,5.0,19.0078,18.58615,1.27893,-1.27901,0.0,-2.80587,52.60998117
16.883387,0.000000,252.443583,63.0,63.0,1.0,5.0,18.97379,18.1495,1.27815,-1.27823,0.0,-2.87919,52.70428312
29.372413,0.000000,252.851313,64.0,64.0,1.0,5.0,19.19026,17.08336,1.28308,-1.28314,0.0,-2.59359,52.10976818
