ElecID    X    Y    Z
1	-88026.683000	335473.464000	283.669764
2	-88025.721000	335473.248000	283.621269
3	-88024.730000	335473.032000	283.564486
4	-88023.816000	335472.802000	283.527569
5	-88022.813000	335472.536000	283.489137
6	-88021.879000	335472.330000	283.426383
7	-88020.907000	335472.090000	283.378139
8	-88019.830000	335471.848000	283.331393
9	-88018.951000	335471.650000	283.283191
10	-88017.914000	335471.443000	283.222675
11	-88016.906000	335471.202000	283.166765
12	-88015.977000	335470.972000	283.120552
13	-88014.996000	335470.752000	283.068109
14	-88013.997000	335470.537000	283.013181
15	-88013.114000	335470.273000	282.988790
16	-88012.089000	335470.065000	282.927557
17	-88011.096000	335469.878000	282.874508
18	-88010.110000	335469.634000	282.847895
19	-88009.145000	335469.466000	282.796931
20	-88008.140000	335469.189000	282.774977
21	-88007.181000	335468.980000	282.728644
22	-88006.165000	335468.719000	282.687233
23	-88005.207000	335468.555000	282.650353
24	-88004.226000	335468.357000	282.622271
25	-88003.312000	335468.144000	282.582139
26	-88002.284000	335467.958000	282.535570
27	-88001.275000	335467.665000	282.524320
28	-88000.281000	335467.494000	282.485120
29	-87999.352000	335467.303000	282.421710
30	-87998.349000	335467.027000	282.385957
31	-87997.366000	335466.813000	282.336387
32	-87996.386000	335466.579000	282.294723
33	-87995.419000	335466.431000	282.252027
34	-87994.445000	335466.190000	282.235999
35	-87993.487000	335465.936000	282.182111
36	-87992.525000	335465.779000	282.133795
37	-87991.799000	335465.685000	282.088879
38	-87990.837000	335465.483000	282.032286
39	-87989.849000	335465.323000	281.987396
40	-87988.849000	335465.117000	281.961522
41	-87987.921000	335464.886000	281.922536
42	-87986.941000	335464.683000	281.855756
43	-87985.897000	335464.410000	281.798553
44	-87984.892000	335464.245000	281.727187
45	-87983.918000	335464.029000	281.648719
46	-87983.016000	335463.717000	281.576107
47	-87981.965000	335463.642000	281.437258
48	-87981.031000	335463.374000	281.376653
49	-87980.027000	335463.195000	281.317128
50	-87979.077000	335462.975000	281.237483
51	-87978.141000	335462.698000	281.154540
52	-87977.113000	335462.525000	281.045679
53	-87976.152000	335462.330000	280.924054
54	-87975.257000	335462.000000	280.821732
55	-87974.244000	335461.844000	280.717859
56	-87973.247000	335461.601000	280.615471
57	-87972.271000	335461.376000	280.514928
58	-87971.365000	335461.114000	280.421184
59	-87970.348000	335460.964000	280.328406
60	-87969.453000	335460.655000	280.261406
61	-87968.433000	335460.500000	280.185101
62	-87967.403000	335460.238000	280.105319
63	-87966.419000	335460.029000	280.068507
64	-87965.427000	335459.808000	280.037187
65	-87964.490000	335459.453000	279.983934
66	-87963.521000	335459.400000	279.934042
67	-87962.520000	335459.164000	279.888304
68	-87961.582000	335458.962000	279.846728
69	-87960.582000	335458.743000	279.785784
70	-87959.612000	335458.455000	279.713061
71	-87958.668000	335458.247000	279.657149
72	-87957.685000	335458.021000	279.576418
