ElecID    X    Y    Z
1	-88151.715000	336205.125000	309.376770
2	-88151.646000	336204.138000	309.338839
3	-88151.610000	336203.141000	309.291026
4	-88151.555000	336202.163000	309.246680
5	-88151.513000	336201.151000	309.182838
6	-88151.491000	336200.119000	309.117615
7	-88151.417000	336199.138000	309.063526
8	-88151.361000	336198.190000	309.003551
9	-88151.313000	336197.160000	308.917445
10	-88151.327000	336196.148000	308.855135
11	-88151.301000	336195.149000	308.793010
12	-88151.249000	336194.163000	308.748457
13	-88151.232000	336193.182000	308.694420
14	-88151.165000	336192.135000	308.652331
15	-88151.115000	336191.196000	308.610791
16	-88151.152000	336190.155000	308.557711
17	-88151.099000	336189.227000	308.495959
18	-88150.997000	336188.216000	308.416273
19	-88150.945000	336187.187000	308.347512
20	-88150.924000	336186.158000	308.263371
21	-88150.887000	336185.216000	308.151650
22	-88150.879000	336184.237000	308.027700
23	-88150.838000	336183.237000	307.928319
24	-88150.803000	336182.269000	307.843423
25	-88150.725000	336181.254000	307.761763
26	-88150.695000	336180.275000	307.669541
27	-88150.650000	336179.290000	307.589648
28	-88150.633000	336178.250000	307.487660
29	-88150.576000	336177.275000	307.381610
30	-88150.538000	336176.275000	307.296415
31	-88150.494000	336175.287000	307.204576
32	-88150.486000	336174.315000	307.111820
33	-88150.436000	336173.312000	307.029042
34	-88150.388000	336172.336000	306.927284
35	-88150.429000	336171.321000	306.747923
36	-88150.318000	336170.364000	306.632892
37	-88150.194000	336169.342000	306.414694
38	-88150.326000	336168.381000	306.221360
39	-88150.294000	336167.423000	306.105104
40	-88150.296000	336166.452000	305.972069
41	-88150.243000	336165.416000	305.851107
42	-88150.304000	336164.403000	305.745805
43	-88150.279000	336163.488000	305.633425
44	-88150.298000	336162.507000	305.508505
45	-88150.290000	336161.477000	305.384184
46	-88150.280000	336160.571000	305.280250
47	-88150.259000	336159.498000	305.147802
48	-88150.220000	336158.487000	305.010210
49	-88150.221000	336157.454000	304.846352
50	-88150.110000	336156.504000	304.690080
51	-88150.130000	336155.580000	304.535198
52	-88150.100000	336154.530000	304.375132
53	-88150.145000	336153.578000	304.212129
54	-88150.085000	336152.465000	304.036580
55	-88150.021000	336151.431000	303.876080
56	-88150.038000	336150.646000	303.741730
57	-88150.087000	336149.657000	303.568789
58	-88150.092000	336148.614000	303.398697
59	-88150.050000	336147.687000	303.246560
60	-88149.984000	336146.696000	303.074680
61	-88149.771000	336145.501000	302.875669
62	-88149.696000	336144.491000	302.709938
63	-88149.663000	336143.741000	302.580219
64	-88149.639000	336142.759000	302.406779
65	-88149.514000	336141.758000	302.236365
66	-88149.438000	336140.806000	302.062276
67	-88149.367000	336139.795000	301.884238
68	-88149.320000	336138.870000	301.727408
69	-88149.225000	336137.856000	301.554157
70	-88149.174000	336136.876000	301.371629
71	-88149.111000	336135.687000	301.150668
72	-88149.000000	336134.722000	300.969433
