ElecID    X    Y    Z
1	-88182.148000	336166.186000	304.269364
2	-88181.132000	336166.205000	304.308836
3	-88180.170000	336166.284000	304.367568
4	-88179.149000	336166.295000	304.433270
5	-88178.138000	336166.324000	304.480594
6	-88177.165000	336166.447000	304.532874
7	-88176.207000	336166.543000	304.590532
8	-88175.180000	336166.645000	304.691757
9	-88174.218000	336166.804000	304.785360
10	-88173.217000	336166.863000	304.859785
11	-88172.209000	336167.038000	304.971273
12	-88171.187000	336167.182000	305.052236
13	-88170.264000	336167.421000	305.138277
14	-88169.257000	336167.541000	305.240405
15	-88168.258000	336167.679000	305.329520
16	-88167.272000	336167.873000	305.428407
17	-88166.340000	336168.022000	305.524883
18	-88165.361000	336168.217000	305.605276
19	-88164.320000	336168.226000	305.663190
20	-88163.321000	336168.391000	305.778654
21	-88162.328000	336168.486000	305.914367
22	-88161.403000	336168.631000	305.982784
23	-88160.429000	336168.862000	306.021442
24	-88159.381000	336168.977000	305.977738
25	-88158.405000	336169.140000	306.137050
26	-88157.451000	336169.413000	306.265117
27	-88156.460000	336169.541000	306.305763
28	-88155.474000	336169.630000	306.331412
29	-88154.455000	336169.773000	306.376311
30	-88153.458000	336169.903000	306.429685
31	-88152.447000	336169.871000	306.432629
32	-88151.474000	336169.943000	306.415203
33	-88150.480000	336170.008000	306.518948
34	-88149.434000	336169.924000	306.673913
35	-88148.467000	336169.879000	306.701834
36	-88147.471000	336169.874000	306.697880
37	-88146.605000	336169.664000	306.649525
38	-88145.550000	336169.509000	306.629882
39	-88144.566000	336169.353000	306.626933
40	-88143.591000	336169.223000	306.620537
41	-88142.575000	336169.047000	306.617507
42	-88141.613000	336168.910000	306.611538
43	-88140.595000	336168.749000	306.586765
44	-88139.612000	336168.607000	306.576910
45	-88138.605000	336168.485000	306.576073
46	-88137.624000	336168.355000	306.565773
47	-88136.620000	336168.216000	306.572381
48	-88135.612000	336168.082000	306.578920
49	-88134.664000	336167.956000	306.550536
50	-88133.606000	336167.823000	306.550866
51	-88132.626000	336167.678000	306.552885
52	-88131.634000	336167.593000	306.547356
53	-88130.636000	336167.439000	306.537633
54	-88129.645000	336167.323000	306.540538
55	-88128.638000	336167.195000	306.549823
56	-88127.642000	336167.066000	306.547011
57	-88126.652000	336166.916000	306.536342
58	-88125.668000	336166.767000	306.521594
59	-88124.654000	336166.620000	306.509697
60	-88123.708000	336166.473000	306.515265
61	-88122.701000	336166.378000	306.532253
62	-88121.658000	336166.226000	306.515211
63	-88120.694000	336166.173000	306.537314
64	-88119.685000	336165.992000	306.531373
65	-88118.686000	336165.812000	306.516489
66	-88117.673000	336165.685000	306.511409
67	-88116.682000	336165.482000	306.502916
68	-88115.721000	336165.337000	306.506345
69	-88114.708000	336165.224000	306.500906
70	-88113.719000	336165.083000	306.485315
71	-88112.760000	336164.962000	306.479310
72	-88111.725000	336164.863000	306.479773
