ElecID    X    Y    Z
1	-88102.579000	335851.793000	279.208633
2	-88101.606000	335851.744000	279.173902
3	-88100.648000	335851.636000	279.154155
4	-88099.731000	335851.586000	279.153584
5	-88098.696000	335851.600000	279.119413
6	-88097.703000	335851.457000	279.023079
7	-88096.861000	335851.415000	279.044183
8	-88095.900000	335851.329000	279.110218
9	-88094.881000	335851.193000	279.102753
10	-88093.879000	335851.129000	279.068625
11	-88092.906000	335851.021000	279.019419
12	-88091.994000	335850.923000	278.943270
13	-88090.988000	335850.849000	278.859253
14	-88090.018000	335850.772000	278.784140
15	-88088.995000	335850.759000	278.745638
16	-88088.017000	335850.745000	278.707840
17	-88086.970000	335850.655000	278.632054
18	-88085.993000	335850.624000	278.584237
19	-88085.014000	335850.608000	278.547133
20	-88083.994000	335850.563000	278.515642
21	-88083.011000	335850.510000	278.477150
22	-88082.009000	335850.465000	278.422310
23	-88081.020000	335850.449000	278.376742
24	-88080.027000	335850.410000	278.335098
25	-88079.032000	335850.376000	278.297285
26	-88078.040000	335850.306000	278.265141
27	-88077.019000	335850.261000	278.262418
28	-88076.001000	335850.244000	278.246870
29	-88075.028000	335850.165000	278.195349
30	-88074.051000	335850.092000	278.143399
31	-88073.045000	335850.032000	278.115902
32	-88072.054000	335849.949000	278.097264
33	-88071.050000	335849.952000	278.059511
34	-88070.071000	335849.844000	278.019751
35	-88069.072000	335849.785000	277.972554
36	-88068.103000	335849.742000	277.833030
37	-88067.068000	335849.758000	277.638687
38	-88066.086000	335849.721000	277.505520
39	-88065.068000	335849.713000	277.426348
40	-88064.097000	335849.670000	277.383624
41	-88063.092000	335849.671000	277.326991
42	-88062.089000	335849.605000	277.250195
43	-88061.121000	335849.562000	277.215307
44	-88060.106000	335849.566000	277.200254
45	-88059.116000	335849.533000	277.176136
46	-88058.115000	335849.516000	277.149874
47	-88057.118000	335849.467000	277.106525
48	-88056.107000	335849.409000	277.078746
49	-88055.135000	335849.393000	277.057285
50	-88054.066000	335849.354000	277.021094
51	-88053.047000	335849.364000	276.987528
52	-88052.119000	335849.381000	276.939387
53	-88051.130000	335849.348000	276.875005
54	-88050.114000	335849.297000	276.847427
55	-88049.125000	335849.296000	276.806233
56	-88048.153000	335849.271000	276.771952
57	-88047.160000	335849.270000	276.736491
58	-88046.133000	335849.244000	276.695353
59	-88045.116000	335849.226000	276.646188
60	-88044.145000	335849.264000	276.607599
61	-88043.140000	335849.210000	276.554310
62	-88042.121000	335849.240000	276.498258
63	-88041.143000	335849.198000	276.445180
64	-88040.143000	335849.181000	276.394130
65	-88039.084000	335849.195000	276.339721
66	-88038.152000	335849.194000	276.289945
67	-88037.089000	335849.235000	276.230915
68	-88036.134000	335849.136000	276.180465
69	-88035.122000	335849.154000	276.134221
70	-88034.165000	335849.121000	276.082848
71	-88033.163000	335849.122000	276.020033
72	-88032.160000	335849.071000	275.970463
