    P+   P-        C+   C-  Normalised_Error  Observed_Rho  Calculated_Rho  Observed_Phase  Calculated_Phase  Original_Weight   Final_Weight   C
    3    1        19   21        2.15836         59.586         62.826            2.820            3.490         0.14142E+00    0.15664E+00    1
    4    3         5    6        2.92922         60.915         55.939            1.670            0.898         0.14142E+00    0.17058E+00    1
    4    3         6    7        0.13706         46.800         46.926           -0.090            0.451         0.14142E+00    0.14142E+00    0
    4    3         7    8        0.91063         30.637         31.200            0.960            0.928         0.14142E+00    0.14142E+00    0
    4    3         8    9        0.52329         38.501         38.906            0.980            1.261         0.14142E+00    0.14142E+00    0
    4    3         9   10        0.29074         32.689         32.500            1.600            1.781         0.14142E+00    0.14142E+00    0
    4    3        10   11        1.06257         47.037         45.657            1.910            2.115         0.14142E+00    0.16740E+00    1
    4    3        11   12        1.14950         35.693         34.733            1.300            2.165         0.14142E+00    0.15404E+00    1
    4    3        12   13        0.19456         37.240         37.096            2.540            2.248         0.14142E+00    0.14142E+00    0
    4    2         6    8        0.15524         43.506         43.639            0.090            0.562         0.14142E+00    0.14142E+00    0
    4    2         8   10        0.24291         39.976         39.782            1.240            1.452         0.14142E+00    0.14142E+00    0
    4    2        10   12        1.41682         47.251         45.356            1.920            2.127         0.14142E+00    0.16998E+00    1
    4    2        12   14        0.53445         42.007         41.561            2.610            2.528         0.14142E+00    0.14142E+00    0
    4    2        14   16        0.41377         43.935         44.300            3.270            2.801         0.14142E+00    0.14142E+00    0
    4    2        16   18        1.24068         48.370         49.740            3.120            2.672         0.14142E+00    0.15004E+00    1
    4    2        18   20        1.82102         53.194         55.780            3.010            3.337         0.14142E+00    0.16144E+00    1
    4    2        20   22        1.60368         53.183         55.155            3.650            3.528         0.14142E+00    0.15068E+00    1
    4    1         7   10        0.13922         37.731         37.626            1.160            1.261         0.14142E+00    0.14142E+00    0
    4    1        10   13        1.26188         48.738         47.120            2.000            2.229         0.14142E+00    0.16358E+00    1
    4    1        13   16        0.53225         45.661         46.149            3.450            2.912         0.14142E+00    0.14142E+00    0
    4    1        16   19        1.74898         53.940         56.389            3.340            2.873         0.14142E+00    0.15935E+00    1
    4    1        28   31        0.07466         71.324         71.430            4.590            4.625         0.14142E+00    0.14142E+00    0
    5    4         6    7        1.26458         63.646         62.056            0.000            0.356         0.14142E+00    0.14142E+00    0
    5    4         7    8        1.23259         36.032         36.931            1.080            0.686         0.14142E+00    0.14142E+00    0
    5    4         8    9        0.28773         42.676         42.923            0.800            0.901         0.14142E+00    0.14142E+00    0
    5    4         9   10        0.06842         34.780         34.827            1.140            1.387         0.14142E+00    0.14142E+00    0
    5    4        10   11        1.09607         49.806         48.209            1.540            1.735         0.14142E+00    0.17242E+00    1
    5    4        11   12        1.23682         37.196         35.989            1.300            1.815         0.14142E+00    0.16334E+00    1
    5    4        12   13        0.89517         38.394         37.699            1.110            1.938         0.14142E+00    0.14290E+00    1
    5    3         7    9        0.92694         36.285         36.964            0.980            0.830         0.14142E+00    0.14142E+00    0
    5    3         9   11        0.62187         38.855         38.311            1.380            1.672         0.14142E+00    0.15048E+00    1
    5    3        11   13        1.04772         37.138         36.261            1.380            2.004         0.14142E+00    0.15103E+00    1
    5    3        13   15        0.23340         38.628         38.449            3.090            2.794         0.14142E+00    0.14142E+00    0
    5    3        15   17        0.73438         42.967         43.602            3.680            2.622         0.14142E+00    0.14142E+00    0
    5    3        17   19        1.18187         44.937         46.197            3.250            3.014         0.14142E+00    0.15299E+00    1
    5    3        19   21        1.15026         46.514         47.616            3.410            3.461         0.14142E+00    0.14265E+00    1
    5    3        21   23        1.26004         48.656         49.898            4.530            3.791         0.14142E+00    0.14142E+00    0
    5    2         8   11        0.32675         41.693         41.421            1.160            1.359         0.14142E+00    0.14142E+00    0
    5    2        11   14        1.13487         39.662         38.708            1.910            2.230         0.14142E+00    0.14642E+00    1
    5    2        14   17        0.26972         44.635         44.877            2.560            2.659         0.14142E+00    0.14142E+00    0
    5    2        17   20        1.20949         47.637         48.938            3.440            3.123         0.14142E+00    0.14928E+00    1
    5    2        20   23        1.37594         52.376         53.860            3.750            3.630         0.14142E+00    0.14250E+00    1
    5    2        23   26        0.76063         60.593         61.521            4.250            3.705         0.14142E+00    0.14142E+00    0
    5    2        26   29        0.15741         66.217         66.012            3.560            4.089         0.14142E+00    0.14142E+00    0
    5    2        29   32        1.08715         71.352         69.690            6.440            4.752         0.14142E+00    0.14746E+00    1
    5    1         9   13        0.99112         41.958         40.965            1.690            1.898         0.14142E+00    0.15552E+00    1
    5    1        13   17        0.38427         44.989         45.336            2.900            2.773         0.14142E+00    0.14142E+00    0
    5    1        17   21        1.52784         50.785         52.637            3.100            3.220         0.14142E+00    0.15311E+00    1
    5    1        21   25        1.58158         57.663         59.515            3.040            3.749         0.14142E+00    0.14142E+00    0
    5    1        25   29        0.51028         67.655         68.344            5.240            4.032         0.14142E+00    0.14142E+00    0
    5    1        29   33        0.88305         75.346         73.979            5.960            4.692         0.14142E+00    0.14418E+00    1
    5    1        33   37        1.81212         78.852         75.191            5.080            5.090         0.14142E+00    0.16199E+00    1
    5    1        37   41        1.86641         68.233         65.733            5.500            5.329         0.14142E+00    0.14142E+00    0
    6    5         7    8        0.47622         53.096         53.603            1.330            0.860         0.14142E+00    0.14142E+00    0
    6    5         8    9        1.12946         57.154         55.877            0.690            0.871         0.14142E+00    0.14142E+00    0
    6    5         9   10        0.37830         43.031         43.357            0.990            1.247         0.14142E+00    0.14142E+00    0
    6    5        10   11        0.94817         59.000         57.299            1.230            1.568         0.14142E+00    0.17565E+00    1
    6    5        11   12        0.86370         42.084         41.082            1.190            1.658         0.14142E+00    0.16711E+00    1
    6    5        12   13        0.54160         42.813         42.282            0.960            1.820         0.14142E+00    0.15206E+00    1
    6    5        14   15        0.93155         45.085         44.254            3.580            2.602         0.14142E+00    0.14142E+00    0
    6    4         8   10        0.49454         48.963         48.481            0.730            0.985         0.14142E+00    0.14142E+00    0
    6    4        10   12        1.00512         49.388         47.941            1.290            1.653         0.14142E+00    0.17199E+00    1
    6    4        12   14        0.71199         40.833         40.246            1.810            2.199         0.14142E+00    0.14266E+00    1
    6    4        14   16        0.57924         42.773         42.280            2.710            2.634         0.14142E+00    0.14142E+00    0
    6    4        16   18        0.07998         47.851         47.776            2.190            2.554         0.14142E+00    0.14142E+00    0
    6    4        18   20        0.62907         53.520         54.196            4.140            3.251         0.14142E+00    0.14142E+00    0
    6    4        20   22        0.13196         54.236         54.098            2.790            3.458         0.14142E+00    0.14142E+00    0
    6    4        22   24        0.41480         57.364         57.841            3.190            3.757         0.14142E+00    0.14142E+00    0
    6    3         9   12        0.50569         42.826         42.320            1.200            1.539         0.14142E+00    0.15333E+00    1
    6    3        12   15        0.58474         40.494         40.023            2.030            2.373         0.14142E+00    0.14142E+00    0
    6    3        15   18        0.29847         44.232         44.496            2.470            2.648         0.14142E+00    0.14142E+00    0
    6    3        18   21        1.04296         52.183         53.283            3.220            3.334         0.14142E+00    0.14142E+00    0
    6    3        21   24        0.52822         53.627         54.196            3.210            3.715         0.14142E+00    0.14142E+00    0
    6    3        24   27        0.09650         65.331         65.205            3.790            3.814         0.14142E+00    0.14142E+00    0
    6    3        27   30        0.97658         66.774         65.259            5.310            4.456         0.14142E+00    0.15335E+00    1
    6    3        30   33        1.15707         72.920         70.950            4.880            4.729         0.14142E+00    0.15384E+00    1
    6    2        10   14        1.01528         46.383         45.143            1.600            1.933         0.14142E+00    0.16338E+00    1
    6    2        14   18        0.02058         45.043         45.061            2.710            2.658         0.14142E+00    0.14142E+00    0
    6    2        18   22        0.99292         53.632         54.707            3.530            3.367         0.14142E+00    0.14142E+00    0
    6    2        22   26        0.65456         60.484         61.279            4.840            3.787         0.14142E+00    0.14142E+00    0
    6    2        26   30        0.64731         69.564         68.631            4.110            4.222         0.14142E+00    0.14442E+00    1
    6    2        30   34        1.37583         75.983         73.406            5.690            4.608         0.14142E+00    0.15842E+00    1
    6    2        34   38        1.91416         78.327         74.393            6.040            5.243         0.14142E+00    0.16410E+00    1
    6    2        38   42        2.14962         63.774         61.041            4.510            5.759         0.14142E+00    0.14275E+00    1
    6    1        11   16        0.77532         42.358         41.706            1.920            2.290         0.14142E+00    0.14142E+00    0
    6    1        16   21        1.20170         52.153         53.421            3.070            2.993         0.14142E+00    0.14142E+00    0
    6    1        21   26        0.94416         59.796         60.935            3.960            3.756         0.14142E+00    0.14142E+00    0
    6    1        26   31        0.37922         72.381         71.835            4.160            4.338         0.14142E+00    0.14142E+00    0
    6    1        31   36        1.55141         78.067         74.975            4.680            4.738         0.14142E+00    0.16138E+00    1
    7    6         8    9        4.98414         99.571         79.776            0.750            0.705         0.14142E+00    0.21088E+00    1
    7    6         9   10        1.73512         62.146         59.463            0.750            0.873         0.14142E+00    0.15946E+00    1
    7    6        10   11        1.80573         79.609         74.954            1.090            1.079         0.14142E+00    0.18266E+00    1
    7    6        11   12        0.74802         51.681         50.684            0.800            1.110         0.14142E+00    0.16141E+00    1
    7    6        12   13        0.09888         49.418         49.506            0.420            1.277         0.14142E+00    0.14142E+00    0
    7    6        13   14        0.18223         47.568         47.738            2.860            2.182         0.14142E+00    0.14142E+00    0
    7    6        14   15        0.02341         50.175         50.153            1.970            2.144         0.14142E+00    0.14142E+00    0
    7    6        15   16        0.55229         49.068         49.613            2.400            2.235         0.14142E+00    0.14142E+00    0
    7    5         9   11        1.38347         60.269         58.084            0.890            1.049         0.14142E+00    0.16338E+00    1
    7    5        11   13        0.60653         47.463         46.756            0.960            1.366         0.14142E+00    0.15734E+00    1
    7    5        13   15        0.29903         46.403         46.126            2.370            2.357         0.14142E+00    0.14142E+00    0
    7    5        15   17        0.20174         51.659         51.868            2.620            2.294         0.14142E+00    0.14142E+00    0
    7    5        17   19        0.53545         54.850         55.441            2.490            2.719         0.14142E+00    0.14142E+00    0
    7    5        19   21        0.36042         57.708         58.122            4.110            3.192         0.14142E+00    0.14142E+00    0
    7    5        21   23        0.22044         61.359         61.627            3.000            3.537         0.14142E+00    0.14142E+00    0
    7    5        23   25        0.02416         71.174         71.203            3.720            3.462         0.14142E+00    0.14142E+00    0
    7    4        10   13        1.20202         56.683         54.719            1.060            1.359         0.14142E+00    0.17128E+00    1
    7    4        13   16        0.29394         44.790         44.528            2.580            2.436         0.14142E+00    0.14142E+00    0
    7    4        16   19        0.40954         54.003         54.447            2.760            2.536         0.14142E+00    0.14142E+00    0
    7    4        19   22        0.08477         55.521         55.614            3.580            3.274         0.14142E+00    0.14142E+00    0
    7    4        22   25        0.23785         64.757         65.065            3.920            3.610         0.14142E+00    0.14142E+00    0
    7    4        25   28        0.60599         75.986         75.074            4.830            3.809         0.14142E+00    0.14142E+00    0
    7    3        11   15        0.63346         44.062         43.471            1.500            1.821         0.14142E+00    0.14597E+00    1
    7    3        15   19        0.53944         49.295         49.830            2.610            2.576         0.14142E+00    0.14142E+00    0
    7    3        19   23        0.57018         54.131         54.752            3.820            3.427         0.14142E+00    0.14142E+00    0
    7    3        23   27        0.01645         67.413         67.416            3.940            3.613         0.14142E+00    0.14142E+00    0
    7    3        27   31        0.84979         73.682         72.235            4.920            4.430         0.14142E+00    0.15280E+00    1
    7    3        31   35        1.58293         79.508         76.139            5.520            4.260         0.14142E+00    0.16544E+00    1
    7    3        35   39        1.91095         79.506         75.592            6.070            5.768         0.14142E+00    0.16253E+00    1
    7    3        39   43        1.91314         65.523         63.063            5.620            5.846         0.14142E+00    0.14142E+00    0
    7    2        12   17        0.17912         45.341         45.179            1.980            2.208         0.14142E+00    0.14142E+00    0
    7    2        17   22        0.71431         52.859         53.619            3.150            3.086         0.14142E+00    0.14142E+00    0
    7    2        22   27        0.42520         65.692         66.252            3.970            3.678         0.14142E+00    0.14142E+00    0
    7    2        27   32        0.92320         74.460         72.876            4.890            4.477         0.14142E+00    0.15266E+00    1
    7    2        32   37        1.74187         83.298         79.339            5.370            4.865         0.14142E+00    0.16721E+00    1
    7    2        42   47        2.16414         62.804         59.577            5.190            6.166         0.14142E+00    0.15611E+00    1
    7    1        13   19        0.32353         47.692         48.002            2.540            2.605         0.14142E+00    0.14142E+00    0
    7    1        19   25        0.94119         58.007         59.109            3.710            3.504         0.14142E+00    0.14142E+00    0
    7    1        25   31        0.30928         74.247         73.789            4.090            4.143         0.14142E+00    0.14142E+00    0
    7    1        31   37        1.57772         82.067         78.697            3.900            4.847         0.14142E+00    0.16302E+00    1
    7    1        37   43        1.98150         71.074         68.147            5.880            5.402         0.14142E+00    0.14569E+00    1
    7    1        43   49        2.09299         62.234         59.132            6.380            6.374         0.14142E+00    0.15632E+00    1
    8    7         9   10        2.23714         62.219         58.659            0.810            1.150         0.14142E+00    0.16227E+00    1
    8    7        10   11        2.28269         74.884         69.410            1.260            1.222         0.14142E+00    0.18235E+00    1
    8    7        11   12        0.09035         42.266         42.342            1.050            1.139         0.14142E+00    0.14142E+00    0
    8    7        12   13        0.97400         37.400         38.136            0.950            1.280         0.14142E+00    0.14142E+00    0
    8    7        13   14        0.94605         34.330         34.986            2.270            2.259         0.14142E+00    0.14142E+00    0
    8    7        14   15        0.86426         35.135         35.748            1.950            2.279         0.14142E+00    0.14142E+00    0
    8    7        15   16        0.92597         34.376         35.018            3.190            2.415         0.14142E+00    0.14142E+00    0
    8    7        16   17        0.90113         42.849         43.683            3.000            2.170         0.14142E+00    0.14631E+00    1
    8    6        10   12        1.80181         65.599         62.040            1.190            1.171         0.14142E+00    0.17595E+00    1
    8    6        12   14        0.60152         40.384         40.872            1.320            1.618         0.14142E+00    0.14142E+00    0
    8    6        14   16        0.53777         40.232         40.667            2.210            2.266         0.14142E+00    0.14142E+00    0
    8    6        16   18        0.55102         45.659         46.165            1.810            2.247         0.14142E+00    0.14142E+00    0
    8    6        18   20        0.96203         52.268         53.313            3.000            2.982         0.14142E+00    0.14344E+00    1
    8    6        20   22        0.29474         53.823         54.141            2.980            3.205         0.14142E+00    0.14142E+00    0
    8    6        22   24        0.76547         57.741         58.631            3.270            3.526         0.14142E+00    0.14142E+00    0
    8    6        24   26        0.03239         67.229         67.186            3.510            3.571         0.14142E+00    0.14142E+00    0
    8    5        11   14        0.05597         42.802         42.755            1.190            1.437         0.14142E+00    0.14142E+00    0
    8    5        14   17        0.30372         43.347         43.611            2.220            2.303         0.14142E+00    0.14142E+00    0
    8    5        17   20        0.55275         48.179         48.715            2.820            2.864         0.14142E+00    0.14142E+00    0
    8    5        20   23        0.35075         55.227         55.615            3.850            3.420         0.14142E+00    0.14142E+00    0
    8    5        23   26        0.07997         65.037         64.934            3.790            3.545         0.14142E+00    0.14142E+00    0
    8    5        26   29        0.49198         71.734         71.032            3.510            3.968         0.14142E+00    0.14142E+00    0
    8    5        29   32        1.21725         78.308         75.978            4.910            4.680         0.14142E+00    0.15753E+00    1
    8    4        12   16        0.22032         40.668         40.847            1.620            1.966         0.14142E+00    0.14142E+00    0
    8    4        16   20        0.50928         48.814         49.314            2.580            2.654         0.14142E+00    0.14142E+00    0
    8    4        20   24        0.26574         55.526         55.821            3.460            3.439         0.14142E+00    0.14142E+00    0
    8    4        24   28        0.40243         69.964         69.403            3.820            3.776         0.14142E+00    0.14142E+00    0
    8    4        28   32        1.26889         72.004         69.795            3.940            4.561         0.14142E+00    0.15672E+00    1
    8    4        32   36        1.52329         81.073         77.827            4.700            4.656         0.14142E+00    0.16376E+00    1
    8    4        36   40        2.05374         75.369         71.642            4.890            5.418         0.14142E+00    0.15716E+00    1
    8    3        13   18        0.27717         41.380         41.610            2.370            2.425         0.14142E+00    0.14142E+00    0
    8    3        18   23        0.79886         52.734         53.584            3.310            3.295         0.14142E+00    0.14142E+00    0
    8    3        23   28        0.01670         65.497         65.477            3.580            3.716         0.14142E+00    0.14142E+00    0
    8    3        28   33        1.20917         71.778         69.758            3.920            4.553         0.14142E+00    0.15369E+00    1
    8    3        33   38        1.76992         79.378         75.711            5.690            4.981         0.14142E+00    0.16350E+00    1
    8    3        38   43        2.13577         64.428         61.664            6.170            5.769         0.14142E+00    0.14329E+00    1
    8    3        43   48        2.05045         59.103         56.316            7.410            6.418         0.14142E+00    0.15353E+00    1
    8    3        48   53        1.49070         54.378         52.574            6.750            6.700         0.14142E+00    0.15045E+00    1
    8    2        14   20        0.47939         45.052         45.486            2.550            2.590         0.14142E+00    0.14142E+00    0
    8    2        20   26        0.45919         57.796         58.329            3.780            3.541         0.14142E+00    0.14142E+00    0
    8    2        26   32        0.79018         71.971         70.792            4.860            4.306         0.14142E+00    0.14462E+00    1
    8    2        32   38        1.69072         80.551         77.071            5.210            4.836         0.14142E+00    0.16163E+00    1
    8    2        38   44        2.14689         64.124         61.325            3.880            5.822         0.14142E+00    0.14426E+00    1
    8    2        44   50        2.09240         58.830         55.934            7.610            6.495         0.14142E+00    0.15534E+00    1
    8    1        15   22        0.83822         48.325         49.142            2.860            2.802         0.14142E+00    0.14142E+00    0
    8    1        22   29        0.45425         64.481         65.069            4.200            3.811         0.14142E+00    0.14142E+00    0
    8    1        29   36        1.28255         78.590         76.163            5.100            4.697         0.14142E+00    0.15640E+00    1
    8    1        36   43        1.93605         71.577         68.669            6.760            5.562         0.14142E+00    0.14641E+00    1
    8    1        43   50        1.98994         59.210         56.559            7.700            6.456         0.14142E+00    0.15177E+00    1
    8    1        50   57        0.84747         51.546         50.683            5.310            6.761         0.14142E+00    0.14142E+00    0
    9    8        10   11        5.10146        168.668        129.586            1.240            1.431         0.14142E+00    0.22731E+00    1
    9    8        11   12        1.73702         77.279         73.212            1.240            1.161         0.14142E+00    0.17642E+00    1
    9    8        12   13        0.82736         59.236         57.905            0.840            1.155         0.14142E+00    0.16573E+00    1
    9    8        13   14        0.33069         48.975         48.642            2.620            2.163         0.14142E+00    0.14389E+00    1
    9    8        14   15        0.54235         46.530         47.037            1.970            2.226         0.14142E+00    0.14142E+00    0
    9    8        15   16        0.76500         44.264         44.946            3.380            2.409         0.14142E+00    0.14142E+00    0
    9    8        16   17        1.02870         53.970         55.091            2.170            2.183         0.14142E+00    0.14142E+00    0
    9    8        17   18        0.50800         43.934         44.380            3.740            2.612         0.14142E+00    0.14142E+00    0
    9    7        11   13        1.25653         62.276         60.114            1.090            1.165         0.14142E+00    0.16768E+00    1
    9    7        13   15        0.23599         42.888         43.091            2.270            2.212         0.14142E+00    0.14142E+00    0
    9    7        15   17        0.83296         43.663         44.397            2.430            2.310         0.14142E+00    0.14142E+00    0
    9    7        17   19        0.83203         46.021         46.818            2.790            2.785         0.14142E+00    0.14367E+00    1
    9    7        19   21        0.46568         49.294         49.755            2.940            3.301         0.14142E+00    0.14142E+00    0
    9    7        21   23        0.32724         53.057         53.406            3.560            3.666         0.14142E+00    0.14142E+00    0
    9    7        23   25        0.28289         61.746         62.095            3.120            3.625         0.14142E+00    0.14142E+00    0
    9    7        25   27        0.09173         68.739         68.863            4.160            3.798         0.14142E+00    0.14142E+00    0
    9    6        12   15        0.19922         47.855         47.665            1.350            1.630         0.14142E+00    0.14142E+00    0
    9    6        15   18        0.64379         44.881         45.462            2.290            2.330         0.14142E+00    0.14142E+00    0
    9    6        18   21        0.86650         54.693         55.649            3.190            3.101         0.14142E+00    0.14142E+00    0
    9    6        21   24        0.33967         57.758         58.151            3.090            3.530         0.14142E+00    0.14142E+00    0
    9    6        24   27        0.04990         71.679         71.613            4.060            3.678         0.14142E+00    0.14142E+00    0
    9    6        27   30        0.63388         73.843         72.913            4.170            4.366         0.14142E+00    0.14142E+00    0
    9    6        30   33        0.63585         81.470         80.441            4.090            4.690         0.14142E+00    0.14142E+00    0
    9    6        33   36        1.05849         84.386         82.324            6.150            4.867         0.14142E+00    0.15298E+00    1
    9    5        13   17        0.25301         44.500         44.726            2.190            2.268         0.14142E+00    0.14142E+00    0
    9    5        17   21        0.58111         50.315         50.903            2.960            2.955         0.14142E+00    0.14142E+00    0
    9    5        21   25        0.15271         60.251         60.435            3.710            3.587         0.14142E+00    0.14142E+00    0
    9    5        25   29        0.37942         72.333         71.787            3.920            3.947         0.14142E+00    0.14142E+00    0
    9    5        29   33        0.99669         81.297         79.464            4.830            4.697         0.14142E+00    0.15127E+00    1
    9    5        37   41        1.36161         74.719         72.712            5.150            5.455         0.14142E+00    0.14142E+00    0
    9    4        14   19        0.48111         45.637         46.078            2.220            2.427         0.14142E+00    0.14142E+00    0
    9    4        19   24        0.27309         54.287         54.584            3.390            3.415         0.14142E+00    0.14142E+00    0
    9    4        24   29        0.38250         70.491         69.954            4.230            3.881         0.14142E+00    0.14142E+00    0
    9    4        29   34        1.25803         80.486         78.043            5.280            4.630         0.14142E+00    0.15654E+00    1
    9    4        34   39        1.65710         81.417         78.136            4.980            5.318         0.14142E+00    0.15755E+00    1
    9    4        39   44        1.50123         66.192         64.234            5.550            6.049         0.14142E+00    0.14142E+00    0
    9    4        49   54        1.46290         56.115         54.216            6.200            6.811         0.14142E+00    0.15341E+00    1
    9    3        15   21        0.67495         47.442         48.086            2.810            2.680         0.14142E+00    0.14142E+00    0
    9    3        21   27        0.15029         61.128         61.312            3.630            3.651         0.14142E+00    0.14142E+00    0
    9    3        27   33        0.86263         73.973         72.613            4.960            4.535         0.14142E+00    0.14666E+00    1
    9    3        33   39        1.67224         79.974         76.667            6.060            5.098         0.14142E+00    0.15895E+00    1
    9    2        16   23        0.72439         51.201         51.949            2.860            2.905         0.14142E+00    0.14142E+00    0
    9    2        23   30        0.21197         68.156         67.867            3.880            3.878         0.14142E+00    0.14142E+00    0
    9    2        30   37        1.29748         80.213         77.757            4.020            4.897         0.14142E+00    0.15484E+00    1
    9    2        65   72        1.04176         53.931         55.014            1.440            7.579         0.14142E+00    0.14142E+00    0
    9    1        17   25        0.83925         53.043         53.941            3.270            3.230         0.14142E+00    0.14142E+00    0
    9    1        25   33        0.49486         73.801         73.075            4.830            4.260         0.14142E+00    0.14142E+00    0
    9    1        41   49        1.84695         63.155         60.791            7.620            6.255         0.14142E+00    0.14378E+00    1
   10    9        11   12        2.50537         80.554         84.693            0.810            1.155         0.14142E+00    0.14142E+00    0
   10    9        12   13        0.83540         61.417         59.916            0.700            0.944         0.14142E+00    0.17211E+00    1
   10    9        13   14        1.17151         46.400         44.758            2.190            1.929         0.14142E+00    0.17535E+00    1
   10    9        14   15        0.48956         40.271         39.789            1.720            2.013         0.14142E+00    0.15688E+00    1
   10    9        15   16        0.65271         36.998         36.471            2.370            2.245         0.14142E+00    0.14825E+00    1
   10    9        16   17        0.25216         43.558         43.340            2.620            2.042         0.14142E+00    0.14142E+00    0
   10    9        17   18        0.86453         35.145         34.543            1.500            2.497         0.14142E+00    0.14142E+00    0
   10    9        18   19        0.16076         49.024         48.869            3.480            2.941         0.14142E+00    0.14142E+00    0
   10    8        12   14        0.85615         56.795         55.413            1.080            1.244         0.14142E+00    0.16961E+00    1
   10    8        14   16        0.18878         41.385         41.229            2.080            2.171         0.14142E+00    0.14142E+00    0
   10    8        16   18        0.01239         43.481         43.488            2.100            2.281         0.14142E+00    0.14142E+00    0
   10    8        18   20        0.11000         49.689         49.798            3.440            3.110         0.14142E+00    0.14142E+00    0
   10    8        20   22        0.66086         51.714         51.035            3.460            3.377         0.14142E+00    0.14142E+00    0
   10    8        22   24        0.16678         55.565         55.381            3.420            3.750         0.14142E+00    0.14142E+00    0
   10    8        24   26        0.56435         64.931         64.204            4.560            3.833         0.14142E+00    0.14142E+00    0
   10    8        26   28        0.61285         72.306         71.380            4.750            4.133         0.14142E+00    0.14508E+00    1
   10    7        13   16        0.54177         42.825         42.319            2.210            2.108         0.14142E+00    0.14815E+00    1
   10    7        16   19        0.28682         44.692         44.949            2.370            2.465         0.14142E+00    0.14142E+00    0
   10    7        19   22        0.37034         47.395         47.045            3.290            3.330         0.14142E+00    0.14142E+00    0
   10    7        22   25        0.06551         56.388         56.314            3.750            3.741         0.14142E+00    0.14142E+00    0
   10    7        25   28        0.50910         67.202         66.521            3.900            3.999         0.14142E+00    0.14142E+00    0
   10    7        28   31        0.95416         67.756         66.309            3.960            4.734         0.14142E+00    0.15044E+00    1
   10    7        31   34        1.07276         74.468         72.621            4.400            4.729         0.14142E+00    0.15302E+00    1
   10    6        14   18        0.07307         41.989         42.051            2.100            2.219         0.14142E+00    0.14142E+00    0
   10    6        18   22        0.12970         51.328         51.461            3.250            3.156         0.14142E+00    0.14142E+00    0
   10    6        22   26        0.08153         60.269         60.174            4.080            3.689         0.14142E+00    0.14142E+00    0
   10    6        26   30        0.80496         71.063         69.841            4.190            4.207         0.14142E+00    0.14677E+00    1
   10    6        30   34        0.91202         78.296         76.669            5.240            4.696         0.14142E+00    0.15174E+00    1
   10    6        34   38        1.24076         81.551         79.175            5.590            5.398         0.14142E+00    0.15437E+00    1
   10    6        42   46        0.85383         61.106         60.071            6.360            6.387         0.14142E+00    0.14142E+00    0
   10    5        15   20        0.18636         44.450         44.616            2.590            2.516         0.14142E+00    0.14142E+00    0
   10    5        20   25        0.18886         56.227         56.015            3.540            3.511         0.14142E+00    0.14142E+00    0
   10    5        25   30        0.85941         70.265         69.041            4.000            4.099         0.14142E+00    0.14301E+00    1
   10    5        30   35        1.14764         79.265         77.027            4.060            4.543         0.14142E+00    0.15796E+00    1
   10    5        35   40        1.38825         77.077         74.689            7.050            5.993         0.14142E+00    0.15064E+00    1
   10    5        40   45        1.32357         66.007         64.283            5.760            6.219         0.14142E+00    0.14142E+00    0
