x,y,z,param,elm_id,region,cellType,Magnitude(ohm.m),Phase(mrad),Magnitude(log10),Sigma_real(log10),Sigma_imag(log10),Sensitivity(log10),Conductivity(mS/m)
10.360500,0.000000,273.892070,1.0,1.0,1.0,5.0,24.62296,7.44484,1.39134,-1.39135,0.0,-2.47637,40.6125015
26.223547,0.000000,273.525503,2.0,2.0,1.0,5.0,18.63349,8.24904,1.27029,-1.27031,0.0,-1.824,53.66681175
4.481250,0.000000,274.849030,3.0,3.0,1.0,5.0,27.56435,6.90888,1.44035,-1.44036,0.0,-3.39617,36.2787441
21.458890,0.000000,273.015587,4.0,4.0,1.0,5.0,19.38696,8.10424,1.28751,-1.28752,0.0,-2.12307,51.58106273
23.380513,0.000000,272.863430,5.0,5.0,1.0,5.0,18.88569,8.16652,1.27613,-1.27615,0.0,-2.11517,52.95014373
27.080710,0.000000,272.389937,6.0,6.0,1.0,5.0,18.09177,8.22152,1.25748,-1.2575,0.0,-1.7158,55.27375155
11.395760,0.000000,274.173677,7.0,7.0,1.0,5.0,24.45729,7.53533,1.38841,-1.38842,0.0,-2.78407,40.88760447
5.795960,0.000000,274.499333,8.0,8.0,1.0,5.0,26.88184,7.04361,1.42946,-1.42947,0.0,-3.41455,37.19983454
21.014853,0.000000,272.853420,9.0,9.0,1.0,5.0,19.48523,8.07661,1.28971,-1.28972,0.0,-2.2373,51.32092359
7.161097,0.000000,274.532163,10.0,10.0,1.0,5.0,26.35098,7.16655,1.4208,-1.42081,0.0,-2.97032,37.94925274
11.702103,0.000000,273.821807,11.0,11.0,1.0,5.0,23.95357,7.56249,1.37937,-1.37938,0.0,-2.73214,41.74743055
4.824353,0.000000,274.504777,12.0,12.0,1.0,5.0,27.1712,6.96032,1.43411,-1.43412,0.0,-3.29558,36.80367448
23.415493,0.000000,272.364933,13.0,13.0,1.0,5.0,18.58216,8.13226,1.2691,-1.26911,0.0,-2.07529,53.81505702
1.839747,0.000000,273.242850,14.0,14.0,1.0,5.0,26.75543,6.69788,1.42741,-1.42742,0.0,-3.528,37.37559067
29.224977,0.000000,272.995193,15.0,15.0,1.0,5.0,18.29789,8.27005,1.2624,-1.26242,0.0,-1.77926,54.65111005
28.810920,0.000000,273.293863,16.0,16.0,1.0,5.0,18.38867,8.27157,1.26455,-1.26457,0.0,-1.84162,54.38131197
17.147803,0.000000,272.699770,17.0,17.0,1.0,5.0,20.74073,7.86951,1.31682,-1.31684,0.0,-2.38868,48.21431068
14.571147,0.000000,273.575050,18.0,18.0,1.0,5.0,22.51829,7.75586,1.35254,-1.35255,0.0,-2.55154,44.40834539
36.826660,0.000000,272.690317,19.0,19.0,1.0,5.0,18.998,8.25842,1.27871,-1.27872,0.0,-1.94012,52.6371197
1.833597,0.000000,272.560497,20.0,20.0,1.0,5.0,26.05226,6.70452,1.41585,-1.41586,0.0,-3.39074,38.38438585
7.541223,0.000000,274.227410,21.0,21.0,1.0,5.0,25.96077,7.21534,1.41432,-1.41433,0.0,-3.03924,38.5196587
26.638400,0.000000,273.235637,22.0,22.0,1.0,5.0,18.51271,8.24963,1.26747,-1.26748,0.0,-1.91397,54.01694295
15.986777,0.000000,273.549307,23.0,23.0,1.0,5.0,21.79882,7.83838,1.33843,-1.33845,0.0,-2.32554,45.87404272
12.524443,0.000000,274.459647,24.0,24.0,1.0,5.0,24.17278,7.63646,1.38333,-1.38334,0.0,-2.42491,41.36884545
26.574553,0.000000,272.598593,25.0,25.0,1.0,5.0,18.19584,8.21893,1.25997,-1.25999,0.0,-1.90684,54.95761669
9.342570,0.000000,273.910213,26.0,26.0,1.0,5.0,25.0214,7.35957,1.39831,-1.39832,0.0,-3.30477,39.96578928
5.797197,0.000000,274.018533,27.0,27.0,1.0,5.0,26.22373,7.04337,1.41869,-1.41871,0.0,-3.38123,38.13340055
14.110157,0.000000,272.683930,28.0,28.0,1.0,5.0,22.05238,7.67286,1.34346,-1.34347,0.0,-2.33177,45.34657937
17.488590,0.000000,272.350170,29.0,29.0,1.0,5.0,20.31752,7.88519,1.30787,-1.30788,0.0,-2.28406,49.21860542
25.736183,0.000000,273.270600,30.0,30.0,1.0,5.0,18.63574,8.23705,1.27035,-1.27036,0.0,-1.83867,53.66033224
9.807783,0.000000,274.105497,31.0,31.0,1.0,5.0,24.94011,7.40191,1.3969,-1.39691,0.0,-2.90251,40.09605411
13.037447,0.000000,274.675477,32.0,32.0,1.0,5.0,24.01258,7.68064,1.38044,-1.38045,0.0,-2.46653,41.64483783
14.597363,0.000000,273.046100,33.0,33.0,1.0,5.0,21.98474,7.72223,1.34212,-1.34213,0.0,-2.46256,45.48609626
24.762640,0.000000,272.836510,34.0,34.0,1.0,5.0,18.56362,8.19087,1.26866,-1.26868,0.0,-2.07634,53.86880361
1.255370,0.000000,273.561777,35.0,35.0,1.0,5.0,26.96963,6.6481,1.43088,-1.43088,0.0,-3.59735,37.07874376
30.220093,0.000000,272.388637,36.0,36.0,1.0,5.0,17.94969,8.24858,1.25406,-1.25407,0.0,-1.89903,55.71126855
0.802517,0.000000,275.094580,37.0,37.0,1.0,5.0,28.60341,6.56061,1.45642,-1.45643,0.0,-3.72986,34.96086655
10.471983,0.000000,273.241103,38.0,38.0,1.0,5.0,23.84283,7.43364,1.37736,-1.37737,0.0,-2.40939,41.94132995
9.095787,0.000000,273.540013,39.0,39.0,1.0,5.0,24.7404,7.31965,1.39341,-1.39342,0.0,-3.08836,40.41971836
36.344210,0.000000,272.459077,40.0,40.0,1.0,5.0,18.81484,8.25818,1.2745,-1.27452,0.0,-1.83151,53.14953515
21.862863,0.000000,273.872867,41.0,41.0,1.0,5.0,19.70404,8.16598,1.29456,-1.29457,0.0,-2.04178,50.7510135
5.385353,0.000000,274.755733,42.0,42.0,1.0,5.0,27.15987,7.00332,1.43393,-1.43394,0.0,-3.3655,36.81902748
4.356157,0.000000,272.773650,43.0,43.0,1.0,5.0,25.62287,6.91443,1.40863,-1.40864,0.0,-3.1628,39.0276343
5.398107,0.000000,273.093350,44.0,44.0,1.0,5.0,25.47213,7.01564,1.40607,-1.40608,0.0,-3.17882,39.25859361
0.798947,0.000000,274.526603,45.0,45.0,1.0,5.0,27.84865,6.58636,1.4448,-1.44481,0.0,-3.55507,35.90838335
19.142157,0.000000,273.170167,46.0,46.0,1.0,5.0,20.19486,8.00216,1.30524,-1.30525,0.0,-2.36008,49.51755051
16.404497,0.000000,273.254477,47.0,47.0,1.0,5.0,21.40836,7.86339,1.33058,-1.3306,0.0,-2.41546,46.71072422
12.352030,0.000000,273.953880,48.0,48.0,1.0,5.0,23.80152,7.59199,1.3766,-1.37662,0.0,-2.68941,42.01412347
3.170583,0.000000,272.634993,49.0,49.0,1.0,5.0,25.82909,6.80734,1.41211,-1.41212,0.0,-3.27717,38.71603684
10.837123,0.000000,274.247453,50.0,50.0,1.0,5.0,24.63793,7.49982,1.3916,-1.39162,0.0,-2.68519,40.58782536
3.863767,0.000000,272.329843,51.0,51.0,1.0,5.0,25.57828,6.85876,1.40787,-1.40788,0.0,-3.30485,39.09567023
3.076193,0.000000,273.300940,52.0,52.0,1.0,5.0,26.52375,6.79538,1.42363,-1.42364,0.0,-3.44263,37.70205947
1.343487,0.000000,274.221093,53.0,53.0,1.0,5.0,27.66196,6.63816,1.44188,-1.44189,0.0,-3.57221,36.15072829
3.841350,0.000000,275.400057,54.0,54.0,1.0,5.0,28.19623,6.83953,1.45019,-1.4502,0.0,-3.54265,35.46573425
21.433350,0.000000,273.621507,55.0,55.0,1.0,5.0,19.79802,8.14589,1.29662,-1.29664,0.0,-2.09198,50.51010152
3.430720,0.000000,275.474890,56.0,56.0,1.0,5.0,28.36927,6.79554,1.45285,-1.45286,0.0,-3.57043,35.24940896
23.000020,0.000000,273.149137,57.0,57.0,1.0,5.0,19.10765,8.16494,1.28121,-1.28122,0.0,-2.26783,52.33505952
3.646047,0.000000,273.731460,58.0,58.0,1.0,5.0,26.58973,6.8467,1.42471,-1.42472,0.0,-3.1935,37.60850524
3.568110,0.000000,274.360770,59.0,59.0,1.0,5.0,27.42821,6.82073,1.4382,-1.43821,0.0,-3.38686,36.45881375
29.214860,0.000000,272.467497,60.0,60.0,1.0,5.0,17.90412,8.23838,1.25295,-1.25297,0.0,-1.98138,55.85306622
3.970190,0.000000,274.800380,61.0,61.0,1.0,5.0,27.63696,6.86847,1.44149,-1.4415,0.0,-3.50586,36.18342973
25.154310,0.000000,272.533243,62.0,62.0,1.0,5.0,18.38531,8.19356,1.26447,-1.26449,0.0,-2.07982,54.39125041
2.081093,0.000000,275.032970,63.0,63.0,1.0,5.0,28.36979,6.68449,1.45286,-1.45287,0.0,-3.7194,35.24876286
9.300000,0.000000,273.016700,64.0,64.0,1.0,5.0,24.12639,7.33229,1.38249,-1.3825,0.0,-2.68827,41.44838909
9.948490,0.000000,272.817050,65.0,65.0,1.0,5.0,23.84847,7.37625,1.37746,-1.37747,0.0,-2.66448,41.93141111
12.944613,0.000000,272.403157,66.0,66.0,1.0,5.0,22.37149,7.58588,1.34969,-1.34971,0.0,-2.58754,44.69974955
13.455730,0.000000,272.851840,67.0,67.0,1.0,5.0,22.35629,7.63745,1.3494,-1.34941,0.0,-2.32527,44.73014082
2.996030,0.000000,275.038240,68.0,68.0,1.0,5.0,28.28604,6.75756,1.45157,-1.45158,0.0,-3.81458,35.35312826
14.193897,0.000000,273.882427,69.0,69.0,1.0,5.0,22.92315,7.7322,1.36027,-1.36029,0.0,-2.66175,43.624022
5.986197,0.000000,272.953763,70.0,70.0,1.0,5.0,25.28679,7.05706,1.40289,-1.4029,0.0,-3.2766,39.5463402
11.130033,0.000000,272.985070,71.0,71.0,1.0,5.0,23.53474,7.47558,1.37171,-1.37172,0.0,-2.6185,42.49037805
18.973473,0.000000,272.738823,72.0,72.0,1.0,5.0,20.03354,7.96439,1.30176,-1.30177,0.0,-2.44441,49.91629038
