x,y,z,param,elm_id,region,cellType,Magnitude(ohm.m),Phase(mrad),Magnitude(log10),Sigma_real(log10),Sigma_imag(log10),Sensitivity(log10),Conductivity(mS/m)
63.868460,0.000000,258.018587,1.0,1.0,1.0,5.0,32.10355,2.89587,1.50655,-1.50655,0.0,-3.85587,31.14920313
57.960677,0.000000,258.124907,2.0,2.0,1.0,5.0,33.72111,2.97983,1.5279,-1.5279,0.0,-3.56138,29.65501432
60.325940,0.000000,258.111747,3.0,3.0,1.0,5.0,33.01801,2.94764,1.51875,-1.51875,0.0,-3.73906,30.28650122
46.232313,0.000000,258.023857,4.0,4.0,1.0,5.0,36.42728,3.04164,1.56143,-1.56143,0.0,-3.07316,27.45195359
61.493007,0.000000,258.085380,5.0,5.0,1.0,5.0,32.68792,2.93119,1.51439,-1.51439,0.0,-3.81773,30.59234115
54.460983,0.000000,258.063057,6.0,6.0,1.0,5.0,34.7021,3.01681,1.54036,-1.54036,0.0,-3.45516,28.81669985
62.669947,0.000000,258.024163,7.0,7.0,1.0,5.0,32.37669,2.91456,1.51023,-1.51023,0.0,-3.78947,30.88641859
69.738750,0.000000,258.077917,8.0,8.0,1.0,5.0,31.05961,2.81397,1.4922,-1.4922,0.0,-4.21817,32.19615443
59.147827,0.000000,258.113247,9.0,9.0,1.0,5.0,33.36873,2.96409,1.52334,-1.52334,0.0,-3.59872,29.96817679
53.228397,0.000000,258.074733,10.0,10.0,1.0,5.0,35.06006,3.02505,1.54481,-1.54481,0.0,-3.42685,28.52248399
48.515460,0.000000,258.096503,11.0,11.0,1.0,5.0,36.13314,3.04477,1.55791,-1.55791,0.0,-3.31104,27.67542483
45.018333,0.000000,258.062533,12.0,12.0,1.0,5.0,36.53073,3.03764,1.56266,-1.56266,0.0,-3.13413,27.37421344
68.619147,0.000000,258.055347,13.0,13.0,1.0,5.0,31.27871,2.8282,1.49525,-1.49525,0.0,-4.14697,31.97062794
49.726097,0.000000,258.075340,14.0,14.0,1.0,5.0,35.91006,3.04251,1.55522,-1.55522,0.0,-3.3017,27.84734974
43.858307,0.000000,258.022090,15.0,15.0,1.0,5.0,36.6196,3.03345,1.56371,-1.56372,0.0,-3.0181,27.30778053
42.653060,0.000000,258.028657,16.0,16.0,1.0,5.0,36.69757,3.03037,1.56464,-1.56464,0.0,-3.02592,27.24976068
41.490260,0.000000,258.043660,17.0,17.0,1.0,5.0,36.74352,3.02515,1.56518,-1.56518,0.0,-3.05815,27.2156832
67.420017,0.000000,258.053143,18.0,18.0,1.0,5.0,31.49443,2.84213,1.49823,-1.49824,0.0,-4.11183,31.75164624
50.941120,0.000000,258.082887,19.0,19.0,1.0,5.0,35.64053,3.03735,1.55194,-1.55195,0.0,-3.36449,28.05794414
56.777153,0.000000,258.109363,20.0,20.0,1.0,5.0,34.07141,2.99377,1.53239,-1.53239,0.0,-3.54626,29.35012082
40.319213,0.000000,258.033613,21.0,21.0,1.0,5.0,36.76178,3.01793,1.5654,-1.5654,0.0,-3.06012,27.20216486
66.223833,0.000000,258.054620,22.0,22.0,1.0,5.0,31.68838,2.85762,1.5009,-1.5009,0.0,-4.06402,31.55730902
55.607377,0.000000,258.146283,23.0,23.0,1.0,5.0,34.38263,3.00582,1.53634,-1.53634,0.0,-3.68669,29.0844534
65.077820,0.000000,258.010623,24.0,24.0,1.0,5.0,31.88041,2.87634,1.50352,-1.50353,0.0,-3.91274,31.3672252
70.884657,0.000000,258.047897,25.0,25.0,1.0,5.0,30.84566,2.79692,1.48919,-1.4892,0.0,-4.14963,32.41947165
52.082340,0.000000,258.144767,26.0,26.0,1.0,5.0,35.36369,3.03132,1.54856,-1.54856,0.0,-3.58966,28.27759207
47.373503,0.000000,258.150310,27.0,27.0,1.0,5.0,36.29583,3.04362,1.55986,-1.55986,0.0,-3.44608,27.55137436
21.731183,0.000000,292.881560,28.0,28.0,1.0,5.0,40.04194,1.82186,1.60252,-1.60252,0.0,1.8165,24.97381496
62.983447,0.000000,280.272010,29.0,29.0,1.0,5.0,23.88577,2.90829,1.37814,-1.37814,0.0,-1.92239,41.86593105
