x,y,z,param,elm_id,region,cellType,Magnitude(ohm.m),Phase(mrad),Magnitude(log10),Sigma_real(log10),Sigma_imag(log10),Sensitivity(log10),Conductivity(mS/m)
24.545770,0.000000,275.843050,1.0,1.0,1.0,5.0,12.18277,31.51742,1.08575,-1.08596,0.0,-3.17347,82.08313873
17.902580,0.000000,274.448937,2.0,2.0,1.0,5.0,12.26814,29.27942,1.08878,-1.08896,0.0,-3.33696,81.51194884
28.829657,0.000000,275.073303,3.0,3.0,1.0,5.0,11.93375,32.38316,1.07678,-1.077,0.0,-2.946,83.79595685
55.610740,0.000000,275.558187,4.0,4.0,1.0,5.0,13.29232,33.40902,1.1236,-1.12384,0.0,-3.69466,75.23141182
62.144100,0.000000,275.367813,5.0,5.0,1.0,5.0,14.3183,30.73037,1.15589,-1.1561,0.0,-3.77012,69.84069338
46.076003,0.000000,275.454067,6.0,6.0,1.0,5.0,12.25498,34.84072,1.08831,-1.08858,0.0,-3.07538,81.59948037
64.870070,0.000000,275.213363,7.0,7.0,1.0,5.0,14.79843,29.61901,1.17022,-1.17041,0.0,-4.02865,67.57473597
39.224017,0.000000,274.398423,8.0,8.0,1.0,5.0,11.7986,33.97764,1.07183,-1.07208,0.0,-2.84615,84.75581849
55.948067,0.000000,275.206357,9.0,9.0,1.0,5.0,13.30963,33.15246,1.12417,-1.1244,0.0,-3.53643,75.1335687
49.948603,0.000000,274.784083,10.0,10.0,1.0,5.0,12.47065,34.35198,1.09589,-1.09615,0.0,-3.5363,80.18828209
43.901230,0.000000,276.263970,11.0,11.0,1.0,5.0,12.2804,35.16542,1.08921,-1.08948,0.0,-2.94419,81.43057229
6.889903,0.000000,274.332867,12.0,12.0,1.0,5.0,13.76887,25.40642,1.1389,-1.13904,0.0,-4.16119,72.62760125
46.498057,0.000000,275.182620,13.0,13.0,1.0,5.0,12.27036,34.77101,1.08886,-1.08912,0.0,-3.13301,81.49720139
61.724947,0.000000,275.070627,14.0,14.0,1.0,5.0,14.18475,30.92078,1.15182,-1.15203,0.0,-3.78495,70.49824636
56.953053,0.000000,275.091843,15.0,15.0,1.0,5.0,13.41606,32.78243,1.12763,-1.12786,0.0,-3.46873,74.53753188
33.447270,0.000000,275.282123,16.0,16.0,1.0,5.0,11.94521,33.36905,1.07719,-1.07744,0.0,-3.02844,83.71556465
24.611380,0.000000,274.762387,17.0,17.0,1.0,5.0,11.9755,31.32683,1.07829,-1.07851,0.0,-3.1455,83.5038203
33.894817,0.000000,275.488483,18.0,18.0,1.0,5.0,11.98648,33.52656,1.07869,-1.07894,0.0,-2.99244,83.42732812
58.502173,0.000000,275.356670,19.0,19.0,1.0,5.0,13.64989,32.21383,1.13513,-1.13535,0.0,-3.62204,73.26066364
28.900163,0.000000,274.565353,20.0,20.0,1.0,5.0,11.79413,32.23735,1.07167,-1.07189,0.0,-3.02467,84.78794112
25.027377,0.000000,275.609517,21.0,21.0,1.0,5.0,12.14816,31.61534,1.08451,-1.08473,0.0,-3.08515,82.31699286
44.353840,0.000000,276.001047,22.0,22.0,1.0,5.0,12.27209,35.12374,1.08892,-1.08919,0.0,-2.94072,81.4857127
24.127420,0.000000,275.551517,23.0,23.0,1.0,5.0,12.16027,31.36621,1.08494,-1.08516,0.0,-3.22678,82.23501616
39.597970,0.000000,274.845123,24.0,24.0,1.0,5.0,11.8688,34.17902,1.07441,-1.07466,0.0,-3.07037,84.25451604
63.575847,0.000000,275.276207,25.0,25.0,1.0,5.0,14.58815,30.19482,1.164,-1.1642,0.0,-4.14048,68.54878789
25.699913,0.000000,274.853877,26.0,26.0,1.0,5.0,11.97794,31.61978,1.07838,-1.0786,0.0,-2.87518,83.48680992
50.166457,0.000000,274.357580,27.0,27.0,1.0,5.0,12.45337,34.05701,1.09529,-1.09554,0.0,-3.13295,80.29954944
50.867863,0.000000,274.385330,28.0,28.0,1.0,5.0,12.50814,34.00024,1.09719,-1.09744,0.0,-3.14214,79.9479379
64.745953,0.000000,274.610420,29.0,29.0,1.0,5.0,14.62228,29.54513,1.16501,-1.1652,0.0,-3.79461,68.38878752
