    P+   P-        C+   C-  Normalised_Error  Observed_Rho  Calculated_Rho  Observed_Phase  Calculated_Phase  Original_Weight   Final_Weight   C
    5    4         9   10        0.44353         42.619         42.242            2.590            2.624         0.14142E+00    0.14142E+00    0
    5    4        10   11        0.41982         43.180         42.819            3.060            2.895         0.14142E+00    0.14142E+00    0
    5    4        11   12        0.41056         44.812         44.448            1.460            2.548         0.14142E+00    0.14142E+00    0
    5    4        12   13        0.64887         46.161         45.566            3.000            3.263         0.14142E+00    0.14142E+00    0
    5    4        13   14        0.34034         47.962         47.637            2.980            3.224         0.14142E+00    0.14142E+00    0
    5    3         7    9        0.48752         39.032         38.655            0.780            1.678         0.14142E+00    0.14142E+00    0
    5    3         9   11        0.56542         42.596         42.117            2.790            2.775         0.14142E+00    0.14142E+00    0
    5    3        11   13        0.62887         44.584         44.027            2.330            2.895         0.14142E+00    0.14142E+00    0
    5    3        13   15        0.37740         48.430         48.066            3.010            3.333         0.14142E+00    0.14142E+00    0
    5    3        15   17        0.11794         46.941         46.831            4.280            4.005         0.14142E+00    0.14142E+00    0
    5    3        17   19        0.16560         48.520         48.677            5.380            4.665         0.14142E+00    0.14142E+00    0
    5    3        19   21        0.63343         42.646         43.190            5.500            5.130         0.14142E+00    0.14142E+00    0
    5    2         8   11        0.54792         43.978         43.499            2.170            2.411         0.14142E+00    0.14142E+00    0
    5    2        11   14        0.55977         45.486         44.980            2.700            3.030         0.14142E+00    0.14142E+00    0
    5    2        14   17        0.13019         48.650         48.523            3.900            3.782         0.14142E+00    0.14142E+00    0
    5    2        17   20        0.39404         47.209         47.582            5.180            4.754         0.14142E+00    0.14142E+00    0
    5    2        20   23        0.64322         38.954         39.459            5.910            5.484         0.14142E+00    0.14142E+00    0
    5    2        23   26        1.29180         43.134         44.361            6.070            5.749         0.14142E+00    0.14736E+00    1
    5    2        29   32        0.78741         33.449         32.926            5.010            4.962         0.14142E+00    0.14142E+00    0
    5    1         9   13        0.55585         43.763         43.279            2.860            2.930         0.14142E+00    0.14142E+00    0
    5    1        13   17        0.07582         47.371         47.299            3.650            3.651         0.14142E+00    0.14142E+00    0
    5    1        17   21        0.60598         45.120         45.669            5.580            4.845         0.14142E+00    0.14142E+00    0
    5    1        21   25        1.18386         40.842         41.819            7.290            5.721         0.14142E+00    0.14142E+00    0
    5    1        25   29        0.57157         32.998         32.624            5.760            5.220         0.14142E+00    0.14142E+00    0
    5    1        29   33        1.12712         32.109         31.394            5.010            4.862         0.14142E+00    0.14142E+00    0
    5    1        33   37        1.94251         30.336         28.569            4.650            4.352         0.14142E+00    0.17581E+00    1
    6    5         7    8        1.31758         29.538         30.326           -0.060            1.260         0.14142E+00    0.14142E+00    0
    6    5         8    9        0.39806         37.409         37.113            1.060            1.544         0.14142E+00    0.14142E+00    0
    6    5         9   10        0.34115         37.394         37.140            2.420            2.263         0.14142E+00    0.14142E+00    0
    6    5        10   11        0.54293         38.741         38.322            2.790            2.545         0.14142E+00    0.14142E+00    0
    6    5        11   12        0.68236         41.313         40.754            1.260            2.194         0.14142E+00    0.14142E+00    0
    6    5        13   14        0.85085         45.456         44.689            2.750            2.895         0.14142E+00    0.14142E+00    0
    6    5        14   15        0.61134         49.361         48.763            2.190            3.099         0.14142E+00    0.14142E+00    0
    6    4         8   10        0.38368         39.123         38.824            1.590            1.896         0.14142E+00    0.14142E+00    0
    6    4        10   12        0.53486         41.199         40.761            2.280            2.549         0.14142E+00    0.14142E+00    0
    6    4        12   14        0.84662         45.233         44.473            2.940            3.052         0.14142E+00    0.14142E+00    0
    6    4        14   16        0.47019         49.067         48.608            3.360            3.484         0.14142E+00    0.14142E+00    0
    6    4        16   18        0.27489         48.240         47.975            4.050            4.073         0.14142E+00    0.14142E+00    0
    6    4        18   20        0.05284         48.216         48.264            5.220            4.865         0.14142E+00    0.14142E+00    0
    6    4        20   22        0.08564         41.063         41.102            6.860            5.433         0.14142E+00    0.14142E+00    0
    6    4        22   24        0.66324         46.551         47.171            7.110            5.944         0.14142E+00    0.14142E+00    0
    6    3         9   12        0.48868         40.437         40.043            2.430            2.529         0.14142E+00    0.14142E+00    0
    6    3        12   15        0.73659         46.126         45.451            3.000            3.155         0.14142E+00    0.14142E+00    0
    6    3        15   18        0.30623         47.040         46.753            3.960            4.019         0.14142E+00    0.14142E+00    0
    6    3        18   21        0.13264         45.670         45.792            5.040            4.970         0.14142E+00    0.14142E+00    0
    6    3        21   24        0.41653         43.056         43.412            7.020            5.813         0.14142E+00    0.14142E+00    0
    6    3        24   27        1.12547         35.192         35.992            6.790            5.617         0.14142E+00    0.14142E+00    0
    6    3        27   30        1.02217         33.785         33.101            4.720            5.170         0.14142E+00    0.14142E+00    0
    6    2        10   14        0.62374         42.996         42.463            2.730            2.829         0.14142E+00    0.14142E+00    0
    6    2        14   18        0.28580         48.252         47.977            3.710            3.783         0.14142E+00    0.14142E+00    0
    6    2        18   22        0.19847         44.330         44.501            6.110            5.081         0.14142E+00    0.14142E+00    0
    6    2        22   26        1.00978         41.234         42.074            6.950            5.746         0.14142E+00    0.14142E+00    0
    6    2        26   30        1.19489         34.272         33.431            5.900            5.263         0.14142E+00    0.14422E+00    1
    6    2        38   42        1.78772         26.319         25.071            4.670            3.857         0.14142E+00    0.16488E+00    1
    6    1        11   16        0.51059         45.053         44.595            2.750            3.063         0.14142E+00    0.14142E+00    0
    6    1        16   21        0.20435         45.971         46.159            4.890            4.531         0.14142E+00    0.14142E+00    0
    6    1        21   26        0.94184         39.984         40.744            6.510            5.686         0.14142E+00    0.14142E+00    0
    6    1        26   31        1.17467         33.942         33.147            5.210            5.174         0.14142E+00    0.14207E+00    1
    6    1        41   46        1.61129         26.107         25.134            4.400            3.340         0.14142E+00    0.15361E+00    1
    7    6         9   10        1.22644         40.732         39.746            2.220            1.954         0.14142E+00    0.14142E+00    0
    7    6        10   11        1.02866         42.834         41.962            2.550            2.240         0.14142E+00    0.14142E+00    0
    7    6        11   12        0.82393         45.981         45.231            1.080            1.876         0.14142E+00    0.14142E+00    0
    7    6        12   13        0.72837         48.378         47.679            2.850            2.607         0.14142E+00    0.14142E+00    0
    7    6        13   14        0.57792         51.583         50.990            2.370            2.595         0.14142E+00    0.14142E+00    0
    7    6        14   15        0.45974         56.706         56.187            2.250            2.813         0.14142E+00    0.14142E+00    0
    7    6        15   16        0.39866         52.833         52.415            4.160            3.465         0.14142E+00    0.14142E+00    0
    7    5         9   11        0.90510         40.155         39.435            2.400            2.139         0.14142E+00    0.14142E+00    0
    7    5        11   13        0.82160         44.968         44.235            1.830            2.286         0.14142E+00    0.14142E+00    0
    7    5        13   15        0.63587         50.794         50.153            2.470            2.807         0.14142E+00    0.14142E+00    0
    7    5        15   17        0.55382         50.598         50.041            3.500            3.578         0.14142E+00    0.14142E+00    0
    7    5        17   19        0.32469         52.841         52.499            4.400            4.347         0.14142E+00    0.14142E+00    0
    7    5        19   21        0.09591         46.836         46.924            5.340            4.933         0.14142E+00    0.14142E+00    0
    7    5        21   23        0.07805         41.437         41.453            7.110            5.595         0.14142E+00    0.14142E+00    0
    7    5        23   25        1.21261         51.175         52.504            5.700            5.958         0.14142E+00    0.14541E+00    1
    7    4        10   13        0.75127         43.234         42.589            2.310            2.423         0.14142E+00    0.14142E+00    0
    7    4        13   16        0.54921         50.304         49.755            2.830            3.093         0.14142E+00    0.14142E+00    0
    7    4        16   19        0.25490         51.594         51.332            4.190            4.116         0.14142E+00    0.14142E+00    0
    7    4        19   22        0.15167         45.030         45.162            5.930            5.148         0.14142E+00    0.14142E+00    0
    7    4        22   25        1.07926         46.186         47.193            6.480            5.877         0.14142E+00    0.14142E+00    0
    7    4        25   28        0.23729         36.228         36.071            7.380            5.508         0.14142E+00    0.14142E+00    0
    7    4        28   31        0.71556         36.311         35.796            5.580            5.312         0.14142E+00    0.14142E+00    0
    7    4        31   34        0.96321         30.899         30.309            5.180            5.235         0.14142E+00    0.14142E+00    0
    7    3        11   15        0.68241         46.302         45.675            2.190            2.629         0.14142E+00    0.14142E+00    0
    7    3        15   19        0.31251         49.912         49.601            4.000            4.008         0.14142E+00    0.14142E+00    0
    7    3        19   23        0.26455         43.001         43.226            6.090            5.243         0.14142E+00    0.14142E+00    0
    7    3        23   27        0.88038         43.596         44.370            6.210            5.814         0.14142E+00    0.14142E+00    0
    7    3        27   31        0.95690         35.435         34.763            4.620            5.231         0.14142E+00    0.14142E+00    0
    7    3        39   43        1.65121         26.837         25.703            5.120            3.960         0.14142E+00    0.16173E+00    1
    7    2        12   17        0.57514         48.183         47.632            3.170            3.171         0.14142E+00    0.14142E+00    0
    7    2        17   22        0.09253         47.304         47.389            5.260            4.795         0.14142E+00    0.14142E+00    0
    7    2        22   27        0.81851         41.930         42.621            6.580            5.745         0.14142E+00    0.14142E+00    0
    7    2        27   32        0.95545         34.189         33.542            4.920            5.158         0.14142E+00    0.14142E+00    0
    7    2        32   37        1.77330         31.061         29.577            4.490            4.705         0.14142E+00    0.16614E+00    1
    7    1        13   19        0.27439         49.281         49.011            3.460            3.539         0.14142E+00    0.14142E+00    0
    7    1        19   25        0.70891         43.409         44.028            6.400            5.409         0.14142E+00    0.14142E+00    0
    7    1        25   31        0.62381         34.908         34.475            5.320            5.263         0.14142E+00    0.14142E+00    0
    7    1        31   37        1.67754         30.189         28.900            3.750            4.718         0.14142E+00    0.16134E+00    1
    7    1        37   43        1.68784         26.609         25.503            4.700            3.854         0.14142E+00    0.15857E+00    1
    7    1        43   49        0.88969         24.426         23.995            2.220            3.107         0.14142E+00    0.14142E+00    0
    8    7         9   10        1.13599         28.617         29.274            2.500            1.444         0.14142E+00    0.14142E+00    0
    8    7        10   11        0.30231         32.523         32.328            2.230            1.696         0.14142E+00    0.14142E+00    0
    8    7        11   12        0.86412         36.583         35.957            0.830            1.281         0.14142E+00    0.14142E+00    0
    8    7        12   13        0.97701         39.678         38.911            2.760            1.996         0.14142E+00    0.14142E+00    0
    8    7        13   14        0.91918         43.283         42.495            2.150            1.979         0.14142E+00    0.14142E+00    0
    8    7        14   15        0.81576         48.121         47.342            2.010            2.199         0.14142E+00    0.14142E+00    0
    8    7        15   16        0.81999         45.290         44.553            3.070            2.867         0.14142E+00    0.14142E+00    0
    8    7        16   17        0.75340         47.294         46.586            2.750            2.905         0.14142E+00    0.14142E+00    0
    8    6        10   12        0.61053         36.246         35.807            1.860            1.736         0.14142E+00    0.14142E+00    0
    8    6        12   14        0.86895         43.700         42.947            2.590            2.216         0.14142E+00    0.14142E+00    0
    8    6        14   16        0.68782         49.915         49.233            2.620            2.699         0.14142E+00    0.14142E+00    0
    8    6        16   18        0.51559         50.258         49.743            3.340            3.398         0.14142E+00    0.14142E+00    0
    8    6        18   20        0.33836         51.032         50.688            4.500            4.323         0.14142E+00    0.14142E+00    0
    8    6        20   22        0.12229         43.550         43.445            5.380            5.010         0.14142E+00    0.14142E+00    0
    8    6        22   24        0.26822         49.643         49.909            6.090            5.650         0.14142E+00    0.14142E+00    0
    8    5        11   14        0.85751         41.545         40.839            1.810            1.967         0.14142E+00    0.14142E+00    0
    8    5        14   17        0.70242         49.535         48.844            2.820            2.940         0.14142E+00    0.14142E+00    0
    8    5        17   20        0.36674         49.979         49.614            4.540            4.189         0.14142E+00    0.14142E+00    0
    8    5        20   23        0.12958         41.809         41.709            6.200            5.192         0.14142E+00    0.14142E+00    0
    8    5        23   26        0.99539         46.032         46.957            6.660            5.701         0.14142E+00    0.14142E+00    0
    8    5        26   29        1.10547         35.183         34.411            5.820            5.413         0.14142E+00    0.14167E+00    1
    8    5        29   32        0.39311         34.472         34.202            5.460            5.213         0.14142E+00    0.14142E+00    0
    8    5        32   35        1.13521         30.360         29.680            6.110            5.105         0.14142E+00    0.14142E+00    0
    8    4        12   16        0.78275         45.691         44.981            2.790            2.613         0.14142E+00    0.14142E+00    0
    8    4        16   20        0.37127         49.705         49.338            4.110            3.962         0.14142E+00    0.14142E+00    0
    8    4        20   24        0.09667         44.906         44.984            6.290            5.427         0.14142E+00    0.14142E+00    0
    8    4        24   28        0.64606         36.866         37.345            6.300            5.507         0.14142E+00    0.14142E+00    0
    8    4        28   32        0.68567         34.210         33.744            5.660            5.248         0.14142E+00    0.14142E+00    0
    8    4        32   36        1.47940         31.215         30.114            5.910            4.994         0.14142E+00    0.15587E+00    1
    8    4        36   40        1.57172         27.436         26.405            3.330            4.170         0.14142E+00    0.15615E+00    1
    8    3        13   18        0.60104         48.126         47.551            2.970            3.007         0.14142E+00    0.14142E+00    0
    8    3        18   23        0.08347         45.319         45.251            5.580            4.883         0.14142E+00    0.14142E+00    0
    8    3        23   28        0.57956         42.314         42.806            6.630            5.664         0.14142E+00    0.14142E+00    0
    8    3        28   33        0.88386         33.189         32.607            5.320            5.188         0.14142E+00    0.14142E+00    0
    8    3        33   38        1.52522         30.266         29.096            5.540            4.611         0.14142E+00    0.16076E+00    1
    8    3        38   43        1.48157         25.980         25.063            4.720            4.014         0.14142E+00    0.15581E+00    1
    8    2        14   20        0.40609         49.205         48.807            3.560            3.532         0.14142E+00    0.14142E+00    0
    8    2        20   26        0.49025         42.358         42.775            6.200            5.464         0.14142E+00    0.14142E+00    0
    8    2        26   32        0.97150         34.377         33.715            4.740            5.257         0.14142E+00    0.14142E+00    0
    8    2        32   38        1.74121         30.344         28.962            3.870            4.639         0.14142E+00    0.16363E+00    1
    8    2        50   56        0.89575         23.711         24.140            3.340            2.529         0.14142E+00    0.14142E+00    0
    8    2        56   62        0.50873         26.558         26.829            2.710            1.969         0.14142E+00    0.14142E+00    0
    8    1        15   22        0.19039         47.067         46.888            4.350            4.082         0.14142E+00    0.14142E+00    0
    8    1        22   29        0.43434         39.888         40.236            6.230            5.572         0.14142E+00    0.14142E+00    0
    8    1        29   36        1.26861         32.361         31.513            4.120            4.958         0.14142E+00    0.14468E+00    1
    8    1        43   50        0.73544         23.835         23.491            0.840            3.095         0.14142E+00    0.14142E+00    0
    9    8        10   11        0.26243         30.557         30.718            1.690            1.439         0.14142E+00    0.14142E+00    0
    9    8        11   12        0.37643         35.708         35.441            0.430            0.974         0.14142E+00    0.14142E+00    0
    9    8        12   13        1.04187         40.273         39.443            2.330            1.674         0.14142E+00    0.14142E+00    0
    9    8        13   14        1.03173         45.085         44.164            1.860            1.656         0.14142E+00    0.14142E+00    0
    9    8        14   15        0.83320         50.696         49.858            1.690            1.878         0.14142E+00    0.14142E+00    0
    9    8        15   16        0.82819         48.215         47.423            3.000            2.565         0.14142E+00    0.14142E+00    0
    9    8        16   17        0.71717         50.758         50.035            2.440            2.623         0.14142E+00    0.14142E+00    0
    9    8        17   18        0.53570         51.542         50.993            3.070            3.254         0.14142E+00    0.14142E+00    0
    9    7        11   13        0.71205         37.278         36.751            1.230            1.317         0.14142E+00    0.14142E+00    0
    9    7        13   15        0.95651         46.331         45.453            1.950            1.878         0.14142E+00    0.14142E+00    0
    9    7        15   17        0.84379         47.871         47.070            2.850            2.718         0.14142E+00    0.14142E+00    0
    9    7        17   19        0.68279         51.222         50.527            3.820            3.586         0.14142E+00    0.14142E+00    0
    9    7        19   21        0.30462         45.993         45.714            4.560            4.296         0.14142E+00    0.14142E+00    0
    9    7        21   23        0.45616         41.121         40.750            6.230            5.081         0.14142E+00    0.14142E+00    0
    9    7        23   25        0.80149         51.040         51.865            5.870            5.560         0.14142E+00    0.14142E+00    0
    9    6        12   15        0.93198         44.072         43.258            2.310            1.989         0.14142E+00    0.14142E+00    0
    9    6        15   18        0.70679         49.537         48.841            3.130            3.045         0.14142E+00    0.14142E+00    0
    9    6        18   21        0.40262         49.978         49.578            4.700            4.276         0.14142E+00    0.14142E+00    0
    9    6        21   24        0.17791         47.419         47.253            6.070            5.403         0.14142E+00    0.14142E+00    0
    9    6        24   27        0.87606         38.750         39.434            6.440            5.437         0.14142E+00    0.14142E+00    0
    9    6        27   30        0.97864         36.546         35.838            4.710            5.172         0.14142E+00    0.14142E+00    0
    9    5        13   17        0.83782         47.955         47.158            2.430            2.420         0.14142E+00    0.14142E+00    0
    9    5        17   21        0.45354         49.718         49.270            4.460            4.108         0.14142E+00    0.14142E+00    0
    9    5        21   25        0.28029         45.270         45.522            6.290            5.486         0.14142E+00    0.14142E+00    0
    9    5        25   29        0.70959         35.996         35.489            5.900            5.343         0.14142E+00    0.14142E+00    0
    9    5        29   33        0.62473         34.030         33.608            4.320            5.196         0.14142E+00    0.14142E+00    0
    9    4        14   19        0.65445         50.157         49.505            3.040            3.038         0.14142E+00    0.14142E+00    0
    9    4        19   24        0.08992         46.229         46.155            5.850            5.042         0.14142E+00    0.14142E+00    0
    9    4        24   29        0.28893         36.963         37.177            6.010            5.434         0.14142E+00    0.14142E+00    0
    9    4        29   34        0.78019         33.863         33.339            5.080            5.206         0.14142E+00    0.14142E+00    0
    9    4        34   39        1.52329         29.239         28.115            4.040            4.431         0.14142E+00    0.16041E+00    1
    9    4        49   54        0.86188         23.118         23.520            3.500            2.743         0.14142E+00    0.14142E+00    0
    9    3        15   21        0.49062         48.713         48.237            3.850            3.675         0.14142E+00    0.14142E+00    0
    9    3        21   27        0.28985         42.576         42.821            6.380            5.533         0.14142E+00    0.14142E+00    0
    9    3        27   33        1.01263         33.942         33.261            4.630            5.178         0.14142E+00    0.14142E+00    0
    9    3        39   45        1.63353         26.553         25.459            3.240            3.849         0.14142E+00    0.16052E+00    1
    9    2        23   30        0.18484         41.586         41.738            6.110            5.528         0.14142E+00    0.14142E+00    0
    9    2        30   37        1.44172         31.681         30.653            4.210            4.936         0.14142E+00    0.15129E+00    1
    9    2        37   44        1.64103         26.768         25.694            3.750            3.936         0.14142E+00    0.15798E+00    1
    9    2        44   51        0.58763         23.491         23.219            4.650            3.099         0.14142E+00    0.14142E+00    0
    9    2        58   65        0.19903         24.370         24.317           -1.440            1.887         0.14142E+00    0.14142E+00    0
    9    1        17   25        0.06845         46.934         46.992            5.280            4.676         0.14142E+00    0.14142E+00    0
    9    1        25   33        0.76651         34.309         33.787            5.220            5.216         0.14142E+00    0.14142E+00    0
    9    1        33   41        1.65516         29.092         27.829            4.000            4.410         0.14142E+00    0.16379E+00    1
    9    1        41   49        1.15497         24.972         24.403            1.710            3.373         0.14142E+00    0.14142E+00    0
   10    9        11   12        0.23953         31.602         31.452            1.520            1.026         0.14142E+00    0.14142E+00    0
   10    9        12   13        0.21434         35.447         35.296            2.150            1.668         0.14142E+00    0.14142E+00    0
   10    9        13   14        0.92833         40.974         40.220            1.640            1.633         0.14142E+00    0.14142E+00    0
   10    9        14   15        0.88519         46.690         45.871            1.500            1.845         0.14142E+00    0.14142E+00    0
   10    9        15   16        0.88443         44.878         44.091            2.590            2.546         0.14142E+00    0.14142E+00    0
   10    9        16   17        0.78804         47.695         46.950            2.040            2.620         0.14142E+00    0.14142E+00    0
   10    9        17   18        0.66219         48.781         48.139            3.030            3.274         0.14142E+00    0.14142E+00    0
   10    9        18   19        0.86644         52.581         51.678            4.280            3.839         0.14142E+00    0.14142E+00    0
   10    8        12   14        0.60806         38.270         37.808            2.030            1.661         0.14142E+00    0.14142E+00    0
   10    8        14   16        0.89020         47.370         46.534            1.950            2.109         0.14142E+00    0.14142E+00    0
   10    8        16   18        0.75965         49.326         48.583            2.610            2.886         0.14142E+00    0.14142E+00    0
   10    8        18   20        0.69611         51.123         50.416            3.880            3.935         0.14142E+00    0.14142E+00    0
   10    8        20   22        0.68196         44.325         43.725            4.880            4.739         0.14142E+00    0.14142E+00    0
   10    8        22   24        0.24407         50.490         50.245            5.790            5.513         0.14142E+00    0.14142E+00    0
   10    8        24   26        1.21870         39.291         40.294            5.690            5.428         0.14142E+00    0.14386E+00    1
   10    7        13   16        0.91013         44.724         43.917            1.940            1.942         0.14142E+00    0.14142E+00    0
   10    7        16   19        0.77540         49.760         48.994            3.000            3.160         0.14142E+00    0.14142E+00    0
   10    7        19   22        0.52044         45.050         44.584            4.800            4.479         0.14142E+00    0.14142E+00    0
   10    7        22   25        0.37409         46.666         47.014            6.350            5.499         0.14142E+00    0.14142E+00    0
   10    7        25   28        0.65189         36.407         35.936            6.110            5.358         0.14142E+00    0.14142E+00    0
   10    7        28   31        0.89429         35.915         35.279            5.930            5.336         0.14142E+00    0.14142E+00    0
   10    7        31   34        0.82069         30.184         29.693            4.680            5.375         0.14142E+00    0.14142E+00    0
   10    6        14   18        0.77409         48.594         47.847            2.390            2.534         0.14142E+00    0.14142E+00    0
   10    6        18   22        0.54279         48.369         47.847            4.670            4.352         0.14142E+00    0.14142E+00    0
   10    6        22   26        0.48164         45.352         45.790            6.130            5.520         0.14142E+00    0.14142E+00    0
   10    6        26   30        1.09959         36.814         36.005            5.910            5.401         0.14142E+00    0.14222E+00    1
   10    6        30   34        0.69443         32.719         32.268            5.280            5.379         0.14142E+00    0.14142E+00    0
   10    6        34   38        1.39484         29.882         28.861            3.720            4.655         0.14142E+00    0.15790E+00    1
   10    5        15   20        0.68667         48.716         48.052            3.290            3.266         0.14142E+00    0.14142E+00    0
   10    5        20   25        0.03155         45.093         45.091            5.880            5.250         0.14142E+00    0.14142E+00    0
   10    5        25   30        0.71847         36.406         35.887            5.540            5.375         0.14142E+00    0.14142E+00    0
   10    5        30   35        0.88129         31.901         31.344            4.770            5.310         0.14142E+00    0.14142E+00    0
   10    5        45   50        0.35424         22.474         22.316            3.750            3.344         0.14142E+00    0.14142E+00    0
   10    4        22   28        0.27083         42.874         43.105            6.270            5.569         0.14142E+00    0.14142E+00    0
   10    4        28   34        0.95251         33.898         33.259            5.340            5.323         0.14142E+00    0.14142E+00    0
   10    4        34   40        1.50110         28.675         27.599            4.430            4.532         0.14142E+00    0.15965E+00    1
   10    4        40   46        1.41151         26.160         25.310            4.120            3.888         0.14142E+00    0.15300E+00    1
   10    4        46   52        0.94466         22.219         22.642            2.160            3.167         0.14142E+00    0.14142E+00    0
   10    4        52   58        1.17440         24.202         24.776            4.140            2.502         0.14142E+00    0.14142E+00    0
   10    3        24   31        0.04850         36.796         36.830            5.760            5.422         0.14142E+00    0.14142E+00    0
   10    3        31   38        1.41587         30.041         29.080            5.460            4.936         0.14142E+00    0.15156E+00    1
   10    3        45   52        0.28850         22.956         22.824            3.120            3.184         0.14142E+00    0.14142E+00    0
   10    3        52   59        0.88550         24.572         25.011            1.540            2.391         0.14142E+00    0.14142E+00    0
   10    2        18   26        0.04891         46.177         46.141            5.460            4.865         0.14142E+00    0.14142E+00    0
   10    2        26   34        1.16301         34.401         33.610            5.370            5.313         0.14142E+00    0.14142E+00    0
   10    2        34   42        1.65807         28.398         27.154            4.370            4.349         0.14142E+00    0.16438E+00    1
   10    2        42   50        1.20199         24.068         23.496            3.340            3.415         0.14142E+00    0.14142E+00    0
   10    2        50   58        0.50456         24.411         24.658            1.980            2.553         0.14142E+00    0.14142E+00    0
   10    2        58   66        0.12479         23.834         23.802           -0.170            1.942         0.14142E+00    0.14142E+00    0
   10    1        19   28        0.10539         43.094         43.182            5.700            5.126         0.14142E+00    0.14142E+00    0
