       26.57677      256.05671       -2.24189
       28.63612      256.14115       -2.23065
       26.82234      256.51630       -2.42114
       28.54417      255.56985       -2.28323
        1.78728      257.91179       -3.53525
        1.49609      258.31423       -3.60870
       19.48425      256.72954       -2.58195
       62.99634      254.71593       -3.66950
        7.74608      256.96840       -3.00194
        2.22782      257.97742       -3.74805
       19.75094      256.31337       -2.38864
       47.92804      254.92241       -2.58444
       48.47745      255.22544       -2.73566
       42.51540      254.80941       -2.62863
       43.09344      255.55461       -2.45917
       11.53878      254.89275       -2.88205
       17.44926      256.54082       -2.41114
       47.50116      255.28062       -2.69645
       20.17389      254.75090       -2.52268
       33.80744      255.79219       -2.32919
       26.06088      256.09216       -2.40367
        8.16213      257.27669       -3.12242
       23.00825      256.56296       -2.36192
       33.47166      256.16709       -2.30772
       48.91817      255.02750       -2.98530
        0.29998      257.63752       -3.88690
       35.43578      254.74706       -2.24237
       17.46196      255.92747       -2.36039
       39.69736      255.57426       -2.62086
       29.06165      255.21322       -2.23643
       42.02808      255.59351       -2.51300
       31.06353      256.28698       -2.28813
       32.86638      255.96050       -2.24683
       23.34656      256.84975       -2.58604
       20.24537      256.39780       -2.71731
       38.80366      255.61404       -2.56885
       38.35823      255.61672       -2.60018
       35.07923      255.25348       -2.28918
       17.83421      256.85062       -2.64163
       43.13129      255.04558       -2.54023
       44.31030      254.98414       -2.54147
        7.70885      256.35395       -2.91157
       39.52882      256.01053       -2.77737
       31.62840      256.01238       -2.23029
       30.64074      256.00373       -2.24686
        6.19930      254.72503       -3.37020
       22.02064      256.63705       -2.41852
       41.98212      255.10630       -2.65762
       44.40212      255.47498       -2.54188
       41.53862      256.36827       -2.52319
       22.52983      255.30299       -2.39978
       40.15366      255.53654       -2.59634
       35.80071      255.94924       -2.55377
       35.34421      255.86080       -2.39173
       34.59253      256.27550       -2.52399
       34.57254      255.26133       -2.43316
       32.54095      256.33179       -2.39475
       16.89143      255.64530       -2.44926
       27.37447      256.56885       -2.41521
       43.48805      255.84875       -2.81096
       34.33148      255.86719       -2.40199
       23.08503      254.95745       -2.31906
       39.20633      254.73756       -2.36940
       53.94872      254.96246       -3.43629
        8.21800      255.95757       -2.84330
        4.45260      254.92526       -3.38542
        4.52631      255.60649       -3.39072
       13.32909      255.21810       -2.66978
        0.42886      256.32786       -3.54582
       21.94098      255.07496       -2.39555
       31.99854      256.35542       -2.41951
       53.58586      254.73629       -3.32568
       21.99889      256.15744       -2.40366
        8.62449      254.84772       -2.95258
       23.11027      256.07230       -2.36899
        9.33562      255.71805       -2.96099
       34.15311      254.85828       -2.37012
        5.59071      254.83990       -3.35211
       17.99380      255.54962       -2.26433
       23.66471      255.81098       -2.27546
       21.46954      255.98228       -2.37342
       30.19265      255.07319       -2.14699
       27.70281      256.24936       -2.37717
        1.45940      255.43040       -3.63772
       43.69048      254.78192       -2.50513
       32.67687      255.37317       -2.24499
        8.10657      255.27025       -2.98725
       41.41083      254.94957       -2.66412
       19.05693      256.73852       -2.74668
        8.82158      256.15824       -2.83729
       41.51933      255.89274       -2.59528
        0.34967      255.62903       -3.65834
       23.66157      255.21446       -2.34741
       21.20064      257.11899       -2.38940
        7.25001      257.28398       -3.10882
        0.88498      255.16465       -3.61554
       16.81759      255.00632       -2.49415
        1.00039      256.53352       -3.57445
       21.43373      255.41812       -2.50488
       10.38656      254.93178       -2.83198
        9.24996      255.09485       -2.92382
       29.66369      256.04631       -2.21990
       36.13213      255.51247       -2.43302
        9.89630      255.92087       -2.99407
       37.05807      254.75966       -2.49734
        6.74464      257.07706       -3.16732
       21.62196      257.12550       -2.37101
       17.94851      254.85917       -2.46704
       36.03218      254.91762       -2.41808
       19.06485      254.74444       -2.44401
       18.57977      255.85394       -2.20610
       27.84422      254.73498       -2.28974
        8.94016      256.74023       -2.86536
       27.94399      255.34326       -2.21721
       31.69213      255.46930       -2.43546
       15.89748      255.76985       -2.61732
       26.75919      254.97742       -2.27549
       22.55193      255.82132       -2.48285
        1.10892      257.15500       -3.59766
        9.58436      257.27629       -3.28314
       22.47166      256.79159       -2.66203
        3.35660      255.12971       -3.60686
       30.13542      256.31799       -2.37039
        7.01370      255.49184       -3.17052
