       26.57677      256.05671    0.18171E+02        5.61075    0.12594E+01   -0.12594E+01
       28.63612      256.14115    0.18121E+02        5.45196    0.12582E+01   -0.12582E+01
       26.82234      256.51630    0.18206E+02        5.60385    0.12602E+01   -0.12602E+01
       28.54417      255.56985    0.18060E+02        5.42664    0.12567E+01   -0.12567E+01
        1.78728      257.91179    0.17573E+02        4.91241    0.12448E+01   -0.12448E+01
        1.49609      258.31423    0.17570E+02        4.86236    0.12448E+01   -0.12448E+01
       19.48425      256.72954    0.18126E+02        5.91862    0.12583E+01   -0.12583E+01
       62.99634      254.71593    0.14778E+02        1.95224    0.11696E+01   -0.11696E+01
        7.74608      256.96840    0.17699E+02        5.44428    0.12479E+01   -0.12479E+01
        2.22782      257.97742    0.17579E+02        4.95895    0.12450E+01   -0.12450E+01
       19.75094      256.31337    0.18123E+02        5.88115    0.12582E+01   -0.12582E+01
       47.92804      254.92241    0.15980E+02        3.11435    0.12036E+01   -0.12036E+01
       48.47745      255.22544    0.15909E+02        3.04125    0.12016E+01   -0.12016E+01
       42.51540      254.80941    0.16676E+02        3.81604    0.12221E+01   -0.12221E+01
       43.09344      255.55461    0.16635E+02        3.74153    0.12210E+01   -0.12210E+01
       11.53878      254.89275    0.17779E+02        5.56051    0.12499E+01   -0.12499E+01
       17.44926      256.54082    0.18043E+02        5.90523    0.12563E+01   -0.12563E+01
       47.50116      255.28062    0.16043E+02        3.16969    0.12053E+01   -0.12053E+01
       20.17389      254.75090    0.18030E+02        5.74658    0.12560E+01   -0.12560E+01
       33.80744      255.79219    0.17746E+02        4.93346    0.12491E+01   -0.12491E+01
       26.06088      256.09216    0.18180E+02        5.64856    0.12596E+01   -0.12596E+01
        8.16213      257.27669    0.17718E+02        5.50480    0.12484E+01   -0.12484E+01
       23.00825      256.56296    0.18227E+02        5.83884    0.12607E+01   -0.12607E+01
       33.47166      256.16709    0.17816E+02        4.99958    0.12508E+01   -0.12508E+01
       48.91817      255.02750    0.15853E+02        2.98951    0.12001E+01   -0.12001E+01
        0.29998      257.63752    0.17548E+02        4.73354    0.12442E+01   -0.12442E+01
       35.43578      254.74706    0.17510E+02        4.70424    0.12433E+01   -0.12433E+01
       17.46196      255.92747    0.18003E+02        5.83102    0.12554E+01   -0.12554E+01
       39.69736      255.57426    0.17064E+02        4.17918    0.12321E+01   -0.12321E+01
       29.06165      255.21322    0.18017E+02        5.37256    0.12557E+01   -0.12557E+01
       42.02808      255.59351    0.16759E+02        3.86843    0.12242E+01   -0.12243E+01
       31.06353      256.28698    0.18001E+02        5.23773    0.12553E+01   -0.12553E+01
       32.86638      255.96050    0.17847E+02        5.04598    0.12516E+01   -0.12516E+01
       23.34656      256.84975    0.18249E+02        5.83242    0.12612E+01   -0.12612E+01
       20.24537      256.39780    0.18138E+02        5.87746    0.12586E+01   -0.12586E+01
       38.80366      255.61404    0.17195E+02        4.31218    0.12354E+01   -0.12354E+01
       38.35823      255.61672    0.17254E+02        4.37616    0.12369E+01   -0.12369E+01
       35.07923      255.25348    0.17598E+02        4.78195    0.12455E+01   -0.12455E+01
       17.83421      256.85062    0.18072E+02        5.92767    0.12570E+01   -0.12570E+01
       43.13129      255.04558    0.16613E+02        3.74795    0.12204E+01   -0.12204E+01
       44.31030      254.98414    0.16470E+02        3.60530    0.12167E+01   -0.12167E+01
        7.70885      256.35395    0.17685E+02        5.38081    0.12476E+01   -0.12476E+01
       39.52882      256.01053    0.17133E+02        4.22774    0.12338E+01   -0.12338E+01
       31.62840      256.01238    0.17961E+02        5.18861    0.12543E+01   -0.12543E+01
       30.64074      256.00373    0.18016E+02        5.27730    0.12556E+01   -0.12557E+01
        6.19930      254.72503    0.17620E+02        5.15981    0.12460E+01   -0.12460E+01
       22.02064      256.63705    0.18219E+02        5.87082    0.12605E+01   -0.12605E+01
       41.98212      255.10630    0.16746E+02        3.88177    0.12239E+01   -0.12239E+01
       44.40212      255.47498    0.16446E+02        3.55788    0.12161E+01   -0.12161E+01
       41.53862      256.36827    0.16850E+02        3.92317    0.12266E+01   -0.12266E+01
       22.52983      255.30299    0.18093E+02        5.73762    0.12575E+01   -0.12575E+01
       40.15366      255.53654    0.16991E+02        4.10931    0.12302E+01   -0.12302E+01
