    P+   P-        C+   C-  Normalised_Error  Observed_Rho  Calculated_Rho  Observed_Phase  Calculated_Phase  Original_Weight   Final_Weight   C
    4    3         8    9        0.68060         14.399         14.897            1.190            0.727         0.22361E+00    0.22361E+00    0
    4    3         9   10        0.01152         16.354         16.345            1.260            1.465         0.22361E+00    0.22361E+00    0
    4    3        10   11        0.15932         16.151         16.023            1.810            1.268         0.22361E+00    0.22361E+00    0
    4    3        11   12        0.13138         16.444         16.341           -1.090            0.850         0.22361E+00    0.22361E+00    0
    4    2         6    8        1.67061         15.850         17.231            1.140            0.973         0.22361E+00    0.22361E+00    0
    4    2         8   10        0.18214         15.563         15.706            1.640            1.325         0.22361E+00    0.22361E+00    0
    4    2        10   12        0.44666         16.869         16.497            1.910            1.429         0.22361E+00    0.22361E+00    0
    4    2        12   14        0.18491         16.603         16.452            2.940            1.455         0.22361E+00    0.22361E+00    0
    4    2        14   16        0.63440         18.219         18.805            2.900            1.238         0.22361E+00    0.22361E+00    0
    4    2        16   18        0.63266         20.430         21.086            2.390            1.955         0.22361E+00    0.22361E+00    0
    4    2        18   20        0.91321         20.189         21.133            1.520            1.480         0.22361E+00    0.22361E+00    0
    4    1         7   10        0.90844         14.762         15.448            1.300            1.307         0.22361E+00    0.22361E+00    0
    4    1        10   13        0.31361         16.395         16.140            2.150            1.497         0.22361E+00    0.22361E+00    0
    4    1        13   16        0.40699         16.872         17.218            2.440            1.418         0.22361E+00    0.22361E+00    0
    4    1        16   19        0.65894         20.032         20.703            2.670            1.933         0.22361E+00    0.22361E+00    0
    4    1        19   22        0.65943         20.316         20.996            2.940            0.990         0.22361E+00    0.22361E+00    0
    4    1        22   25        0.25160         25.478         25.800            1.920            1.338         0.22361E+00    0.22361E+00    0
    4    1        25   28        1.19559         24.628         23.199            0.210            1.705         0.22361E+00    0.22361E+00    0
    5    4         6    7        1.79764         24.393         22.296            0.540            0.755         0.22361E+00    0.22361E+00    0
    5    4         7    8        1.70572         16.280         17.730            0.980            1.073         0.22361E+00    0.22361E+00    0
    5    4         8    9        0.56421         15.655         16.103            1.030            1.107         0.22361E+00    0.22361E+00    0
    5    4         9   10        0.27225         17.446         17.210            1.830            2.009         0.22361E+00    0.22361E+00    0
    5    4        10   11        0.57017         17.129         16.648            2.100            1.913         0.22361E+00    0.22361E+00    0
    5    4        11   12        0.75238         17.366         16.725            2.080            1.551         0.22361E+00    0.22361E+00    0
    5    4        12   13        0.56741         16.940         16.466            2.390            1.854         0.22361E+00    0.22361E+00    0
    5    4        13   14        0.44674         16.301         15.942            4.190            1.947         0.22361E+00    0.22361E+00    0
    5    3         7    9        1.42254         15.589         16.738            1.010            1.007         0.22361E+00    0.22361E+00    0
    5    3         9   11        0.27687         16.953         16.720            1.800            1.767         0.22361E+00    0.22361E+00    0
    5    3        11   13        0.47791         16.887         16.489            1.620            1.391         0.22361E+00    0.22361E+00    0
    5    3        13   15        0.03480         17.055         17.028            2.000            1.326         0.22361E+00    0.22361E+00    0
    5    3        15   17        0.80775         17.510         18.232            2.280            1.815         0.22361E+00    0.22361E+00    0
    5    3        17   19        0.67801         22.555         23.332            2.540            1.909         0.22361E+00    0.22361E+00    0
    5    3        19   21        1.00300         19.632         20.641            0.390            1.089         0.22361E+00    0.22361E+00    0
    5    3        21   23        0.54657         24.244         24.911            4.020            0.880         0.22361E+00    0.22361E+00    0
    5    2         8   11        0.11497         16.103         16.196            1.460            1.442         0.22361E+00    0.22361E+00    0
    5    2        11   14        0.48924         16.925         16.516            1.860            1.525         0.22361E+00    0.22361E+00    0
    5    2        14   17        0.45286         18.189         18.605            2.390            1.566         0.22361E+00    0.22361E+00    0
    5    2        17   20        0.62000         21.816         22.503            2.790            1.903         0.22361E+00    0.22361E+00    0
    5    2        20   23        0.41867         23.398         23.893            1.600            0.985         0.22361E+00    0.22361E+00    0
    5    2        23   26        0.33107         26.153         26.589            1.290            0.913         0.22361E+00    0.22361E+00    0
    5    2        26   29        2.52849         26.806         23.625           -2.790            2.204         0.22361E+00    0.22361E+00    0
    5    1         9   13        0.35102         16.812         16.520            1.740            1.764         0.22361E+00    0.22361E+00    0
    5    1        13   17        0.26201         17.187         17.413            2.350            1.632         0.22361E+00    0.22361E+00    0
    5    1        17   21        0.64130         21.219         21.910            2.960            1.746         0.22361E+00    0.22361E+00    0
    5    1        21   25        0.25512         25.029         25.350            1.860            1.139         0.22361E+00    0.22361E+00    0
    5    1        25   29        1.82245         25.487         23.270           -2.420            1.807         0.22361E+00    0.22361E+00    0
    5    1        33   37        1.38181         25.917         24.187            5.350            6.409         0.22361E+00    0.22361E+00    0
    5    1        37   41        1.01758         31.111         29.568            5.280            5.813         0.22361E+00    0.22361E+00    0
    6    5         7    8        3.40748         24.493         20.656            0.650            0.356         0.22361E+00    0.22361E+00    0
    6    5         8    9        0.20238         17.944         17.764            0.730            0.514         0.22361E+00    0.22361E+00    0
    6    5         9   10        0.19514         18.616         18.435            1.600            1.606         0.22361E+00    0.22361E+00    0
    6    5        10   11        0.40332         17.702         17.349            1.650            1.650         0.22361E+00    0.22361E+00    0
    6    5        11   12        0.64182         17.569         17.015            1.520            1.385         0.22361E+00    0.22361E+00    0
    6    5        12   13        0.60874         16.834         16.329            1.770            1.810         0.22361E+00    0.22361E+00    0
    6    5        13   14        0.67834         16.031         15.496            3.010            1.960         0.22361E+00    0.22361E+00    0
    6    5        14   15        0.33790         18.313         18.006            1.780            1.357         0.22361E+00    0.22361E+00    0
    6    4         8   10        0.06384         17.579         17.523            0.990            0.980         0.22361E+00    0.22361E+00    0
    6    4        10   12        0.55182         17.507         17.030            1.600            1.640         0.22361E+00    0.22361E+00    0
    6    4        12   14        0.61632         16.605         16.101            1.940            1.877         0.22361E+00    0.22361E+00    0
    6    4        14   16        0.05187         18.029         18.075            2.110            1.668         0.22361E+00    0.22361E+00    0
    6    4        16   18        0.04740         20.297         20.345            2.170            2.395         0.22361E+00    0.22361E+00    0
    6    4        18   20        0.39083         20.216         20.615            2.580            1.932         0.22361E+00    0.22361E+00    0
    6    4        20   22        0.40643         21.993         22.443           -0.600            0.965         0.22361E+00    0.22361E+00    0
    6    4        22   24        0.14537         25.609         25.795            2.420            1.587         0.22361E+00    0.22361E+00    0
    6    3         9   12        0.31430         17.643         17.368            1.480            1.629         0.22361E+00    0.22361E+00    0
    6    3        12   15        0.37810         16.910         16.594            2.130            1.571         0.22361E+00    0.22361E+00    0
    6    3        15   18        0.41760         18.948         19.347            3.390            2.083         0.22361E+00    0.22361E+00    0
    6    3        18   21        0.59011         20.282         20.889            2.620            1.488         0.22361E+00    0.22361E+00    0
    6    3        21   24        0.29883         24.597         24.964            3.040            1.092         0.22361E+00    0.22361E+00    0
    6    3        24   27        0.38697         25.188         25.680            1.500            0.775         0.22361E+00    0.22361E+00    0
    6    3        27   30        3.75957         27.273         22.600           -0.300            4.478         0.22361E+00    0.22361E+00    0
    6    2        10   14        0.50214         17.102         16.678            1.620            1.631         0.22361E+00    0.22361E+00    0
    6    2        14   18        0.22686         18.955         19.171            2.340            1.795         0.22361E+00    0.22361E+00    0
    6    2        18   22        0.47219         21.060         21.562            3.120            1.359         0.22361E+00    0.22361E+00    0
    6    2        22   26        0.28555         25.818         26.187            2.710            1.135         0.22361E+00    0.22361E+00    0
    6    2        26   30        2.97889         26.831         23.119            0.200            3.738         0.22361E+00    0.22361E+00    0
    6    2        34   38        0.96089         27.635         26.347           11.380            6.291         0.22361E+00    0.22361E+00    0
    6    2        38   42        0.86593         32.846         31.458            1.880            5.140         0.22361E+00    0.22361E+00    0
    6    1        11   16        0.31211         17.025         16.761            1.830            1.564         0.22361E+00    0.22361E+00    0
    6    1        16   21        0.40020         20.148         20.555            2.220            1.913         0.22361E+00    0.22361E+00    0
    6    1        21   26        0.22827         24.816         25.101            1.540            1.069         0.22361E+00    0.22361E+00    0
    6    1        26   31        2.77200         25.631         22.315            0.960            4.827         0.22361E+00    0.22361E+00    0
    7    6         8    9        6.74832         30.421         21.709            0.490            0.093         0.22361E+00    0.22361E+00    0
    7    6         9   10        1.94150         24.889         22.586            1.840            1.382         0.22361E+00    0.22361E+00    0
    7    6        10   11        0.80189         21.448         20.605            1.710            1.561         0.22361E+00    0.22361E+00    0
    7    6        11   12        0.24213         19.702         19.465            1.240            1.387         0.22361E+00    0.22361E+00    0
    7    6        12   13        0.10673         18.123         18.026            1.830            1.958         0.22361E+00    0.22361E+00    0
    7    6        13   14        0.13715         16.793         16.679            2.010            2.188         0.22361E+00    0.22361E+00    0
    7    6        14   15        0.13803         18.990         19.122            1.740            1.641         0.22361E+00    0.22361E+00    0
    7    6        15   16        0.95202         17.563         18.419            3.720            2.477         0.22361E+00    0.22361E+00    0
    7    5         9   11        1.20370         21.859         20.583            1.690            1.491         0.22361E+00    0.22361E+00    0
    7    5        11   13        0.38068         18.297         17.952            1.530            1.583         0.22361E+00    0.22361E+00    0
    7    5        13   15        0.26144         17.347         17.122            1.910            1.835         0.22361E+00    0.22361E+00    0
    7    5        15   17        0.33522         17.698         17.997            2.920            2.394         0.22361E+00    0.22361E+00    0
    7    5        17   19        0.16335         22.976         23.164            2.750            2.581         0.22361E+00    0.22361E+00    0
    7    5        19   21        0.67506         19.749         20.427            2.660            1.796         0.22361E+00    0.22361E+00    0
    7    5        21   23        0.34020         24.224         24.638            3.070            1.460         0.22361E+00    0.22361E+00    0
    7    5        23   25        0.60787         26.171         26.973            4.890            1.323         0.22361E+00    0.22361E+00    0
    7    4        10   13        0.55126         18.804         18.293            1.650            1.626         0.22361E+00    0.22361E+00    0
    7    4        13   16        0.07090         17.380         17.320            2.670            1.903         0.22361E+00    0.22361E+00    0
    7    4        16   19        0.16516         20.711         20.881            3.680            2.456         0.22361E+00    0.22361E+00    0
    7    4        19   22        0.58914         20.785         21.403            4.540            1.467         0.22361E+00    0.22361E+00    0
    7    4        22   25        0.49036         26.010         26.649            5.070            1.497         0.22361E+00    0.22361E+00    0
    7    4        25   28        0.62909         25.096         24.320            2.700            1.412         0.22361E+00    0.22361E+00    0
    7    4        31   34        0.04405         21.505         21.459            8.480            8.052         0.22361E+00    0.22361E+00    0
    7    3        11   15        0.33839         17.660         17.364            1.520            1.565         0.22361E+00    0.22361E+00    0
    7    3        15   19        0.43127         19.448         19.872            2.060            2.220         0.22361E+00    0.22361E+00    0
    7    3        19   23        0.60816         21.565         22.230            0.870            1.362         0.22361E+00    0.22361E+00    0
    7    3        23   27        0.41023         25.437         25.964            0.980            1.047         0.22361E+00    0.22361E+00    0
    7    3        27   31        2.96660         26.117         22.519           -0.360            5.648         0.22361E+00    0.22361E+00    0
    7    3        31   35        0.34529         22.423         22.039            7.100            7.533         0.22361E+00    0.22361E+00    0
    7    3        35   39        0.51182         29.215         28.478            6.600            6.001         0.22361E+00    0.22361E+00    0
    7    2        12   17        0.09105         17.418         17.340            2.290            1.827         0.22361E+00    0.22361E+00    0
    7    2        17   22        0.43653         21.974         22.459            2.400            1.836         0.22361E+00    0.22361E+00    0
    7    2        22   27        0.28328         25.670         26.036            1.320            1.295         0.22361E+00    0.22361E+00    0
    7    2        27   32        2.75812         25.559         22.266            3.650            6.296         0.22361E+00    0.22361E+00    0
    7    2        32   37        0.86070         25.160         24.100            4.910            6.603         0.22361E+00    0.22361E+00    0
    7    2        37   42        0.75502         32.124         30.933            5.190            5.620         0.22361E+00    0.22361E+00    0
    7    2        42   47        1.31101         32.736         30.660            2.080            4.796         0.22361E+00    0.22361E+00    0
    7    1        13   19        0.14891         18.201         18.337            1.840            1.933         0.22361E+00    0.22361E+00    0
    7    1        19   25        0.49033         22.564         23.124            1.970            1.351         0.22361E+00    0.22361E+00    0
    7    1        25   31        1.89105         25.241         22.965            1.270            3.774         0.22361E+00    0.22361E+00    0
    7    1        31   37        0.84559         23.895         22.906            7.100            7.166         0.22361E+00    0.22361E+00    0
    7    1        37   43        0.97041         32.194         30.670            3.650            5.644         0.22361E+00    0.22361E+00    0
    7    1        43   49        1.66802         32.228         29.650            6.170            4.780         0.22361E+00    0.22361E+00    0
    7    1        49   55        2.27269         34.428         30.731            6.500            5.165         0.22361E+00    0.22361E+00    0
    8    7         9   10        6.38144         36.051         26.203            2.190            1.039         0.22361E+00    0.22361E+00    0
    8    7        10   11        2.24537         25.952         23.196            1.880            1.350         0.22361E+00    0.22361E+00    0
    8    7        11   12        0.59981         21.082         20.459            1.230            1.166         0.22361E+00    0.22361E+00    0
    8    7        12   13        0.09786         18.051         17.965            2.690            1.821         0.22361E+00    0.22361E+00    0
    8    7        13   14        0.05577         16.054         16.098            2.490            2.062         0.22361E+00    0.22361E+00    0
    8    7        14   15        0.21632         17.676         17.868            1.950            1.529         0.22361E+00    0.22361E+00    0
    8    7        15   16        0.95400         16.164         16.954            3.690            2.377         0.22361E+00    0.22361E+00    0
    8    7        16   17        0.22420         16.830         17.020            2.580            2.582         0.22361E+00    0.22361E+00    0
    8    6        10   12        1.55644         23.636         21.867            1.640            1.355         0.22361E+00    0.22361E+00    0
    8    6        12   14        0.07848         17.432         17.364            2.250            1.948         0.22361E+00    0.22361E+00    0
    8    6        14   16        0.45091         17.580         17.981            2.000            1.902         0.22361E+00    0.22361E+00    0
    8    6        16   18        0.22265         19.642         19.862            2.110            2.779         0.22361E+00    0.22361E+00    0
    8    6        18   20        0.66571         19.511         20.171            2.560            2.463         0.22361E+00    0.22361E+00    0
    8    6        22   24        0.84493         24.009         25.045            2.290            1.977         0.22361E+00    0.22361E+00    0
    8    6        24   26        1.36947         24.021         25.722            2.940            0.875         0.22361E+00    0.22361E+00    0
    8    5        11   14        0.37165         18.687         18.343            1.470            1.567         0.22361E+00    0.22361E+00    0
    8    5        14   17        0.23372         17.639         17.846            2.340            2.008         0.22361E+00    0.22361E+00    0
    8    5        17   20        0.31405         21.259         21.596            2.490            2.568         0.22361E+00    0.22361E+00    0
    8    5        20   23        0.56487         22.061         22.693            2.920            1.545         0.22361E+00    0.22361E+00    0
    8    5        23   26        0.74351         24.644         25.577            2.470            1.142         0.22361E+00    0.22361E+00    0
    8    5        26   29        1.61663         24.977         23.041           -3.010            1.885         0.22361E+00    0.22361E+00    0
    8    5        32   35        0.19512         21.863         22.071            9.520            7.122         0.22361E+00    0.22361E+00    0
    8    4        12   16        0.07287         17.342         17.279            1.830            1.893         0.22361E+00    0.22361E+00    0
    8    4        16   20        0.24208         19.921         20.164            2.060            2.482         0.22361E+00    0.22361E+00    0
    8    4        20   24        0.50380         22.813         23.395            1.440            1.499         0.22361E+00    0.22361E+00    0
    8    4        24   28        0.04597         24.944         24.967           -0.870            1.232         0.22361E+00    0.22361E+00    0
    8    4        28   32        2.18188         23.916         21.446            2.420            7.600         0.22361E+00    0.22361E+00    0
    8    4        32   36        0.12804         22.989         22.857            9.640            6.819         0.22361E+00    0.22361E+00    0
    8    4        36   40        0.11893         29.735         29.904            7.810            5.951         0.22361E+00    0.22361E+00    0
    8    3        13   18        0.14690         17.646         17.776            2.160            1.997         0.22361E+00    0.22361E+00    0
    8    3        18   23        0.59506         20.992         21.625            2.440            1.703         0.22361E+00    0.22361E+00    0
    8    3        23   28        0.16348         24.941         25.145            0.900            1.253         0.22361E+00    0.22361E+00    0
    8    3        28   33        1.88471         23.393         21.289            5.850            7.538         0.22361E+00    0.22361E+00    0
    8    3        33   38        0.26330         25.624         25.289            6.350            6.451         0.22361E+00    0.22361E+00    0
    8    3        38   43        0.26145         32.319         31.904            7.020            5.159         0.22361E+00    0.22361E+00    0
    8    2        14   20        0.34834         18.828         19.159            2.230            2.021         0.22361E+00    0.22361E+00    0
    8    2        20   26        0.53842         23.550         24.193            2.110            1.217         0.22361E+00    0.22361E+00    0
    8    2        26   32        1.97625         24.723         22.397            2.340            5.116         0.22361E+00    0.22361E+00    0
    8    2        38   44        0.65424         32.254         31.222            1.780            5.230         0.22361E+00    0.22361E+00    0
    8    1        15   22        0.51383         19.293         19.795            1.910            2.094         0.22361E+00    0.22361E+00    0
    8    1        22   29        0.30069         25.144         24.771           -0.270            1.544         0.22361E+00    0.22361E+00    0
    8    1        29   36        1.29451         23.062         21.616            8.880            8.535         0.22361E+00    0.22361E+00    0
    8    1        36   43        0.65131         31.012         30.018            5.700            5.734         0.22361E+00    0.22361E+00    0
    9    8        10   11        3.76594         31.755         26.305            2.040            0.934         0.22361E+00    0.22361E+00    0
    9    8        11   12        0.04374         21.892         21.844            1.220            0.887         0.22361E+00    0.22361E+00    0
    9    8        12   13        0.55397         17.534         18.027            2.170            1.676         0.22361E+00    0.22361E+00    0
    9    8        13   14        0.57687         15.045         15.486            2.080            1.886         0.22361E+00    0.22361E+00    0
    9    8        14   15        0.47267         16.103         16.488            2.230            1.329         0.22361E+00    0.22361E+00    0
    9    8        15   16        0.90865         14.679         15.361            2.750            2.156         0.22361E+00    0.22361E+00    0
    9    8        16   17        0.09102         15.549         15.479            2.820            2.379         0.22361E+00    0.22361E+00    0
    9    8        17   18        0.22606         20.861         20.626            2.290            2.815         0.22361E+00    0.22361E+00    0
    9    7        11   13        0.03292         20.349         20.316            1.460            1.185         0.22361E+00    0.22361E+00    0
    9    7        13   15        0.36351         15.901         16.193            2.000            1.740         0.22361E+00    0.22361E+00    0
    9    7        15   17        0.53548         15.623         16.047            2.210            2.342         0.22361E+00    0.22361E+00    0
    9    7        17   19        0.03912         20.539         20.576            1.970            2.706         0.22361E+00    0.22361E+00    0
    9    7        19   21        0.71794         17.324         17.957            2.690            2.060         0.22361E+00    0.22361E+00    0
    9    7        21   23        0.58105         20.925         21.541            1.220            1.620         0.22361E+00    0.22361E+00    0
    9    7        23   25        0.91157         22.615         23.669            2.430            1.336         0.22361E+00    0.22361E+00    0
    9    7        25   27        0.96761         20.667         21.691            1.840            0.776         0.22361E+00    0.22361E+00    0
    9    6        12   15        0.28934         17.040         17.288            2.040            1.765         0.22361E+00    0.22361E+00    0
    9    6        15   18        0.40905         17.304         17.662            2.400            2.520         0.22361E+00    0.22361E+00    0
    9    6        18   21        0.51871         18.694         19.185            2.520            2.237         0.22361E+00    0.22361E+00    0
    9    6        21   24        0.57556         22.103         22.748            2.150            1.659         0.22361E+00    0.22361E+00    0
    9    6        24   27        0.99195         22.587         23.735            1.400            0.933         0.22361E+00    0.22361E+00    0
    9    6        27   30        2.81861         24.283         21.095           -2.790            4.094         0.22361E+00    0.22361E+00    0
    9    6        33   36        0.51198         21.859         22.423            4.490            6.537         0.22361E+00    0.22361E+00    0
    9    5        13   17        0.27653         16.283         16.510            2.040            1.948         0.22361E+00    0.22361E+00    0
    9    5        17   21        0.28623         20.173         20.464            2.350            2.409         0.22361E+00    0.22361E+00    0
    9    5        21   25        0.58406         22.944         23.624            1.670            1.459         0.22361E+00    0.22361E+00    0
    9    5        25   29        0.84530         23.294         22.333           -2.150            1.293         0.22361E+00    0.22361E+00    0
    9    5        33   37        0.02901         23.613         23.639            7.330            6.390         0.22361E+00    0.22361E+00    0
    9    5        37   41        0.44750         28.614         29.261            5.120            5.746         0.22361E+00    0.22361E+00    0
    9    5        41   45        0.08926         29.377         29.498            3.220            5.009         0.22361E+00    0.22361E+00    0
    9    4        14   19        0.28521         17.841         18.098            2.030            2.079         0.22361E+00    0.22361E+00    0
    9    4        19   24        0.56500         20.544         21.132            1.640            1.702         0.22361E+00    0.22361E+00    0
    9    4        24   29        0.38607         24.085         23.628           -1.380            1.226         0.22361E+00    0.22361E+00    0
    9    4        29   34        0.88093         21.298         20.380            7.120            9.168         0.22361E+00    0.22361E+00    0
    9    4        34   39        0.04055         26.268         26.219            5.420            6.181         0.22361E+00    0.22361E+00    0
    9    4        39   44        0.24289         30.563         30.197            6.640            5.152         0.22361E+00    0.22361E+00    0
    9    4        44   49        0.50807         30.929         30.153            4.370            4.594         0.22361E+00    0.22361E+00    0
    9    3        15   21        0.45595         18.232         18.652            2.270            2.246         0.22361E+00    0.22361E+00    0
    9    3        21   27        0.52770         23.316         23.940            1.220            1.215         0.22361E+00    0.22361E+00    0
    9    3        27   33        1.97934         23.206         21.020            2.210            6.156         0.22361E+00    0.22361E+00    0
    9    3        33   39        0.12858         25.479         25.319            4.840            6.257         0.22361E+00    0.22361E+00    0
    9    3        39   45        0.24851         30.550         30.178            6.920            4.984         0.22361E+00    0.22361E+00    0
    9    3        45   51        0.96002         31.298         29.832            5.340            4.909         0.22361E+00    0.22361E+00    0
    9    3        51   57        0.73862         33.774         32.550            5.340            4.496         0.22361E+00    0.22361E+00    0
    9    3        57   63        1.15131         36.086         34.076            8.910            3.943         0.22361E+00    0.22361E+00    0
    9    2        16   23        0.31160         19.849         20.160            2.390            2.118         0.22361E+00    0.22361E+00    0
    9    2        23   30        0.67632         24.649         23.831            0.180            2.039         0.22361E+00    0.22361E+00    0
    9    2        37   44        0.38652         30.420         29.840            3.820            5.516         0.22361E+00    0.22361E+00    0
    9    2        44   51        1.12172         31.583         29.861            3.210            4.891         0.22361E+00    0.22361E+00    0
    9    2        51   58        1.44933         35.253         32.790            6.840            4.501         0.22361E+00    0.22361E+00    0
    9    2        58   65        1.96017         36.689         33.264            3.840            3.938         0.22361E+00    0.22361E+00    0
    9    1        17   25        0.42472         21.450         21.910            2.290            1.912         0.22361E+00    0.22361E+00    0
    9    1        25   33        1.31870         23.233         21.751            2.310            4.287         0.22361E+00    0.22361E+00    0
    9    1        33   41        0.47557         26.725         26.098            5.190            6.114         0.22361E+00    0.22361E+00    0
    9    1        41   49        1.06194         31.315         29.696            5.010            4.884         0.22361E+00    0.22361E+00    0
    9    1        49   57        1.74198         33.667         30.860            7.350            4.986         0.22361E+00    0.22361E+00    0
    9    1        57   65        2.12664         36.523         32.839            5.450            4.002         0.22361E+00    0.22361E+00    0
   10    9        11   12        2.69900         35.251         30.801            0.460            0.238         0.22361E+00    0.22361E+00    0
   10    9        12   13        0.33661         23.716         23.320            2.310            1.575         0.22361E+00    0.22361E+00    0
   10    9        13   14        0.26118         18.189         18.428            1.970            1.913         0.22361E+00    0.22361E+00    0
   10    9        14   15        0.34299         18.247         18.563            1.480            1.408         0.22361E+00    0.22361E+00    0
   10    9        15   16        0.77104         16.071         16.703            1.540            2.239         0.22361E+00    0.22361E+00    0
   10    9        16   17        0.50255         17.054         16.631            2.330            2.504         0.22361E+00    0.22361E+00    0
   10    9        17   18        0.87163         23.088         22.104            2.170            3.022         0.22361E+00    0.22361E+00    0
   10    9        18   19        0.74393         20.437         19.691            3.270            2.710         0.22361E+00    0.22361E+00    0
   10    8        12   14        0.01108         20.565         20.558            2.100            1.674         0.22361E+00    0.22361E+00    0
   10    8        14   16        0.53141         16.763         17.214            1.890            1.668         0.22361E+00    0.22361E+00    0
   10    8        16   18        0.45607         18.499         18.082            2.340            2.663         0.22361E+00    0.22361E+00    0
   10    8        18   20        0.29597         18.503         18.232            1.890            2.589         0.22361E+00    0.22361E+00    0
   10    8        20   22        0.06045         19.266         19.323            2.390            1.694         0.22361E+00    0.22361E+00    0
   10    8        22   24        0.02987         22.116         22.084            1.600            2.042         0.22361E+00    0.22361E+00    0
   10    8        24   26        0.54357         22.159         22.768            2.310            0.733         0.22361E+00    0.22361E+00    0
   10    8        26   28        1.09953         21.995         20.818            0.650            1.348         0.22361E+00    0.22361E+00    0
   10    7        13   16        0.41159         16.904         17.255            1.810            1.825         0.22361E+00    0.22361E+00    0
   10    7        16   19        0.31551         18.893         18.597            2.490            2.658         0.22361E+00    0.22361E+00    0
   10    7        19   22        0.25224         18.445         18.679            2.190            1.997         0.22361E+00    0.22361E+00    0
   10    7        22   25        0.36427         22.721         23.138            1.650            1.738         0.22361E+00    0.22361E+00    0
   10    7        25   28        0.25517         21.751         21.475            1.270            1.036         0.22361E+00    0.22361E+00    0
   10    7        28   31        2.31027         21.965         19.570            2.710            6.668         0.22361E+00    0.22361E+00    0
   10    6        14   18        0.28152         17.532         17.781            2.100            2.033         0.22361E+00    0.22361E+00    0
   10    6        18   22        0.13422         19.256         19.385            2.310            2.185         0.22361E+00    0.22361E+00    0
   10    6        22   26        0.52176         22.892         23.497            2.750            1.513         0.22361E+00    0.22361E+00    0
   10    6        26   30        2.03748         23.500         21.225           -0.390            3.113         0.22361E+00    0.22361E+00    0
   10    6        34   38        0.22898         24.122         24.397            8.220            6.421         0.22361E+00    0.22361E+00    0
   10    5        15   20        0.18025         17.896         18.058            1.970            2.487         0.22361E+00    0.22361E+00    0
   10    5        20   25        0.35774         21.758         22.150            2.470            1.608         0.22361E+00    0.22361E+00    0
   10    5        25   30        1.43189         23.380         21.766           -0.900            2.412         0.22361E+00    0.22361E+00    0
   10    5        30   35        0.31364         19.862         20.162           13.110            8.436         0.22361E+00    0.22361E+00    0
   10    5        35   40        0.17494         26.839         27.075            5.450            5.920         0.22361E+00    0.22361E+00    0
   10    5        45   50        0.37122         29.648         29.114            8.520            4.864         0.22361E+00    0.22361E+00    0
   10    5        50   55        0.71170         32.002         30.884            6.270            4.996         0.22361E+00    0.22361E+00    0
   10    4        16   22        0.01566         19.339         19.325            2.010            2.360         0.22361E+00    0.22361E+00    0
