    P+   P-        C+   C-  Normalised_Error  Observed_Rho  Calculated_Rho  Observed_Phase  Calculated_Phase  Original_Weight   Final_Weight   C
    3    1        13   15        0.62214         37.942         39.141            4.810            3.998         0.22361E+00    0.22361E+00    0
    3    1        15   17        0.12763         38.648         38.403            4.060            3.498         0.22361E+00    0.22361E+00    0
    3    1        17   19        0.05343         40.441         40.545            4.880            4.078         0.22361E+00    0.22361E+00    0
    3    1        19   21        0.67312         47.688         46.110            5.470            4.806         0.22361E+00    0.22361E+00    0
    4    3         5    6        2.26755         57.470         51.313            5.760            2.795         0.22361E+00    0.22361E+00    0
    4    3         6    7        1.28714         43.808         41.077            1.330            1.326         0.22361E+00    0.22361E+00    0
    4    3         7    8        0.80927         42.457         40.774            2.830            2.264         0.22361E+00    0.22361E+00    0
    4    3         8    9        0.16532         32.418         32.151            1.590            1.206         0.22361E+00    0.22361E+00    0
    4    3         9   10        0.45293         38.761         39.647            2.790            1.519         0.22361E+00    0.22361E+00    0
    4    3        10   11        0.10433         40.561         40.773            2.250            1.917         0.22361E+00    0.22361E+00    0
    4    3        11   12        0.08887         43.089         43.281            2.010            1.718         0.22361E+00    0.22361E+00    0
    4    3        12   13        0.03195         40.487         40.444            4.190            2.994         0.22361E+00    0.22361E+00    0
    4    2         6    8        0.91347         39.549         37.783            1.690            1.621         0.22361E+00    0.22361E+00    0
    4    2         8   10        0.28098         32.303         32.759            1.980            1.397         0.22361E+00    0.22361E+00    0
    4    2        10   12        0.27054         38.757         39.284            1.920            1.943         0.22361E+00    0.22361E+00    0
    4    2        12   14        0.34995         39.770         40.472            4.090            3.517         0.22361E+00    0.22361E+00    0
    4    2        14   16        0.67440         32.979         34.110            3.390            2.862         0.22361E+00    0.22361E+00    0
    4    2        16   18        0.20413         46.055         45.589            1.980            2.961         0.22361E+00    0.22361E+00    0
    4    2        18   20        0.21825         43.929         44.406            2.270            3.769         0.22361E+00    0.22361E+00    0
    4    2        20   22        1.07176         48.130         45.619            3.330            4.476         0.22361E+00    0.22361E+00    0
    4    1         7   10        0.11113         36.032         35.833            2.500            1.982         0.22361E+00    0.22361E+00    0
    4    1        10   13        0.23685         39.404         39.873            2.470            2.389         0.22361E+00    0.22361E+00    0
    4    1        13   16        0.47936         38.119         39.043            3.850            3.630         0.22361E+00    0.22361E+00    0
    4    1        16   19        0.22345         45.268         44.768            2.060            3.395         0.22361E+00    0.22361E+00    0
    4    1        19   22        0.82885         49.590         47.579            2.820            4.581         0.22361E+00    0.22361E+00    0
    4    1        22   25        0.60090         47.425         46.024            2.710            4.527         0.22361E+00    0.22361E+00    0
    4    1        25   28        0.88553         57.817         55.313            4.800            4.863         0.22361E+00    0.22361E+00    0
    4    1        28   31        1.21060         53.858         50.695            5.830            6.355         0.22361E+00    0.22361E+00    0
    5    4         6    7        3.08781         67.291         57.664           -0.090            1.076         0.22361E+00    0.22361E+00    0
    5    4         7    8        1.74573         49.558         45.416            2.660            2.135         0.22361E+00    0.22361E+00    0
    5    4         8    9        0.78887         31.915         30.681            0.800            1.181         0.22361E+00    0.22361E+00    0
    5    4         9   10        0.36419         35.425         34.786            2.290            1.544         0.22361E+00    0.22361E+00    0
    5    4        10   11        0.87637         35.988         34.445            1.680            1.930         0.22361E+00    0.22361E+00    0
    5    4        11   12        0.61281         37.103         35.983            1.840            1.708         0.22361E+00    0.22361E+00    0
    5    4        12   13        0.78666         34.624         33.289            3.660            2.979         0.22361E+00    0.22361E+00    0
    5    4        13   14        0.34346         39.281         38.614            5.010            3.823         0.22361E+00    0.22361E+00    0
    5    3         7    9        1.24111         42.176         39.638            2.280            1.903         0.22361E+00    0.22361E+00    0
    5    3         9   11        0.20249         37.039         36.667            2.270            1.679         0.22361E+00    0.22361E+00    0
    5    3        11   13        0.35906         38.502         37.817            2.470            2.206         0.22361E+00    0.22361E+00    0
    5    3        13   15        0.07851         38.342         38.492            3.810            3.338         0.22361E+00    0.22361E+00    0
    5    3        15   17        0.34364         38.730         38.071            3.580            2.699         0.22361E+00    0.22361E+00    0
    5    3        17   19        0.06078         41.149         41.026            2.580            3.159         0.22361E+00    0.22361E+00    0
    5    3        19   21        0.75273         49.232         47.415            2.170            3.811         0.22361E+00    0.22361E+00    0
    5    3        21   23        1.14156         47.111         44.499            1.910            3.971         0.22361E+00    0.22361E+00    0
    5    2         8   11        0.22805         33.344         32.966            1.670            1.458         0.22361E+00    0.22361E+00    0
    5    2        11   14        0.09781         38.530         38.343            3.180            2.684         0.22361E+00    0.22361E+00    0
    5    2        14   17        0.00970         35.414         35.429            2.490            2.702         0.22361E+00    0.22361E+00    0
    5    2        17   20        0.05245         42.079         41.976            2.520            3.464         0.22361E+00    0.22361E+00    0
    5    2        20   23        1.16665         46.392         43.765            1.580            4.140         0.22361E+00    0.22361E+00    0
    5    2        23   26        0.58119         48.013         46.642            1.840            4.295         0.22361E+00    0.22361E+00    0
    5    2        26   29        0.89008         54.860         52.474            2.880            4.531         0.22361E+00    0.22361E+00    0
    5    2        29   32        1.34351         50.074         46.821            6.330            6.466         0.22361E+00    0.22361E+00    0
    5    1         9   13        0.01193         37.258         37.276            2.350            2.005         0.22361E+00    0.22361E+00    0
    5    1        13   17        0.04160         38.443         38.523            3.380            3.360         0.22361E+00    0.22361E+00    0
    5    1        17   21        0.33865         43.862         43.128            2.550            3.808         0.22361E+00    0.22361E+00    0
    5    1        21   25        0.97376         46.470         44.263            2.460            4.440         0.22361E+00    0.22361E+00    0
    5    1        25   29        1.03720         55.872         53.048            4.290            4.779         0.22361E+00    0.22361E+00    0
    5    1        29   33        1.46400         48.127         44.730            5.610            6.856         0.22361E+00    0.22361E+00    0
    5    1        33   37        1.04447         48.429         45.965            8.210            8.114         0.22361E+00    0.22361E+00    0
    5    1        37   41        0.72870         47.496         45.801           10.050           13.095         0.22361E+00    0.22361E+00    0
    6    5         7    8        2.23064         60.406         54.031            2.830            2.337         0.22361E+00    0.22361E+00    0
    6    5         8    9        1.07080         32.762         31.055            0.510            1.488         0.22361E+00    0.22361E+00    0
    6    5         9   10        0.32288         32.316         31.798            2.110            1.952         0.22361E+00    0.22361E+00    0
    6    5        10   11        0.72389         31.399         30.283            2.060            2.366         0.22361E+00    0.22361E+00    0
    6    5        11   12        0.69073         31.724         30.647            1.580            2.152         0.22361E+00    0.22361E+00    0
    6    5        12   13        1.02026         29.559         28.089            3.410            3.446         0.22361E+00    0.22361E+00    0
    6    5        13   14        0.59495         33.645         32.659            5.160            4.316         0.22361E+00    0.22361E+00    0
    6    5        14   15        0.19006         25.034         25.255           -0.690            2.861         0.22361E+00    0.22361E+00    0
    6    4         8   10        0.80904         32.742         31.444            0.990            1.515         0.22361E+00    0.22361E+00    0
    6    4        10   12        0.74534         33.362         32.141            1.680            2.106         0.22361E+00    0.22361E+00    0
    6    4        12   14        0.81907         33.514         32.170            2.010            3.615         0.22361E+00    0.22361E+00    0
    6    4        14   16        0.32607         27.657         27.211            3.970            2.887         0.22361E+00    0.22361E+00    0
    6    4        16   18        0.95787         38.666         36.859            3.620            2.856         0.22361E+00    0.22361E+00    0
    6    4        18   20        0.62238         37.609         36.457            2.850            3.555         0.22361E+00    0.22361E+00    0
    6    4        20   22        1.92565         41.741         37.912            7.470            4.197         0.22361E+00    0.22361E+00    0
    6    4        22   24        1.13963         40.079         37.875           10.120            3.600         0.22361E+00    0.22361E+00    0
    6    3         9   12        0.35659         34.550         33.939            2.010            1.887         0.22361E+00    0.22361E+00    0
    6    3        12   15        0.42585         34.300         33.577            3.420            3.368         0.22361E+00    0.22361E+00    0
    6    3        15   18        0.64425         36.352         35.201            1.300            2.938         0.22361E+00    0.22361E+00    0
    6    3        18   21        0.69410         41.590         40.172            2.980            3.677         0.22361E+00    0.22361E+00    0
    6    3        21   24        1.40807         43.830         40.851            2.980            3.929         0.22361E+00    0.22361E+00    0
    6    3        24   27        1.31327         49.602         46.450            5.620            4.441         0.22361E+00    0.22361E+00    0
    6    3        27   30        1.56668         54.156         50.085            9.680            4.835         0.22361E+00    0.22361E+00    0
    6    3        30   33        2.40011         45.904         40.720           11.830            6.516         0.22361E+00    0.22361E+00    0
    6    2        10   14        0.39349         35.094         34.411            2.560            2.517         0.22361E+00    0.22361E+00    0
    6    2        14   18        0.24896         33.940         33.520            2.660            2.888         0.22361E+00    0.22361E+00    0
    6    2        18   22        0.74056         41.699         40.184            2.670            3.912         0.22361E+00    0.22361E+00    0
    6    2        22   26        0.85712         44.883         43.002            2.290            4.123         0.22361E+00    0.22361E+00    0
    6    2        26   30        1.25314         52.072         48.911            3.180            4.846         0.22361E+00    0.22361E+00    0
    6    2        30   34        1.79531         46.010         42.060            5.420            6.906         0.22361E+00    0.22361E+00    0
    6    2        34   38        1.24277         44.863         42.163            4.800            8.447         0.22361E+00    0.22361E+00    0
    6    2        38   42        0.47176         42.593         41.602           15.180           14.024         0.22361E+00    0.22361E+00    0
    6    1        11   16        0.21375         35.055         34.683            2.910            2.904         0.22361E+00    0.22361E+00    0
    6    1        16   21        0.60946         42.389         41.117            2.290            3.486         0.22361E+00    0.22361E+00    0
    6    1        21   26        1.07497         45.457         43.080            2.550            4.426         0.22361E+00    0.22361E+00    0
    6    1        26   31        1.35627         52.572         49.125            4.740            5.272         0.22361E+00    0.22361E+00    0
    6    1        31   36        1.34568         44.572         41.672            7.710            7.618         0.22361E+00    0.22361E+00    0
    6    1        36   41        0.88491         45.122         43.176            7.700           11.935         0.22361E+00    0.22361E+00    0
    6    1        46   51        1.34410         46.403         49.600           29.940           19.447         0.22361E+00    0.22361E+00    0
    7    6         8    9        1.59363         53.728         49.613           -0.120            0.713         0.22361E+00    0.22361E+00    0
    7    6         9   10        1.13731         45.973         43.431            1.590            1.065         0.22361E+00    0.22361E+00    0
    7    6        10   11        1.28465         39.979         37.493            2.350            1.401         0.22361E+00    0.22361E+00    0
    7    6        11   12        0.92612         37.618         35.918           -1.080            1.127         0.22361E+00    0.22361E+00    0
    7    6        12   13        1.47904         34.373         31.923            3.120            2.412         0.22361E+00    0.22361E+00    0
    7    6        13   14        1.22604         38.743         36.441            5.450            3.291         0.22361E+00    0.22361E+00    0
    7    6        14   15        0.99769         29.344         27.916            1.580            1.794         0.22361E+00    0.22361E+00    0
    7    6        15   16        0.73924         28.827         27.783            4.060            2.258         0.22361E+00    0.22361E+00    0
    7    5         9   11        1.00735         40.615         38.620            1.590            1.377         0.22361E+00    0.22361E+00    0
    7    5        11   13        0.98905         34.343         32.687            1.060            1.917         0.22361E+00    0.22361E+00    0
    7    5        13   15        1.08672         33.598         31.822            4.400            3.197         0.22361E+00    0.22361E+00    0
    7    5        15   17        1.08519         32.562         30.845            5.150            2.414         0.22361E+00    0.22361E+00    0
    7    5        17   19        0.70412         34.964         33.755            2.810            2.724         0.22361E+00    0.22361E+00    0
    7    5        19   21        1.32505         42.261         39.551            3.440            3.283         0.22361E+00    0.22361E+00    0
    7    5        21   23        1.71947         40.641         37.293            3.600            3.396         0.22361E+00    0.22361E+00    0
    7    5        23   25        1.00716         40.457         38.472            5.460            3.427         0.22361E+00    0.22361E+00    0
    7    4        10   13        1.02033         35.906         34.120            1.650            1.833         0.22361E+00    0.22361E+00    0
    7    4        13   16        0.74071         32.439         31.260            3.710            3.124         0.22361E+00    0.22361E+00    0
    7    4        16   19        0.94252         38.072         36.320            1.810            2.546         0.22361E+00    0.22361E+00    0
    7    4        19   22        1.45266         42.783         39.786            1.950            3.537         0.22361E+00    0.22361E+00    0
    7    4        22   25        1.15257         41.374         39.059            0.950            3.389         0.22361E+00    0.22361E+00    0
    7    4        25   28        1.48725         51.132         47.467            2.860            3.671         0.22361E+00    0.22361E+00    0
    7    4        28   31        1.95218         48.515         44.004            2.540            5.064         0.22361E+00    0.22361E+00    0
    7    4        31   34        1.94667         42.725         38.763            4.140            6.440         0.22361E+00    0.22361E+00    0
    7    3        11   15        0.75186         35.427         34.120            2.500            2.369         0.22361E+00    0.22361E+00    0
    7    3        15   19        0.67509         35.823         34.634            2.520            2.684         0.22361E+00    0.22361E+00    0
    7    3        19   23        1.28309         44.430         41.669            2.470            3.574         0.22361E+00    0.22361E+00    0
    7    3        23   27        1.03994         46.767         44.398            3.000            3.824         0.22361E+00    0.22361E+00    0
    7    3        27   31        1.65889         53.033         48.811            4.500            4.666         0.22361E+00    0.22361E+00    0
    7    3        31   35        1.77593         45.070         41.241            5.030            6.420         0.22361E+00    0.22361E+00    0
    7    3        35   39        1.70636         47.010         43.191           -0.980            9.284         0.22361E+00    0.22361E+00    0
    7    3        39   43        0.67025         39.681         41.022           19.610           14.636         0.22361E+00    0.22361E+00    0
    7    2        12   17        0.65923         34.550         33.430            3.330            2.993         0.22361E+00    0.22361E+00    0
    7    2        17   22        0.77147         40.568         39.033            2.460            3.384         0.22361E+00    0.22361E+00    0
    7    2        22   27        0.98544         45.474         43.289            2.060            3.820         0.22361E+00    0.22361E+00    0
    7    2        27   32        1.58065         51.338         47.437            4.910            5.058         0.22361E+00    0.22361E+00    0
    7    2        32   37        1.34277         43.706         40.870            4.230            7.132         0.22361E+00    0.22361E+00    0
    7    2        37   42        0.72261         44.076         42.523            8.070           12.752         0.22361E+00    0.22361E+00    0
    7    2        42   47        1.00483         42.673         44.862           22.980           17.378         0.22361E+00    0.22361E+00    0
    7    2        47   52        1.11656         46.263         48.909           25.450           19.116         0.22361E+00    0.22361E+00    0
    7    1        13   19        0.45230         35.984         35.180            3.250            3.151         0.22361E+00    0.22361E+00    0
    7    1        19   25        1.12936         44.733         42.278            2.550            3.926         0.22361E+00    0.22361E+00    0
    7    1        25   31        1.39276         52.579         49.042            3.300            4.750         0.22361E+00    0.22361E+00    0
    7    1        31   37        1.44237         44.434         41.344            4.510            7.303         0.22361E+00    0.22361E+00    0
    7    1        37   43        0.48305         44.129         43.089            9.450           13.441         0.22361E+00    0.22361E+00    0
    7    1        43   49        0.94446         44.513         46.665           20.550           18.278         0.22361E+00    0.22361E+00    0
    7    1        49   55        1.17602         51.187         54.288           20.980           19.379         0.22361E+00    0.22361E+00    0
    7    1        55   61        1.29243         49.223         52.505           16.980           19.091         0.22361E+00    0.22361E+00    0
    8    7         9   10        3.12224         72.270         61.824            1.520            1.785         0.22361E+00    0.22361E+00    0
    8    7        10   11        1.36832         53.246         49.726            1.090            2.167         0.22361E+00    0.22361E+00    0
    8    7        11   12        0.60574         45.286         43.935            0.980            1.936         0.22361E+00    0.22361E+00    0
    8    7        12   13        1.34244         40.055         37.455            2.670            3.302         0.22361E+00    0.22361E+00    0
    8    7        13   14        1.22144         44.751         42.100            4.940            4.265         0.22361E+00    0.22361E+00    0
    8    7        14   15        0.88045         33.181         31.752            4.060            2.768         0.22361E+00    0.22361E+00    0
    8    7        15   16        1.06486         33.050         31.337            3.960            3.207         0.22361E+00    0.22361E+00    0
    8    7        16   17        1.79064         49.068         44.867            3.970            2.519         0.22361E+00    0.22361E+00    0
    8    6        10   12        1.16897         46.958         44.292            1.110            1.882         0.22361E+00    0.22361E+00    0
    8    6        12   14        1.34697         39.486         36.914            3.460            3.344         0.22361E+00    0.22361E+00    0
    8    6        14   16        0.96565         31.422         29.941            2.270            2.575         0.22361E+00    0.22361E+00    0
    8    6        16   18        1.40165         43.635         40.681            2.100            2.366         0.22361E+00    0.22361E+00    0
    8    6        18   20        0.89121         42.695         40.834            2.730            2.915         0.22361E+00    0.22361E+00    0
    8    6        20   22        2.02758         47.602         43.013            2.970            3.467         0.22361E+00    0.22361E+00    0
    8    6        22   24        1.27657         46.072         43.224            1.220            2.816         0.22361E+00    0.22361E+00    0
    8    5        11   14        0.96762         39.312         37.455            2.170            2.486         0.22361E+00    0.22361E+00    0
    8    5        14   17        1.08132         33.083         31.342            2.440            2.572         0.22361E+00    0.22361E+00    0
    8    5        17   20        0.88988         39.870         38.135            2.550            2.996         0.22361E+00    0.22361E+00    0
    8    5        20   23        1.84311         44.787         40.844            2.640            3.501         0.22361E+00    0.22361E+00    0
    8    5        23   26        1.26918         46.908         44.024            4.080            3.552         0.22361E+00    0.22361E+00    0
    8    5        26   29        1.65552         54.379         50.059            2.980            3.710         0.22361E+00    0.22361E+00    0
    8    5        29   32        2.12712         50.108         45.052            4.790            5.533         0.22361E+00    0.22361E+00    0
    8    5        32   35        1.92722         46.037         41.809            7.710            5.980         0.22361E+00    0.22361E+00    0
    8    4        12   16        1.06691         35.349         33.512            3.460            3.225         0.22361E+00    0.22361E+00    0
    8    4        16   20        1.07196         41.330         39.173            2.540            2.783         0.22361E+00    0.22361E+00    0
    8    4        20   24        1.67270         44.485         40.916            2.860            3.485         0.22361E+00    0.22361E+00    0
    8    4        24   28        1.40909         51.470         47.968            3.970            3.782         0.22361E+00    0.22361E+00    0
    8    4        28   32        1.97233         50.497         45.755            4.710            5.237         0.22361E+00    0.22361E+00    0
    8    4        32   36        1.92724         45.803         41.600           10.650            6.552         0.22361E+00    0.22361E+00    0
    8    4        36   40        2.12669         50.004         44.959            9.210           10.094         0.22361E+00    0.22361E+00    0
    8    4        40   44        1.57043         37.061         40.085           12.060           14.984         0.22361E+00    0.22361E+00    0
    8    3        13   18        0.84164         36.966         35.442            3.270            3.157         0.22361E+00    0.22361E+00    0
    8    3        18   23        1.12608         43.462         41.083            1.670            3.417         0.22361E+00    0.22361E+00    0
    8    3        23   28        1.19494         50.445         47.522            1.360            3.733         0.22361E+00    0.22361E+00    0
    8    3        38   43        0.65741         45.312         43.862           17.970           13.634         0.22361E+00    0.22361E+00    0
    8    2        14   20        0.67210         35.929         34.742            3.100            2.813         0.22361E+00    0.22361E+00    0
    8    2        20   26        1.35319         46.145         43.126            4.060            3.793         0.22361E+00    0.22361E+00    0
    8    2        26   32        1.52891         52.846         48.961            8.100            4.755         0.22361E+00    0.22361E+00    0
    8    1        15   22        0.89431         39.566         37.836            2.580            3.181         0.22361E+00    0.22361E+00    0
    8    1        22   29        1.19110         49.448         46.589            2.700            3.986         0.22361E+00    0.22361E+00    0
    8    1        29   36        1.89799         48.858         44.447           12.860            6.594         0.22361E+00    0.22361E+00    0
    8    1        43   50        0.73251         45.506         47.204           18.550           18.217         0.22361E+00    0.22361E+00    0
    8    1        50   57        0.93248         56.670         59.370           23.220           19.365         0.22361E+00    0.22361E+00    0
    8    1        57   64        1.00400         46.587         48.985           18.330           18.642         0.22361E+00    0.22361E+00    0
    8    1        64   71        1.61641         45.193         48.993           24.130           18.317         0.22361E+00    0.22361E+00    0
    9    8        10   11        2.80397         57.976         50.392            0.930            1.318         0.22361E+00    0.22361E+00    0
    9    8        11   12        0.03045         41.069         41.132            0.850            0.963         0.22361E+00    0.22361E+00    0
    9    8        12   13        0.30177         32.846         32.354            2.500            2.344         0.22361E+00    0.22361E+00    0
    9    8        13   14        0.54867         35.510         34.551            4.680            3.402         0.22361E+00    0.22361E+00    0
    9    8        14   15        0.58763         26.022         25.269            2.100            1.897         0.22361E+00    0.22361E+00    0
    9    8        15   16        0.30349         25.104         24.728            3.850            2.290         0.22361E+00    0.22361E+00    0
    9    8        16   17        0.99006         37.078         35.287            1.750            1.547         0.22361E+00    0.22361E+00    0
    9    8        17   18        0.29195         32.825         32.351            3.130            2.011         0.22361E+00    0.22361E+00    0
    9    7        11   13        0.25924         39.938         39.424            1.350            1.583         0.22361E+00    0.22361E+00    0
    9    7        13   15        0.78191         34.929         33.590            4.000            3.287         0.22361E+00    0.22361E+00    0
    9    7        15   17        0.96540         32.747         31.204            2.700            2.351         0.22361E+00    0.22361E+00    0
    9    7        17   19        0.58512         36.178         35.135            2.810            2.474         0.22361E+00    0.22361E+00    0
    9    7        19   21        1.10287         44.678         42.281            2.440            2.916         0.22361E+00    0.22361E+00    0
    9    7        21   23        1.36432         43.266         40.413            2.350            2.967         0.22361E+00    0.22361E+00    0
    9    7        23   25        0.64924         43.602         42.209            3.460            2.939         0.22361E+00    0.22361E+00    0
    9    7        25   27        0.93584         52.064         49.696            7.710            3.132         0.22361E+00    0.22361E+00    0
    9    6        12   15        0.80731         34.900         33.519            3.240            2.879         0.22361E+00    0.22361E+00    0
    9    6        15   18        0.93911         33.917         32.361            2.490            2.292         0.22361E+00    0.22361E+00    0
    9    6        18   21        0.93096         40.504         38.662            2.220            2.695         0.22361E+00    0.22361E+00    0
    9    6        21   24        1.30402         43.079         40.360            2.590            2.806         0.22361E+00    0.22361E+00    0
    9    6        24   27        1.02640         48.993         46.542            3.500            3.221         0.22361E+00    0.22361E+00    0
    9    6        27   30        1.51006         54.902         50.909            2.940            3.496         0.22361E+00    0.22361E+00    0
    9    6        30   33        1.87092         45.821         41.729            3.740            5.056         0.22361E+00    0.22361E+00    0
    9    6        33   36        1.53387         49.672         46.006            7.210            5.849         0.22361E+00    0.22361E+00    0
    9    5        13   17        0.87010         33.897         32.454            3.530            2.993         0.22361E+00    0.22361E+00    0
    9    5        17   21        0.87027         38.561         36.919            2.210            2.752         0.22361E+00    0.22361E+00    0
    9    5        21   25        1.25625         42.352         39.773            2.340            3.130         0.22361E+00    0.22361E+00    0
    9    5        25   29        1.35808         52.365         48.927            3.190            3.321         0.22361E+00    0.22361E+00    0
    9    5        29   33        1.85443         46.153         42.067            3.580            5.201         0.22361E+00    0.22361E+00    0
    9    5        33   37        1.51766         47.015         43.580            4.530            6.209         0.22361E+00    0.22361E+00    0
    9    5        37   41        1.49695         47.198         43.799            6.290           11.038         0.22361E+00    0.22361E+00    0
    9    4        14   19        0.77330         32.165         30.946            2.550            2.413         0.22361E+00    0.22361E+00    0
    9    4        19   24        1.26755         43.194         40.542            2.220            3.124         0.22361E+00    0.22361E+00    0
    9    4        24   29        1.24752         50.053         47.026            3.650            3.519         0.22361E+00    0.22361E+00    0
    9    4        29   34        1.90423         47.386         43.082            5.260            5.527         0.22361E+00    0.22361E+00    0
    9    4        34   39        1.59760         46.519         42.948            5.700            7.664         0.22361E+00    0.22361E+00    0
    9    4        49   54        0.37672         53.548         54.562           17.220           18.725         0.22361E+00    0.22361E+00    0
    9    3        15   21        0.82521         36.425         34.953            2.560            2.668         0.22361E+00    0.22361E+00    0
    9    3        21   27        1.19666         45.377         42.742            2.270            3.406         0.22361E+00    0.22361E+00    0
    9    3        27   33        1.65186         50.867         46.835            3.760            4.604         0.22361E+00    0.22361E+00    0
    9    3        33   39        1.65683         49.204         45.295            4.170            7.602         0.22361E+00    0.22361E+00    0
    9    3        39   45        0.59455         41.921         43.186           16.200           14.845         0.22361E+00    0.22361E+00    0
    9    3        45   51        0.50027         48.631         49.863           17.880           18.231         0.22361E+00    0.22361E+00    0
    9    3        51   57        0.91706         55.403         58.002           20.850           18.742         0.22361E+00    0.22361E+00    0
    9    3        57   63        1.02975         46.985         49.465           21.720           18.296         0.22361E+00    0.22361E+00    0
    9    2        16   23        0.94690         40.885         38.994            2.390            2.827         0.22361E+00    0.22361E+00    0
    9    2        23   30        1.09381         49.028         46.419            3.100            3.774         0.22361E+00    0.22361E+00    0
    9    2        30   37        1.55947         46.030         42.578            4.090            6.275         0.22361E+00    0.22361E+00    0
    9    2        37   44        0.47400         44.803         43.754           12.300           12.927         0.22361E+00    0.22361E+00    0
    9    2        58   65        1.06285         45.946         48.454           18.320           18.320         0.22361E+00    0.22361E+00    0
    9    2        65   72        1.55784         45.191         48.852           18.540           18.075         0.22361E+00    0.22361E+00    0
    9    1        17   25        0.84077         41.150         39.456            2.440            3.246         0.22361E+00    0.22361E+00    0
    9    1        25   33        1.43194         51.242         47.701            3.540            4.543         0.22361E+00    0.22361E+00    0
    9    1        33   41        1.32860         47.627         44.570            5.250            9.020         0.22361E+00    0.22361E+00    0
    9    1        41   49        0.85891         44.039         45.965           21.720           17.171         0.22361E+00    0.22361E+00    0
    9    1        49   57        1.03089         53.259         56.041           11.760           19.051         0.22361E+00    0.22361E+00    0
    9    1        57   65        0.95674         46.367         48.637           21.550           18.417         0.22361E+00    0.22361E+00    0
   10    9        11   12        4.52581         78.365         62.495            0.840            1.167         0.22361E+00    0.22361E+00    0
   10    9        12   13        0.88009         46.732         44.720            2.460            2.571         0.22361E+00    0.22361E+00    0
   10    9        13   14        0.36113         44.334         43.542            4.500            3.831         0.22361E+00    0.22361E+00    0
   10    9        14   15        0.29175         30.219         29.782            2.670            2.387         0.22361E+00    0.22361E+00    0
   10    9        15   16        0.09700         28.430         28.293            2.690            2.756         0.22361E+00    0.22361E+00    0
   10    9        16   17        0.98932         42.125         40.092            1.520            1.958         0.22361E+00    0.22361E+00    0
   10    9        17   18        0.29971         37.337         36.782            1.320            2.355         0.22361E+00    0.22361E+00    0
   10    9        18   19        0.11052         36.464         36.264            2.030            2.331         0.22361E+00    0.22361E+00    0
   10    8        12   14        0.64795         42.188         40.844            3.070            2.870         0.22361E+00    0.22361E+00    0
   10    8        14   16        0.32093         28.007         27.562            2.610            2.369         0.22361E+00    0.22361E+00    0
   10    8        16   18        0.73486         38.059         36.686            2.190            1.972         0.22361E+00    0.22361E+00    0
   10    8        18   20        0.30473         38.152         37.576            1.650            2.342         0.22361E+00    0.22361E+00    0
   10    8        20   22        1.26322         42.989         40.357            2.270            2.790         0.22361E+00    0.22361E+00    0
   10    8        22   24        0.40274         41.944         41.108            2.010            2.080         0.22361E+00    0.22361E+00    0
   10    8        24   26        0.34221         47.390         46.587            2.070            2.811         0.22361E+00    0.22361E+00    0
   10    8        26   28        0.66626         54.083         52.311            2.640            2.420         0.22361E+00    0.22361E+00    0
   10    7        13   16        0.49787         35.750         34.871            3.900            3.293         0.22361E+00    0.22361E+00    0
   10    7        16   19        0.78680         38.779         37.283            2.290            2.212         0.22361E+00    0.22361E+00    0
   10    7        19   22        1.06941         45.039         42.694            2.030            2.908         0.22361E+00    0.22361E+00    0
