1303
1	2	1	3	4	2.410304	5.01
2	2	1	4	5	0.77133	2.58
3	2	1	5	6	0.275318	3.01
4	2	1	6	7	0.175692	3.07
5	2	1	7	8	0.084759	2.98
6	2	1	8	9	0.049697	2.94
7	2	1	9	10	0.032474	2.76
8	2	1	10	11	0.019096	2.81
9	3	1	10	12	0.078644	3.06
10	3	1	12	14	0.037313	3.25
11	3	1	14	16	0.02184	3.25
12	3	1	16	18	0.013381	4.56
13	3	1	18	20	0.008725	2.83
14	3	1	20	22	0.005479	3.57
15	3	1	22	24	0.004343	5.12
16	3	2	4	5	2.269823	2.15
17	3	2	5	6	0.56291	2.92
18	3	2	6	7	0.315579	3.09
19	3	2	7	8	0.139217	2.96
20	3	2	8	9	0.07621	2.76
21	3	2	9	10	0.047048	3.15
22	3	2	10	11	0.026402	2.47
23	3	2	11	12	0.018879	2.88
24	4	2	11	13	0.076537	3.06
25	4	2	13	15	0.038249	3.31
26	4	2	15	17	0.02043	3.34
27	4	2	17	19	0.012727	3.56
28	4	2	19	21	0.008446	4.47
29	4	2	21	23	0.005177	3.9
30	4	2	23	25	0.004095	6.39
31	4	2	25	27	0.003018	4.11
32	4	3	5	6	1.771481	3.01
33	4	3	6	7	0.720162	3.1
34	4	3	7	8	0.274408	3.07
35	4	3	8	9	0.136907	2.96
36	4	3	9	10	0.079053	2.92
37	4	3	10	11	0.041769	3.24
38	4	3	11	12	0.028579	3.04
39	4	3	12	13	0.017214	2.58
40	5	1	24	28	0.012845	5.43
41	5	1	28	32	0.007485	4.79
42	5	1	32	36	0.004958	5.32
43	5	1	36	40	0.003269	6.92
44	5	1	26	30	0.009858	6.04
45	5	1	30	34	0.006061	5.69
46	5	1	34	38	0.003948	5.75
47	5	1	38	42	0.002735	6.27
48	5	3	12	14	0.079516	3.03
49	5	3	14	16	0.040702	2.92
50	5	3	16	18	0.02244	3.29
51	5	3	18	20	0.013508	4.14
52	5	3	20	22	0.00802	1.67
53	5	3	22	24	0.006066	3.69
54	5	3	24	26	0.004106	4.11
55	5	3	26	28	0.0032	2.9
56	5	4	6	7	2.895423	2.75
57	5	4	7	8	0.723841	2.92
58	5	4	8	9	0.309121	2.98
59	5	4	9	10	0.160795	2.96
60	5	4	10	11	0.078993	3.13
61	5	4	11	12	0.050838	3.07
62	5	4	12	13	0.029075	2.82
63	5	4	13	14	0.020516	3.76
64	6	2	25	29	0.011949	5.03
65	6	2	29	33	0.00721	4.54
66	6	2	33	37	0.004612	8.07
67	6	2	27	31	0.008957	5.96
68	6	2	31	35	0.005742	4.65
69	6	2	35	39	0.003752	5.07
70	6	2	39	43	0.00254	4.53
71	6	4	13	15	0.078807	3.33
72	6	4	15	17	0.036932	2.92
73	6	4	17	19	0.020852	3.48
74	6	4	19	21	0.012769	3.66
75	6	4	21	23	0.007366	5.21
76	6	4	23	25	0.005587	4.35
77	6	4	25	27	0.004008	4.04
78	6	4	27	29	0.002738	6.29
79	6	5	7	8	1.858559	2.52
80	6	5	8	9	0.570369	2.9
81	6	5	9	10	0.25649	3.0
82	6	5	10	11	0.115339	3.18
83	6	5	11	12	0.069471	3.19
84	6	5	12	13	0.037678	2.92
85	6	5	13	14	0.02546	3.29
86	6	5	14	15	0.017823	3.6
87	7	3	26	30	0.012519	5.34
88	7	3	30	34	0.007363	4.95
89	7	3	34	38	0.004665	5.15
90	7	3	38	42	0.003189	4.37
91	7	3	28	32	0.009283	5.79
92	7	3	32	36	0.005903	5.12
93	7	3	36	40	0.003876	6.48
94	7	3	40	44	0.002598	6.75
95	7	5	14	16	0.082081	2.92
96	7	5	16	18	0.039555	3.45
97	7	5	18	20	0.021411	3.33
98	7	5	20	22	0.011759	3.56
99	7	5	22	24	0.008347	3.88
100	7	5	24	26	0.0054	4.57
101	7	5	26	28	0.004057	6.12
102	7	5	28	30	0.002898	4.79
103	7	6	8	9	2.289073	2.58
104	7	6	9	10	0.711772	3.03
105	7	6	10	11	0.275981	3.39
106	7	6	11	12	0.152373	3.29
107	7	6	12	13	0.077486	2.92
108	7	6	13	14	0.049581	3.45
109	7	6	14	15	0.033042	3.48
110	7	6	15	16	0.01997	1.89
111	8	1	37	44	0.009189	6.35
112	8	1	44	51	0.004894	5.26
113	8	1	51	58	0.002869	5.1
114	8	1	58	65	0.001893	5.43
115	8	1	39	46	0.007562	6.93
116	8	1	46	53	0.004123	3.27
117	8	1	53	60	0.002573	1.01
118	8	1	60	67	0.001638	-9.13
119	8	1	41	48	0.006276	4.94
120	8	1	48	55	0.003568	3.17
121	8	1	62	69	0.001469	-7.44
122	8	4	27	31	0.011932	5.54
123	8	4	31	35	0.00732	5.85
124	8	4	35	39	0.004727	6.64
125	8	4	39	43	0.003108	6.92
126	8	4	29	33	0.0094	5.5
127	8	4	33	37	0.005794	4.21
128	8	4	37	41	0.003912	4.17
129	8	4	41	45	0.002569	6.74
130	8	6	15	17	0.083163	2.69
131	8	6	17	19	0.041042	3.36
132	8	6	19	21	0.02262	3.41
133	8	6	21	23	0.012058	4.09
134	8	6	23	25	0.008568	4.32
135	8	6	25	27	0.005847	4.53
136	8	6	27	29	0.00387	5.4
137	8	6	29	31	0.003075	4.51
138	8	7	9	10	2.278821	2.73
139	8	7	10	11	0.605283	3.39
140	8	7	11	12	0.285809	3.31
141	8	7	12	13	0.132397	3.0
142	8	7	13	14	0.079125	3.51
143	8	7	14	15	0.049773	3.46
144	8	7	15	16	0.0287	1.91
145	8	7	16	17	0.019947	3.6
146	9	2	38	45	0.009037	6.27
147	9	2	52	59	0.002873	3.76
148	9	2	40	47	0.007421	5.1
149	9	2	42	49	0.006204	7.05
150	9	2	49	56	0.003542	7.26
151	9	2	56	63	0.002101	4.95
152	9	2	63	70	0.00149	-1.48
153	9	5	28	32	0.011933	4.5
154	9	5	32	36	0.007273	5.31
155	9	5	36	40	0.004634	5.13
156	9	5	40	44	0.003042	5.07
157	9	5	30	34	0.009233	6.23
158	9	5	34	38	0.005672	5.88
159	9	5	38	42	0.003778	6.12
160	9	5	42	46	0.002542	8.43
161	9	7	16	18	0.085357	3.45
162	9	7	18	20	0.040419	3.04
163	9	7	20	22	0.020085	4.02
164	9	7	22	24	0.013152	3.6
165	9	7	24	26	0.007943	4.04
166	9	7	26	28	0.005701	4.29
167	9	7	28	30	0.003933	5.55
168	9	7	30	32	0.002901	5.34
169	9	8	10	11	2.027495	3.33
170	9	8	11	12	0.672038	3.24
171	9	8	12	13	0.267911	3.0
172	9	8	13	14	0.146108	3.58
173	9	8	14	15	0.085388	3.48
174	9	8	15	16	0.046875	2.29
175	9	8	16	17	0.031063	3.46
176	9	8	17	18	0.020557	3.34
177	10	3	39	46	0.009086	6.93
178	10	3	46	53	0.004822	5.83
179	10	3	53	60	0.002932	2.5
180	10	3	41	48	0.007463	6.44
181	10	3	48	55	0.004136	6.87
182	10	3	55	62	0.002472	6.81
183	10	3	43	50	0.006312	7.12
184	10	3	50	57	0.003534	5.34
185	10	3	57	64	0.002244	4.77
186	10	6	29	33	0.012735	5.54
187	10	6	33	37	0.007526	5.42
188	10	6	37	41	0.00492	4.92
189	10	6	41	45	0.003168	6.04
190	10	6	31	35	0.009689	5.32
191	10	6	35	39	0.006017	5.0
192	10	6	39	43	0.003868	5.34
193	10	8	17	19	0.090765	3.12
194	10	8	19	21	0.043683	2.86
195	10	8	21	23	0.020912	3.33
196	10	8	23	25	0.013639	3.6
197	10	8	25	27	0.00871	3.58
198	10	8	27	29	0.005471	3.78
199	10	8	29	31	0.004193	3.63
200	10	8	31	33	0.003093	4.38
201	10	9	11	12	2.590717	2.9
202	10	9	12	13	0.685605	2.98
203	10	9	13	14	0.318104	3.62
204	10	9	14	15	0.168675	3.51
205	10	9	15	16	0.086572	2.16
206	10	9	16	17	0.054492	3.71
207	10	9	17	18	0.034531	3.07
208	10	9	18	19	0.022004	3.09
209	11	4	40	47	0.00895	6.76
210	11	4	47	54	0.004775	6.01
211	11	4	54	61	0.002856	2.75
212	11	4	42	49	0.007433	7.02
213	11	4	49	56	0.004125	5.82
214	11	4	56	63	0.002402	4.62
215	11	4	63	70	0.001671	3.34
216	11	4	44	51	0.006218	6.31
217	11	4	51	58	0.003523	2.82
218	11	4	58	65	0.002247	6.35
219	11	7	30	34	0.012397	5.15
220	11	7	34	38	0.007297	4.59
221	11	7	38	42	0.004739	6.92
222	11	7	42	46	0.003112	4.75
223	11	7	32	36	0.009532	5.73
224	11	7	36	40	0.005886	4.92
225	11	7	40	44	0.003767	5.88
226	11	7	44	48	0.002577	6.24
227	11	9	18	20	0.089222	2.86
228	11	9	20	22	0.039137	3.06
229	11	9	22	24	0.023088	3.18
230	11	9	24	26	0.01279	3.68
231	11	9	26	28	0.00862	3.66
232	11	9	28	30	0.005668	3.54
233	11	9	30	32	0.004025	5.13
234	11	9	32	34	0.003137	4.65
235	11	10	12	13	2.167645	2.71
236	11	10	13	14	0.683201	3.74
237	11	10	14	15	0.302542	3.18
238	11	10	15	16	0.141816	2.42
239	11	10	16	17	0.083306	3.45
240	11	10	17	18	0.05012	3.19
241	11	10	18	19	0.030566	3.15
242	11	10	19	20	0.020975	2.96
243	12	5	41	48	0.008892	6.07
244	12	5	43	50	0.007453	7.56
245	12	5	50	57	0.004068	3.84
246	12	5	57	64	0.00254	5.38
247	12	5	45	52	0.006143	7.1
248	12	8	31	35	0.012693	5.12
249	12	8	35	39	0.007547	5.03
250	12	8	39	43	0.004707	6.42
251	12	8	43	47	0.003183	4.59
252	12	8	33	37	0.009623	6.03
253	12	8	37	41	0.006077	5.08
254	12	8	41	45	0.003807	4.83
255	12	8	45	49	0.002603	4.68
256	12	10	19	21	0.092006	2.96
257	12	10	21	23	0.038799	3.41
258	12	10	23	25	0.022751	3.45
259	12	10	29	31	0.005769	4.77
260	12	10	31	33	0.004088	3.62
261	12	10	33	35	0.003091	7.46
262	12	11	13	14	2.696269	3.92
263	12	11	14	15	0.766717	3.63
264	12	11	15	16	0.301769	2.66
265	12	11	16	17	0.161241	3.57
266	12	11	17	18	0.091079	3.29
267	12	11	18	19	0.052902	3.07
268	12	11	19	20	0.0349	2.9
269	12	11	20	21	0.022223	3.3
270	13	6	42	49	0.008939	5.64
271	13	6	49	56	0.004841	3.04
272	13	6	63	70	0.001888	-7.67
273	13	6	44	51	0.007403	5.07
274	13	6	46	53	0.006115	7.11
275	13	6	53	60	0.003597	4.59
276	13	9	32	36	0.012587	5.43
277	13	9	36	40	0.007473	5.19
278	13	9	40	44	0.00464	3.69
279	13	9	44	48	0.003102	3.21
280	13	9	34	38	0.009426	4.72
281	13	9	46	50	0.002538	4.92
282	13	11	20	22	0.081582	3.34
283	13	11	22	24	0.042661	3.04
284	13	11	24	26	0.021226	3.53
285	13	11	26	28	0.013212	3.25
286	13	11	28	30	0.008185	3.57
287	13	11	30	32	0.00555	5.43
288	13	11	32	34	0.004159	5.31
289	13	11	34	36	0.002962	6.24
290	13	12	14	15	2.368398	3.56
291	13	12	15	16	0.608399	2.61
292	13	12	16	17	0.275966	3.63
293	13	12	17	18	0.142755	3.39
294	13	12	18	19	0.07826	3.1
295	13	12	19	20	0.049447	2.81
296	13	12	20	21	0.03037	3.1
297	13	12	21	22	0.016488	2.76
298	14	7	43	50	0.008925	6.39
299	14	7	57	64	0.00289	5.07
300	14	7	64	71	0.001761	-5.37
301	14	7	61	68	0.002139	-2.85
302	14	10	33	37	0.012427	5.22
303	14	10	37	41	0.007442	5.34
304	14	10	41	45	0.004554	4.88
305	14	10	45	49	0.003043	6.86
