    P+   P-        C+   C-  Normalised_Error  Observed_Rho  Calculated_Rho  Observed_Phase  Calculated_Phase  Original_Weight   Final_Weight   C
   15    8        44   51        1.34775         52.739         51.094            5.690            5.610         0.14142E+00    0.15336E+00    1
   15    8        51   58        1.47373         48.842         47.007            3.540            4.769         0.14142E+00    0.16126E+00    1
   15    8        46   53        1.32308         52.010         50.443            6.010            5.470         0.14142E+00    0.15210E+00    1
   15    8        53   60        1.55706         49.518         47.464            3.060            4.222         0.14142E+00    0.16494E+00    1
   15    8        48   55        1.23169         50.507         49.142            6.710            5.283         0.14142E+00    0.14927E+00    1
   15    8        55   62        1.45297         48.008         46.227            2.620            3.650         0.14142E+00    0.16131E+00    1
   15    8        62   69        0.56772         44.454         44.181           -6.460            3.070         0.14142E+00    0.14142E+00    0
   15   11        34   38        0.91075         62.026         60.907            5.430            5.019         0.14142E+00    0.14142E+00    0
   15   11        38   42        1.31005         61.869         60.038            5.490            5.367         0.14142E+00    0.15142E+00    1
   15   11        42   46        1.37917         55.750         53.903            6.450            5.696         0.14142E+00    0.15630E+00    1
   15   11        46   50        1.22629         55.379         53.892            4.810            5.628         0.14142E+00    0.14900E+00    1
   15   11        36   40        1.24193         61.989         60.352            5.750            5.180         0.14142E+00    0.14681E+00    1
   15   11        40   44        1.48461         59.733         57.512            4.210            5.527         0.14142E+00    0.15977E+00    1
   15   11        44   48        1.42364         54.674         52.780            5.280            5.729         0.14142E+00    0.15738E+00    1
   15   11        48   52        1.24464         53.358         51.894            5.180            5.592         0.14142E+00    0.14953E+00    1
   15   13        22   24        0.99094        102.168        104.213            3.210            3.199         0.14142E+00    0.14142E+00    0
   15   13        24   26        1.25382         91.857         94.411            3.150            3.288         0.14142E+00    0.14790E+00    1
   15   13        26   28        0.99041         77.799         79.355            3.070            3.501         0.14142E+00    0.14142E+00    0
   15   13        28   30        0.68476         73.300         74.310            3.290            3.999         0.14142E+00    0.14142E+00    0
   15   13        30   32        0.45948         68.596         69.227            3.620            4.280         0.14142E+00    0.14142E+00    0
   15   13        32   34        0.16607         68.911         68.684            4.960            4.605         0.14142E+00    0.14142E+00    0
   15   14        16   17        1.88308         94.891         89.423            2.690            3.266         0.14142E+00    0.17753E+00    1
   15   14        17   18        1.41242        124.893        120.643            3.500            3.319         0.14142E+00    0.15656E+00    1
   15   14        18   19        1.37132        138.005        133.677            3.070            3.206         0.14142E+00    0.15244E+00    1
   15   14        19   20        1.79622        122.566        116.188            2.730            3.002         0.14142E+00    0.17248E+00    1
   15   14        20   21        1.22090        122.941        119.809            3.420            3.203         0.14142E+00    0.14537E+00    1
   15   14        21   22        0.22268        134.319        134.915            3.600            3.113         0.14142E+00    0.14142E+00    0
   15   14        22   23        0.77967        121.659        123.571            3.190            3.120         0.14142E+00    0.14142E+00    0
   15   14        23   24        1.24904        103.459        106.277            3.380            3.076         0.14142E+00    0.14669E+00    1
   16    9        45   52        1.44868         52.086         50.233            7.040            5.542         0.14142E+00    0.15820E+00    1
   16    9        52   59        1.50364         49.593         47.655            6.000            4.553         0.14142E+00    0.16290E+00    1
   16    9        59   66        1.45051         46.948         45.305            9.230            4.355         0.14142E+00    0.15753E+00    1
   16    9        47   54        1.34647         51.904         50.277            5.670            5.401         0.14142E+00    0.15380E+00    1
   16    9        54   61        1.58984         48.868         46.753            3.680            3.898         0.14142E+00    0.16684E+00    1
   16    9        49   56        1.41534         51.398         49.613            5.490            5.149         0.14142E+00    0.15805E+00    1
   16    9        56   63        1.50145         45.903         44.105            3.560            3.912         0.14142E+00    0.16315E+00    1
   16    9        63   70        1.21044         46.022         44.884            2.270            2.027         0.14142E+00    0.14381E+00    1
   16   12        35   39        1.10704         62.120         60.760            5.100            5.001         0.14142E+00    0.14142E+00    0
   16   12        39   43        1.38351         59.666         57.683            5.830            5.374         0.14142E+00    0.15632E+00    1
   16   12        43   47        1.44539         55.291         53.295            5.700            5.666         0.14142E+00    0.15949E+00    1
   16   12        47   51        1.28740         54.574         52.985            6.120            5.612         0.14142E+00    0.15149E+00    1
   16   12        37   41        1.29889         59.899         58.141            5.610            5.152         0.14142E+00    0.15145E+00    1
   16   12        41   45        1.42131         58.337         56.291            5.670            5.492         0.14142E+00    0.15850E+00    1
   16   12        45   49        1.38547         53.451         51.665            5.560            5.662         0.14142E+00    0.15664E+00    1
   16   12        49   53        1.39600         52.914         51.126            4.560            5.491         0.14142E+00    0.15695E+00    1
   16   14        23   25        0.88320         95.879         97.587            2.920            2.906         0.14142E+00    0.14142E+00    0
   16   14        25   27        1.10042         88.791         90.767            2.810            2.961         0.14142E+00    0.14142E+00    0
   16   14        27   29        1.00458         73.754         75.251            3.290            3.470         0.14142E+00    0.14142E+00    0
   16   14        29   31        0.77212         73.873         75.023            3.970            3.810         0.14142E+00    0.14142E+00    0
   16   14        31   33        0.20996         68.993         69.280            3.420            4.000         0.14142E+00    0.14142E+00    0
   16   14        33   35        0.31435         67.469         67.048            3.820            4.343         0.14142E+00    0.14142E+00    0
   16   14        35   37        0.74720         66.755         65.767            3.970            4.864         0.14142E+00    0.14142E+00    0
   16   14        37   39        1.11409         61.875         60.477            3.150            4.839         0.14142E+00    0.14339E+00    1
   16   15        17   18        1.75240         96.108         91.433            3.450            3.177         0.14142E+00    0.16868E+00    1
   16   15        18   19        1.11648        105.118        102.715            3.190            3.009         0.14142E+00    0.14392E+00    1
   16   15        19   20        1.61799         96.684         92.313            2.880            2.775         0.14142E+00    0.16909E+00    1
   16   15        20   21        1.36864        102.414         98.991            3.480            2.957         0.14142E+00    0.15760E+00    1
   16   15        21   22        0.56613        115.235        113.940            3.580            2.848         0.14142E+00    0.14142E+00    0
   16   15        22   23        0.18839        106.088        105.692            3.220            2.834         0.14142E+00    0.14142E+00    0
   16   15        23   24        0.36193         91.012         91.673            2.660            2.757         0.14142E+00    0.14142E+00    0
   16   15        24   25        0.67987         90.959         92.204            2.810            2.776         0.14142E+00    0.14142E+00    0
   17   10        46   53        1.45711         51.815         49.931            6.110            5.568         0.14142E+00    0.15943E+00    1
   17   10        53   60        1.62900         49.182         46.947            4.460            4.400         0.14142E+00    0.16894E+00    1
   17   10        60   67        1.31733         44.351         43.024            6.690            4.119         0.14142E+00    0.15216E+00    1
   17   10        48   55        1.45395         50.482         48.643            6.550            5.409         0.14142E+00    0.15980E+00    1
   17   10        55   62        1.59684         47.842         45.739            3.390            3.841         0.14142E+00    0.16777E+00    1
   17   10        50   57        1.51651         48.842         46.901            5.580            5.137         0.14142E+00    0.16352E+00    1
   17   10        57   64        1.50759         47.712         45.844            3.720            4.720         0.14142E+00    0.16277E+00    1
   17   10        64   71        1.30973         43.027         41.816           -1.920            0.278         0.14142E+00    0.14784E+00    1
   17   13        36   40        1.27575         60.594         58.866            5.030            5.061         0.14142E+00    0.15058E+00    1
   17   13        40   44        1.54130         58.073         55.710            5.520            5.504         0.14142E+00    0.16420E+00    1
   17   13        44   48        1.57884         53.221         50.963            6.600            5.789         0.14142E+00    0.16572E+00    1
   17   13        48   52        1.53121         52.169         50.086            5.540            5.717         0.14142E+00    0.16313E+00    1
   17   13        38   42        1.41675         60.409         58.316            6.380            5.298         0.14142E+00    0.15784E+00    1
   17   13        42   46        1.54064         54.332         52.110            7.330            5.715         0.14142E+00    0.16472E+00    1
   17   15        24   26        0.19381         89.162         89.508            3.150            3.073         0.14142E+00    0.14142E+00    0
   17   15        26   28        0.27531         74.970         75.382            2.730            3.158         0.14142E+00    0.14142E+00    0
   17   15        28   30        0.17603         69.740         69.982            2.970            3.587         0.14142E+00    0.14142E+00    0
   17   15        30   32        0.09216         64.558         64.446            3.250            3.850         0.14142E+00    0.14142E+00    0
   17   15        32   34        0.58003         63.900         63.164            3.660            4.193         0.14142E+00    0.14142E+00    0
   17   15        34   36        1.10718         59.279         57.981            4.510            4.610         0.14142E+00    0.14142E+00    0
   17   15        36   38        1.26616         58.224         56.564            5.670            4.817         0.14142E+00    0.15119E+00    1
   17   15        38   40        1.34257         57.981         56.127            5.100            5.075         0.14142E+00    0.15562E+00    1
   17   16        18   19        1.28067         81.077         78.830            2.920            3.415         0.14142E+00    0.14815E+00    1
   17   16        19   20        1.40604         78.173         75.332            2.940            3.222         0.14142E+00    0.16225E+00    1
   17   16        20   21        1.44357         89.999         86.515            3.840            3.433         0.14142E+00    0.16539E+00    1
   17   16        21   22        1.38638        107.156        103.677            3.690            3.335         0.14142E+00    0.15429E+00    1
   17   16        22   23        1.19334        101.099         98.674            3.500            3.319         0.14142E+00    0.14263E+00    1
   17   16        23   24        0.82139         88.767         87.321            2.940            3.225         0.14142E+00    0.14142E+00    0
   17   16        24   25        0.28193         89.433         88.930            3.030            3.227         0.14142E+00    0.14142E+00    0
   17   16        25   26        0.07374         87.308         87.435            3.570            3.283         0.14142E+00    0.14142E+00    0
   18   11        47   54        1.43749         52.560         50.684            5.960            5.602         0.14142E+00    0.15902E+00    1
   18   11        54   61        1.69323         49.487         47.083            3.720            4.179         0.14142E+00    0.17151E+00    1
   18   11        61   68        1.50535         45.796         44.102            4.490            3.992         0.14142E+00    0.15825E+00    1
   18   11        49   56        1.52413         52.068         49.987            4.920            5.378         0.14142E+00    0.16360E+00    1
   18   11        51   58        1.62521         49.758         47.517            7.000            5.039         0.14142E+00    0.16847E+00    1
   18   11        58   65        1.55221         48.534         46.591            8.830            4.921         0.14142E+00    0.16269E+00    1
   18   14        37   41        1.37599         60.627         58.637            4.910            5.091         0.14142E+00    0.15574E+00    1
   18   14        41   45        1.49313         58.628         56.356            4.540            5.526         0.14142E+00    0.16274E+00    1
   18   14        45   49        1.57218         53.818         51.554            5.490            5.779         0.14142E+00    0.16536E+00    1
   18   14        49   53        1.51659         53.081         50.979            3.930            5.673         0.14142E+00    0.16329E+00    1
   18   14        39   43        1.47675         60.207         57.941            5.310            5.363         0.14142E+00    0.16117E+00    1
   18   14        43   47        1.56997         55.610         53.263            6.000            5.744         0.14142E+00    0.16572E+00    1
   18   14        47   51        1.41523         54.761         52.851            6.920            5.763         0.14142E+00    0.15845E+00    1
   18   14        51   55        1.58469         50.297         48.126            6.070            5.382         0.14142E+00    0.16691E+00    1
   18   16        25   27        0.01991         90.030         90.063            2.960            3.113         0.14142E+00    0.14142E+00    0
   18   16        27   29        0.09762         74.791         74.936            3.220            3.520         0.14142E+00    0.14142E+00    0
   18   16        29   31        0.25312         73.755         74.128            3.410            3.803         0.14142E+00    0.14142E+00    0
   18   16        31   33        0.20422         67.878         67.602            3.840            3.983         0.14142E+00    0.14142E+00    0
   18   16        33   35        0.54945         65.506         64.792            3.650            4.353         0.14142E+00    0.14142E+00    0
   18   16        35   37        1.05393         64.271         62.930            4.840            4.920         0.14142E+00    0.14142E+00    0
   18   16        37   39        1.34207         59.349         57.465            5.850            4.941         0.14142E+00    0.15508E+00    1
   18   16        39   41        1.45107         59.392         57.216            5.280            5.422         0.14142E+00    0.16038E+00    1
   18   17        19   20        0.54035         67.512         66.787            2.750            3.151         0.14142E+00    0.14142E+00    0
   18   17        20   21        1.35554         88.205         85.265            4.230            3.377         0.14142E+00    0.15817E+00    1
   18   17        21   22        1.46648        111.958        108.003            3.960            3.282         0.14142E+00    0.15663E+00    1
   18   17        22   23        1.25622        109.393        106.540            3.620            3.257         0.14142E+00    0.14503E+00    1
   18   17        23   24        1.10705         99.328         97.153            3.040            3.139         0.14142E+00    0.14142E+00    0
   18   17        24   25        0.36410        102.178        101.437            2.940            3.118         0.14142E+00    0.14142E+00    0
   18   17        25   26        0.16756        100.529        100.194            3.410            3.148         0.14142E+00    0.14142E+00    0
   18   17        26   27        0.33037         89.364         89.955            2.460            2.930         0.14142E+00    0.14142E+00    0
   19   12        48   55        1.49832         53.283         51.226            5.660            5.552         0.14142E+00    0.16211E+00    1
   19   12        55   62        1.63947         50.373         48.057            1.650            4.065         0.14142E+00    0.16953E+00    1
   19   12        62   69        1.34721         47.169         45.753            1.970            3.563         0.14142E+00    0.15051E+00    1
   19   12        50   57        1.58123         51.536         49.330            5.550            5.309         0.14142E+00    0.16635E+00    1
   19   12        57   64        1.57655         50.243         48.126            4.530            4.943         0.14142E+00    0.16525E+00    1
   19   12        52   59        1.61728         51.699         49.382            5.990            4.896         0.14142E+00    0.16839E+00    1
   19   12        59   66        1.44993         48.587         46.848            5.710            4.757         0.14142E+00    0.15858E+00    1
   19   15        38   42        1.34563         63.632         61.613            5.010            5.109         0.14142E+00    0.15481E+00    1
   19   15        42   46        1.50630         56.701         54.457            6.180            5.627         0.14142E+00    0.16372E+00    1
   19   15        46   50        1.47784         56.174         54.038            4.750            5.722         0.14142E+00    0.16197E+00    1
   19   15        50   54        1.55872         51.696         49.543            5.000            5.595         0.14142E+00    0.16518E+00    1
   19   15        40   44        1.49184         60.836         58.491            5.550            5.368         0.14142E+00    0.16236E+00    1
   19   15        44   48        1.53896         55.340         53.076            5.150            5.748         0.14142E+00    0.16475E+00    1
   19   15        48   52        1.53632         54.163         51.974            4.590            5.753         0.14142E+00    0.16389E+00    1
   19   17        26   28        0.20625         93.298         93.683            2.750            3.030         0.14142E+00    0.14142E+00    0
   19   17        28   30        0.46338         86.729         87.536            3.060            3.372         0.14142E+00    0.14142E+00    0
   19   17        30   32        0.39714         79.283         79.914            3.070            3.589         0.14142E+00    0.14142E+00    0
   19   17        32   34        0.08081         77.675         77.551            3.710            3.928         0.14142E+00    0.14142E+00    0
   19   17        34   36        0.45277         71.282         70.640            3.920            4.371         0.14142E+00    0.14142E+00    0
   19   17        36   38        0.77634         69.386         68.317            4.680            4.625         0.14142E+00    0.14142E+00    0
   19   17        38   40        1.05551         68.816         67.379            5.610            4.929         0.14142E+00    0.14142E+00    0
   19   17        40   42        1.32002         67.718         65.631            6.960            5.240         0.14142E+00    0.15416E+00    1
   19   18        20   21        2.06552         92.314         86.213            5.240            3.372         0.14142E+00    0.18199E+00    1
   19   18        21   22        1.69526        119.646        114.067            4.210            3.287         0.14142E+00    0.16785E+00    1
   19   18        22   23        1.25458        118.746        115.482            3.750            3.250         0.14142E+00    0.14906E+00    1
   19   18        23   24        1.28483        111.085        108.064            3.100            3.095         0.14142E+00    0.14650E+00    1
   19   18        24   25        0.49145        115.844        114.711            3.100            3.043         0.14142E+00    0.14142E+00    0
   19   18        25   26        0.48278        116.232        115.116            3.340            3.039         0.14142E+00    0.14142E+00    0
   19   18        26   27        0.49295        102.718        103.735            2.440            2.773         0.14142E+00    0.14142E+00    0
   19   18        27   28        0.30770         93.803         93.227            3.310            3.288         0.14142E+00    0.14142E+00    0
   20   13        49   56        1.63207         53.504         51.064            5.970            5.445         0.14142E+00    0.16912E+00    1
   20   13        56   63        1.68958         47.620         45.302            5.040            4.340         0.14142E+00    0.17187E+00    1
   20   13        63   70        1.27638         47.279         45.981            3.960            2.534         0.14142E+00    0.14776E+00    1
   20   13        51   58        1.72052         51.080         48.507            5.870            5.136         0.14142E+00    0.17333E+00    1
   20   13        58   65        1.53796         49.502         47.507            6.420            5.070         0.14142E+00    0.16361E+00    1
   20   13        65   72        1.45588         44.716         43.221            2.060           -0.123         0.14142E+00    0.15300E+00    1
   20   13        53   60        1.75504         51.627         48.932            5.700            4.643         0.14142E+00    0.17479E+00    1
   20   13        60   67        1.41560         46.353         44.765            5.760            4.432         0.14142E+00    0.15697E+00    1
   20   16        39   43        1.49952         61.788         59.354            5.280            5.143         0.14142E+00    0.16371E+00    1
   20   16        43   47        1.63738         56.694         54.073            5.130            5.631         0.14142E+00    0.17004E+00    1
   20   16        47   51        1.59180         55.843         53.413            5.000            5.744         0.14142E+00    0.16721E+00    1
   20   16        51   55        1.69214         51.028         48.517            6.150            5.441         0.14142E+00    0.17270E+00    1
   20   16        41   45        1.54904         59.941         57.420            5.490            5.360         0.14142E+00    0.16657E+00    1
   20   16        45   49        1.64454         54.718         52.176            5.070            5.718         0.14142E+00    0.17007E+00    1
   20   16        49   53        1.64124         53.958         51.461            5.210            5.694         0.14142E+00    0.16990E+00    1
   20   16        53   57        1.73548         51.139         48.476            4.330            5.114         0.14142E+00    0.17554E+00    1
   20   18        27   29        0.77898         85.134         83.818            3.060            3.067         0.14142E+00    0.14142E+00    0
   20   18        29   31        0.31334         84.270         83.744            3.060            3.243         0.14142E+00    0.14142E+00    0
   20   18        31   33        0.50516         76.709         75.938            3.190            3.363         0.14142E+00    0.14142E+00    0
   20   18        33   35        0.80230         73.334         72.167            3.500            3.723         0.14142E+00    0.14142E+00    0
   20   18        35   37        1.14993         71.386         69.679            4.540            4.312         0.14142E+00    0.14508E+00    1
   20   18        37   39        1.31715         65.216         63.174            4.620            4.365         0.14142E+00    0.15539E+00    1
   20   18        39   41        1.46932         64.900         62.444            4.500            4.891         0.14142E+00    0.16204E+00    1
   20   18        41   43        1.49712         62.979         60.452            6.780            4.978         0.14142E+00    0.16548E+00    1
   20   19        21   22        1.95943         86.502         81.040            4.080            3.195         0.14142E+00    0.18246E+00    1
   20   19        22   23        1.47289         89.835         86.287            4.040            3.168         0.14142E+00    0.16544E+00    1
   20   19        23   24        1.45447         87.562         84.207            3.150            2.976         0.14142E+00    0.16390E+00    1
   20   19        24   25        1.45346         96.329         92.694            3.150            2.896         0.14142E+00    0.16266E+00    1
   20   19        25   26        1.36512         98.503         95.201            3.450            2.863         0.14142E+00    0.15807E+00    1
   20   19        26   27        1.33821         89.619         86.860            2.440            2.549         0.14142E+00    0.15287E+00    1
   20   19        27   28        1.17044         81.052         79.024            3.240            3.028         0.14142E+00    0.14714E+00    1
   20   19        28   29        1.23453         80.413         78.267            2.520            2.854         0.14142E+00    0.14801E+00    1
   21   14        50   57        1.70047         51.260         48.735            5.290            5.325         0.14142E+00    0.17232E+00    1
   21   14        57   64        1.67762         49.949         47.579            4.940            5.021         0.14142E+00    0.17021E+00    1
   21   14        52   59        1.78210         51.564         48.804            4.940            4.941         0.14142E+00    0.17570E+00    1
   21   14        59   66        1.62773         48.456         46.322            6.250            4.854         0.14142E+00    0.16636E+00    1
   21   14        54   61        1.80977         50.649         47.856            4.330            4.339         0.14142E+00    0.17704E+00    1
   21   14        61   68        1.51787         46.538         44.771            4.670            4.228         0.14142E+00    0.15973E+00    1
   21   17        40   44        1.52423         61.469         58.976            5.080            5.087         0.14142E+00    0.16479E+00    1
   21   17        44   48        1.64590         55.837         53.241            5.550            5.574         0.14142E+00    0.17005E+00    1
   21   17        48   52        1.63480         54.592         52.097            6.040            5.669         0.14142E+00    0.16916E+00    1
   21   17        52   56        1.66166         53.566         51.002            6.110            5.254         0.14142E+00    0.17184E+00    1
   21   17        42   46        1.58513         57.238         54.737            5.870            5.398         0.14142E+00    0.16789E+00    1
   21   17        46   50        1.60981         56.689         54.160            4.980            5.595         0.14142E+00    0.16840E+00    1
   21   17        50   54        1.71319         52.216         49.629            6.550            5.552         0.14142E+00    0.17225E+00    1
   21   17        54   58        1.85598         51.082         48.103            5.000            4.865         0.14142E+00    0.17992E+00    1
   21   19        28   30        0.98870         81.000         79.414            2.830            3.010         0.14142E+00    0.14142E+00    0
   21   19        30   32        0.91480         74.540         73.189            2.810            3.121         0.14142E+00    0.14142E+00    0
   21   19        32   34        1.16961         72.537         70.849            3.330            3.401         0.14142E+00    0.14186E+00    1
   21   19        34   36        1.25561         65.946         64.137            3.500            3.827         0.14142E+00    0.14881E+00    1
   21   19        36   38        1.37974         63.916         61.782            3.900            4.101         0.14142E+00    0.15688E+00    1
   21   19        38   40        1.46360         62.757         60.417            3.850            4.429         0.14142E+00    0.16114E+00    1
   21   19        40   42        1.65811         61.407         58.519            4.460            4.784         0.14142E+00    0.17046E+00    1
   21   19        42   44        1.62365         55.946         53.361            3.660            5.060         0.14142E+00    0.17073E+00    1
   21   20        22   23        1.33955         70.326         68.094            5.240            3.420         0.14142E+00    0.15531E+00    1
   21   20        23   24        0.93822         72.265         70.922            3.120            3.213         0.14142E+00    0.14142E+00    0
   21   20        24   25        1.22053         85.298         82.954            3.150            3.124         0.14142E+00    0.15111E+00    1
   21   20        25   26        1.49635         92.167         88.680            3.570            3.070         0.14142E+00    0.16055E+00    1
   21   20        26   27        0.67648         84.032         82.903            2.350            2.711         0.14142E+00    0.14142E+00    0
   21   20        27   28        1.69180         80.790         77.160            3.330            3.158         0.14142E+00    0.16484E+00    1
   21   20        28   29        0.88279         78.792         77.413            2.700            2.951         0.14142E+00    0.14142E+00    0
   21   20        29   30        0.85422         83.078         81.671            3.210            3.167         0.14142E+00    0.14142E+00    0
   22   15        51   58        1.68698         50.872         48.402            5.160            5.152         0.14142E+00    0.17175E+00    1
   22   15        58   65        1.55347         49.360         47.356            3.880            5.141         0.14142E+00    0.16337E+00    1
   22   15        53   60        1.66612         51.240         48.796            5.990            4.686         0.14142E+00    0.17130E+00    1
   22   15        62   69        1.45727         46.795         45.209           -0.350            3.750         0.14142E+00    0.15434E+00    1
   22   18        41   45        1.37654         61.382         59.328            5.160            5.040         0.14142E+00    0.15727E+00    1
   22   18        45   49        1.51904         55.735         53.520            4.170            5.496         0.14142E+00    0.16341E+00    1
   22   18        49   53        1.53691         54.896         52.665            6.110            5.557         0.14142E+00    0.16431E+00    1
   22   18        53   57        1.61983         51.928         49.554            4.680            5.044         0.14142E+00    0.16997E+00    1
   22   18        43   47        1.46458         57.811         55.648            5.790            5.361         0.14142E+00    0.16134E+00    1
   22   18        47   51        1.46277         56.817         54.718            5.310            5.566         0.14142E+00    0.16043E+00    1
   22   18        51   55        1.59489         51.885         49.612            5.880            5.341         0.14142E+00    0.16759E+00    1
   22   18        55   59        1.60241         52.213         49.865            4.880            4.618         0.14142E+00    0.16946E+00    1
   22   20        29   31        0.00318         85.977         85.979            3.030            3.090         0.14142E+00    0.14142E+00    0
   22   20        31   33        0.09292         78.239         78.093            3.120            3.109         0.14142E+00    0.14142E+00    0
   22   20        33   35        0.20284         74.225         73.924            3.250            3.420         0.14142E+00    0.14142E+00    0
   22   20        35   37        0.45565         71.644         70.994            3.960            4.001         0.14142E+00    0.14142E+00    0
   22   20        37   39        0.83635         64.980         63.903            3.680            4.060         0.14142E+00    0.14142E+00    0
   22   20        39   41        0.97908         63.930         62.691            3.960            4.613         0.14142E+00    0.14142E+00    0
   22   20        43   45        1.15419         59.265         57.843            5.990            5.202         0.14142E+00    0.14514E+00    1
   22   21        23   24        0.60615         70.974         71.840            3.010            3.278         0.14142E+00    0.14142E+00    0
   22   21        24   25        0.29370         88.557         88.040            3.480            3.185         0.14142E+00    0.14142E+00    0
   22   21        25   26        0.09416         97.719         97.545            3.710            3.114         0.14142E+00    0.14142E+00    0
   22   21        26   27        0.06994         93.559         93.429            2.550            2.708         0.14142E+00    0.14142E+00    0
   22   21        27   28        0.20435         88.816         89.179            3.440            3.121         0.14142E+00    0.14142E+00    0
   22   21        28   29        0.16716         90.447         90.749            2.700            2.880         0.14142E+00    0.14142E+00    0
   22   21        29   30        0.78788         95.085         96.596            3.170            3.061         0.14142E+00    0.14142E+00    0
   22   21        30   31        0.68991         87.276         88.488            2.750            2.994         0.14142E+00    0.14142E+00    0
   23   16        52   59        1.59495         52.151         49.869            4.770            5.010         0.14142E+00    0.16748E+00    1
   23   16        59   66        1.42585         48.922         47.245            3.210            4.983         0.14142E+00    0.15651E+00    1
   23   16        54   61        1.59783         51.116         48.862            4.720            4.436         0.14142E+00    0.16802E+00    1
   23   16        61   68        1.32181         46.982         45.635            0.680            4.383         0.14142E+00    0.14893E+00    1
   23   19        42   46        1.29161         58.083         56.375            5.320            5.124         0.14142E+00    0.15202E+00    1
   23   19        46   50        1.38885         57.117         55.212            5.000            5.423         0.14142E+00    0.15629E+00    1
   23   19        50   54        1.47312         52.235         50.296            6.660            5.469         0.14142E+00    0.16031E+00    1
   23   19        54   58        1.61847         50.932         48.628            5.430            4.850         0.14142E+00    0.16914E+00    1
   23   19        44   48        1.39685         56.398         54.498            5.220            5.353         0.14142E+00    0.15663E+00    1
   23   19        48   52        1.41453         54.847         52.957            5.340            5.542         0.14142E+00    0.15743E+00    1
   23   19        52   56        1.41368         53.510         51.608            5.080            5.209         0.14142E+00    0.15997E+00    1
   23   19        56   60        1.54131         50.202         48.129            4.980            4.275         0.14142E+00    0.16544E+00    1
   23   21        30   32        0.49361         86.723         87.583            2.860            2.994         0.14142E+00    0.14142E+00    0
   23   21        32   34        0.41631         84.422         85.127            3.090            3.178         0.14142E+00    0.14142E+00    0
   23   21        34   36        0.31148         76.429         76.906            3.250            3.552         0.14142E+00    0.14142E+00    0
   23   21        36   38        0.08505         73.673         73.788            3.130            3.817         0.14142E+00    0.14142E+00    0
   23   21        38   40        0.06425         71.480         71.555            3.410            4.147         0.14142E+00    0.14142E+00    0
   23   21        40   42        0.41595         69.265         68.695            3.510            4.534         0.14142E+00    0.14142E+00    0
   23   21        42   44        0.43744         62.708         62.162            4.490            4.850         0.14142E+00    0.14142E+00    0
   23   21        44   46        0.65484         59.089         58.323            4.110            5.292         0.14142E+00    0.14142E+00    0
   23   22        24   25        0.78593         77.371         78.597            3.540            3.412         0.14142E+00    0.14142E+00    0
   23   22        25   26        0.06597         89.356         89.468            3.760            3.342         0.14142E+00    0.14142E+00    0
   23   22        26   27        0.01977         87.899         87.875            2.610            2.889         0.14142E+00    0.14142E+00    0
   23   22        27   28        0.80716         88.169         86.757            3.650            3.269         0.14142E+00    0.14142E+00    0
   23   22        28   29        0.00792         90.061         90.047            2.960            2.993         0.14142E+00    0.14142E+00    0
   23   22        29   30        0.31492         96.410         97.019            3.270            3.136         0.14142E+00    0.14142E+00    0
   23   22        30   31        0.34608         88.652         89.268            2.900            3.031         0.14142E+00    0.14142E+00    0
   23   22        31   32        0.48145         85.165         85.989            2.750            2.962         0.14142E+00    0.14142E+00    0
   24   17        53   60        1.53642         52.421         50.291            6.790            4.770         0.14142E+00    0.16445E+00    1
   24   17        60   67        1.25911         47.216         45.972            4.840            4.676         0.14142E+00    0.14565E+00    1
   24   17        55   62        1.47370         50.981         49.057            6.380            4.281         0.14142E+00    0.16172E+00    1
   24   17        64   71        1.01571         45.459         44.554           -2.150            0.836         0.14142E+00    0.14142E+00    0
   24   20        43   47        1.15133         58.163         56.830            5.370            5.196         0.14142E+00    0.14195E+00    1
   24   20        47   51        1.15065         56.629         55.329            5.340            5.514         0.14142E+00    0.14209E+00    1
   24   20        51   55        1.30547         51.428         49.894            4.860            5.390         0.14142E+00    0.15231E+00    1
   24   20        55   59        1.48023         52.012         50.060            5.970            4.738         0.14142E+00    0.16082E+00    1
   24   20        45   49        1.19994         55.696         54.311            6.090            5.390         0.14142E+00    0.14491E+00    1
   24   20        49   53        1.25466         54.592         53.105            5.690            5.557         0.14142E+00    0.14837E+00    1
   24   20        57   61        1.22458         50.571         49.210            3.970            3.941         0.14142E+00    0.14927E+00    1
   24   22        31   33        0.35496         83.299         83.892            2.880            3.025         0.14142E+00    0.14142E+00    0
   24   22        33   35        0.18984         79.532         79.830            2.620            3.243         0.14142E+00    0.14142E+00    0
   24   22        35   37        0.04656         76.579         76.647            3.530            3.777         0.14142E+00    0.14142E+00    0
   24   22        37   39        0.16081         68.834         68.616            3.300            3.812         0.14142E+00    0.14142E+00    0
   24   22        39   41        0.12639         66.942         66.779            3.710            4.370         0.14142E+00    0.14142E+00    0
   24   22        41   43        0.72108         64.495         63.586            1.950            4.525         0.14142E+00    0.14142E+00    0
   24   22        43   45        0.56501         61.240         60.552            4.570            5.033         0.14142E+00    0.14142E+00    0
   24   22        45   47        1.17150         55.719         54.414            6.070            5.284         0.14142E+00    0.14224E+00    1
   24   23        25   26        0.93696         69.760         71.079            3.750            3.604         0.14142E+00    0.14142E+00    0
   24   23        26   27        0.37722         73.519         72.967            2.610            3.103         0.14142E+00    0.14142E+00    0
   24   23        27   28        0.19853         76.926         76.622            3.630            3.454         0.14142E+00    0.14142E+00    0
