x,y,z,param,elm_id,region,cellType,Magnitude(ohm.m),Phase(mrad),Magnitude(log10),Sigma_real(log10),Sigma_imag(log10),Sensitivity(log10),Conductivity(mS/m)
1.607960,0.000000,251.875070,1.0,1.0,1.0,5.0,21.0786,1.86011,1.32384,-1.32384,0.0,-2.93772,47.44148093
5.136713,0.000000,251.904880,2.0,2.0,1.0,5.0,22.46884,1.26432,1.35158,-1.35158,0.0,-3.03926,44.50608042
10.118700,0.000000,251.945723,3.0,3.0,1.0,5.0,24.18993,0.44319,1.38363,-1.38363,0.0,-2.7782,41.33951607
11.914673,0.000000,253.871410,4.0,4.0,1.0,5.0,25.42748,-0.19276,1.4053,-1.4053,-5.1203,-2.35422,39.32753069
22.597367,0.000000,251.821253,5.0,5.0,1.0,5.0,23.47611,-0.24858,1.37063,-1.37063,-4.97516,-1.95536,42.5964949
27.420887,0.000000,252.312830,6.0,6.0,1.0,5.0,21.34471,0.04888,1.32929,-1.32929,0.0,-1.98974,46.85001577
20.429367,0.000000,252.456477,7.0,7.0,1.0,5.0,24.62687,-0.5337,1.39141,-1.39141,-4.66411,-2.14511,40.60605347
27.806560,0.000000,251.873140,8.0,8.0,1.0,5.0,20.75901,0.35286,1.31721,-1.31721,0.0,-1.87727,48.17185405
12.461037,0.000000,253.460270,9.0,9.0,1.0,5.0,25.45405,-0.22639,1.40576,-1.40576,-5.05089,-2.37982,39.28647897
20.644547,0.000000,251.875383,10.0,10.0,1.0,5.0,24.08941,-0.2821,1.38183,-1.38183,-4.93142,-2.1923,41.51201711
23.152807,0.000000,252.290810,11.0,11.0,1.0,5.0,23.31802,-0.30374,1.36769,-1.36769,-4.88519,-1.92786,42.88528786
12.417110,0.000000,252.636517,12.0,12.0,1.0,5.0,24.84801,0.07092,1.39529,-1.39529,0.0,-2.47607,40.2446715
26.174473,0.000000,251.970290,13.0,13.0,1.0,5.0,21.87183,-0.03655,1.33989,-1.33989,-5.77695,-1.83001,45.72091133
21.898410,0.000000,252.107700,14.0,14.0,1.0,5.0,23.8665,-0.34303,1.37779,-1.37779,-4.84245,-1.99642,41.89973394
