x,y,z,param,elm_id,region,cellType,Magnitude(ohm.m),Phase(mrad),Magnitude(log10),Sigma_real(log10),Sigma_imag(log10),Sensitivity(log10),Conductivity(mS/m)
52.231443,0.000000,247.418430,1.0,1.0,1.0,5.0,21.98201,1.36935,1.34207,-1.34207,0.0,-1.80655,45.4917453
54.483543,0.000000,249.825100,2.0,2.0,1.0,5.0,22.7483,1.45631,1.35695,-1.35695,0.0,-2.1549,43.95932883
53.303303,0.000000,248.971290,3.0,3.0,1.0,5.0,22.4876,1.40703,1.35194,-1.35194,0.0,-1.73117,44.46895178
66.050230,0.000000,250.909267,4.0,4.0,1.0,5.0,20.19134,1.78068,1.30517,-1.30517,0.0,-2.74813,49.52618301
59.137413,0.000000,248.631227,5.0,5.0,1.0,5.0,21.92187,1.57389,1.34088,-1.34088,0.0,-2.26952,45.6165464
47.472687,0.000000,249.027937,6.0,6.0,1.0,5.0,21.19142,1.22768,1.32616,-1.32616,0.0,-1.87877,47.18890947
51.964503,0.000000,248.172310,7.0,7.0,1.0,5.0,22.18323,1.36014,1.34602,-1.34603,0.0,-2.01828,45.07909804
55.019653,0.000000,249.519517,8.0,8.0,1.0,5.0,22.65707,1.47199,1.3552,-1.3552,0.0,-2.13846,44.1363336
46.231470,0.000000,248.300133,9.0,9.0,1.0,5.0,20.56767,1.18277,1.31319,-1.31319,0.0,-1.42613,48.61999439
47.999727,0.000000,248.691720,10.0,10.0,1.0,5.0,21.36707,1.244,1.32974,-1.32975,0.0,-1.82605,46.80098862
58.808333,0.000000,247.762847,11.0,11.0,1.0,5.0,21.88546,1.55159,1.34016,-1.34016,0.0,-2.29014,45.6924369
57.560977,0.000000,249.814393,12.0,12.0,1.0,5.0,22.39176,1.54445,1.35009,-1.35009,0.0,-2.16502,44.65928538
68.691270,0.000000,247.608563,13.0,13.0,1.0,5.0,19.60289,1.79821,1.29232,-1.29232,0.0,-2.91153,51.01288637
66.643793,0.000000,251.288710,14.0,14.0,1.0,5.0,19.94174,1.80005,1.29976,-1.29976,0.0,-2.80091,50.14607552
61.714807,0.000000,250.651893,15.0,15.0,1.0,5.0,21.3643,1.67065,1.32969,-1.32969,0.0,-2.42974,46.80705663
52.513943,0.000000,248.896303,16.0,16.0,1.0,5.0,22.41274,1.38465,1.35049,-1.3505,0.0,-2.09905,44.61748095
69.476533,0.000000,248.022530,17.0,17.0,1.0,5.0,19.3167,1.82123,1.28593,-1.28593,0.0,-3.07681,51.76867684
66.680573,0.000000,249.656310,18.0,18.0,1.0,5.0,20.17793,1.77379,1.30488,-1.30488,0.0,-2.76021,49.55909749
68.445537,0.000000,251.349557,19.0,19.0,1.0,5.0,19.35503,1.83999,1.28679,-1.28679,0.0,-3.19492,51.66615603
40.404820,0.000000,247.461650,20.0,20.0,1.0,5.0,17.76479,0.99913,1.24956,-1.24956,0.0,-1.4792,56.29112418
56.428867,0.000000,248.317537,21.0,21.0,1.0,5.0,22.2164,1.49851,1.34667,-1.34667,0.0,-2.09172,45.01179309
56.885757,0.000000,250.021977,22.0,22.0,1.0,5.0,22.50954,1.52802,1.35237,-1.35237,0.0,-2.14052,44.42560799
62.345827,0.000000,250.418563,23.0,23.0,1.0,5.0,21.18903,1.68477,1.32611,-1.32611,0.0,-2.63218,47.19423211
49.997860,0.000000,248.761040,24.0,24.0,1.0,5.0,21.87587,1.2995,1.33997,-1.33997,0.0,-1.80487,45.71246766
66.015327,0.000000,250.192290,25.0,25.0,1.0,5.0,20.35284,1.7629,1.30862,-1.30863,0.0,-2.66741,49.13319222
66.381527,0.000000,248.798030,26.0,26.0,1.0,5.0,20.32935,1.75207,1.30812,-1.30812,0.0,-2.70754,49.18996426
46.505867,0.000000,247.520447,27.0,27.0,1.0,5.0,20.54965,1.18946,1.3128,-1.3128,0.0,-1.46782,48.66262929
56.021883,0.000000,247.475127,28.0,28.0,1.0,5.0,22.10003,1.47407,1.34439,-1.34439,0.0,-2.09667,45.24880735
40.879787,0.000000,247.928267,29.0,29.0,1.0,5.0,18.0842,1.02088,1.2573,-1.2573,0.0,-1.56294,55.296889
63.940147,0.000000,249.235320,30.0,30.0,1.0,5.0,20.85359,1.70669,1.31918,-1.31918,0.0,-2.57963,47.95337398
50.307473,0.000000,249.354483,31.0,31.0,1.0,5.0,22.21266,1.32519,1.3466,-1.3466,0.0,-2.01508,45.01937184
45.420747,0.000000,248.515530,32.0,32.0,1.0,5.0,20.2841,1.16255,1.30716,-1.30716,0.0,-1.63999,49.29969779
68.865543,0.000000,251.768750,33.0,33.0,1.0,5.0,19.08805,1.85812,1.28076,-1.28076,0.0,-3.22695,52.38879823
64.115573,0.000000,250.944417,34.0,34.0,1.0,5.0,20.68715,1.73623,1.3157,-1.3157,0.0,-2.62621,48.3391864
47.453787,0.000000,247.432503,35.0,35.0,1.0,5.0,20.80732,1.21189,1.31822,-1.31822,0.0,-1.59981,48.06000965
67.031373,0.000000,248.096993,36.0,36.0,1.0,5.0,20.10035,1.76401,1.3032,-1.3032,0.0,-2.82959,49.75037748
64.839627,0.000000,249.363840,37.0,37.0,1.0,5.0,20.68339,1.7247,1.31562,-1.31562,0.0,-2.52746,48.34797391
57.812080,0.000000,249.123567,38.0,38.0,1.0,5.0,22.20112,1.54473,1.34637,-1.34638,0.0,-2.19754,45.04277262
65.445357,0.000000,248.638770,39.0,39.0,1.0,5.0,20.52107,1.7343,1.3122,-1.3122,0.0,-2.74909,48.73040246
69.843053,0.000000,250.539887,40.0,40.0,1.0,5.0,19.08303,1.85647,1.28065,-1.28065,0.0,-2.89003,52.40257967
57.897657,0.000000,247.654607,41.0,41.0,1.0,5.0,21.96478,1.53236,1.34173,-1.34173,0.0,-2.20295,45.52743073
53.712300,0.000000,248.201387,42.0,42.0,1.0,5.0,22.30156,1.41966,1.34834,-1.34834,0.0,-1.85736,44.83991254
59.390643,0.000000,250.371400,43.0,43.0,1.0,5.0,22.0542,1.60211,1.34349,-1.34349,0.0,-2.29282,45.34283719
53.189880,0.000000,247.372520,44.0,44.0,1.0,5.0,22.05884,1.3914,1.34358,-1.34358,0.0,-1.84566,45.33329948
49.204490,0.000000,247.343147,45.0,45.0,1.0,5.0,21.35888,1.27024,1.32958,-1.32958,0.0,-1.79858,46.81893433
70.284290,0.000000,247.779987,46.0,46.0,1.0,5.0,19.06199,1.83821,1.28017,-1.28017,0.0,-3.10301,52.46041992
65.088197,0.000000,247.786913,47.0,47.0,1.0,5.0,20.65349,1.71102,1.31499,-1.31499,0.0,-2.63688,48.41796713
63.583693,0.000000,248.390987,48.0,48.0,1.0,5.0,20.99024,1.68343,1.32202,-1.32202,0.0,-2.5685,47.64118943
63.564893,0.000000,250.554473,49.0,49.0,1.0,5.0,20.88593,1.71478,1.31985,-1.31985,0.0,-2.74822,47.87912245
67.546443,0.000000,249.837433,50.0,50.0,1.0,5.0,19.94336,1.79229,1.2998,-1.2998,0.0,-2.84536,50.14200215
37.073933,0.000000,247.511363,51.0,51.0,1.0,5.0,16.29815,0.91089,1.21214,-1.21214,0.0,-1.58834,61.35665704
68.493883,0.000000,250.692337,52.0,52.0,1.0,5.0,19.5067,1.82825,1.29018,-1.29018,0.0,-3.16787,51.26443735
63.428027,0.000000,249.817033,53.0,53.0,1.0,5.0,20.9954,1.6965,1.32212,-1.32212,0.0,-2.6483,47.62948074
57.343357,0.000000,248.410923,54.0,54.0,1.0,5.0,22.15608,1.51952,1.34549,-1.34549,0.0,-2.01137,45.13433784
51.319293,0.000000,248.383510,55.0,55.0,1.0,5.0,22.10107,1.33954,1.34441,-1.34441,0.0,-2.12444,45.2466781
55.088790,0.000000,247.409320,56.0,56.0,1.0,5.0,22.11993,1.45385,1.34478,-1.34478,0.0,-2.06453,45.20809966
67.934737,0.000000,248.316947,57.0,57.0,1.0,5.0,19.8686,1.78342,1.29817,-1.29817,0.0,-2.88844,50.33067252
55.150847,0.000000,248.837140,58.0,58.0,1.0,5.0,22.42406,1.4687,1.35071,-1.35071,0.0,-2.20454,44.59495738
52.120847,0.000000,249.448550,59.0,59.0,1.0,5.0,22.48007,1.37173,1.3518,-1.3518,0.0,-2.04856,44.48384725
48.058330,0.000000,248.013593,60.0,60.0,1.0,5.0,21.18161,1.23925,1.32596,-1.32596,0.0,-1.92885,47.21076443
53.731307,0.000000,249.647997,61.0,61.0,1.0,5.0,22.72722,1.43759,1.35655,-1.35655,0.0,-2.07919,44.00010208
54.634040,0.000000,248.204280,62.0,62.0,1.0,5.0,22.3097,1.44093,1.34849,-1.34849,0.0,-1.8584,44.82355209
64.126013,0.000000,247.667650,63.0,63.0,1.0,5.0,20.82406,1.69318,1.31857,-1.31857,0.0,-2.68169,48.02137527
62.709823,0.000000,248.277587,64.0,64.0,1.0,5.0,21.13472,1.66661,1.325,-1.325,0.0,-2.69351,47.31550737
62.247717,0.000000,249.024730,65.0,65.0,1.0,5.0,21.27864,1.65877,1.32794,-1.32794,0.0,-2.43703,46.99548467
50.181273,0.000000,247.402087,66.0,66.0,1.0,5.0,21.5408,1.29158,1.33326,-1.33326,0.0,-1.60811,46.42353116
70.058867,0.000000,251.335330,67.0,67.0,1.0,5.0,18.8317,1.87568,1.27489,-1.27489,0.0,-2.98576,53.10195043
69.056160,0.000000,250.262410,68.0,68.0,1.0,5.0,19.32323,1.83972,1.28608,-1.28608,0.0,-3.1246,51.75118239
58.695460,0.000000,249.235630,69.0,69.0,1.0,5.0,22.12597,1.55972,1.3449,-1.3449,0.0,-2.38418,45.19575865
43.636633,0.000000,248.153477,70.0,70.0,1.0,5.0,19.41204,1.10398,1.28807,-1.28807,0.0,-1.97352,51.51442095
46.762173,0.000000,248.907803,71.0,71.0,1.0,5.0,20.95443,1.20984,1.32128,-1.32128,0.0,-1.8679,47.72260567
50.578970,0.000000,248.146610,72.0,72.0,1.0,5.0,21.89931,1.31427,1.34043,-1.34043,0.0,-1.87129,45.66353917
62.609467,0.000000,249.719843,73.0,73.0,1.0,5.0,21.11388,1.68379,1.32457,-1.32457,0.0,-2.6933,47.36220912
68.063387,0.000000,252.610950,74.0,74.0,1.0,5.0,19.1905,1.85147,1.28309,-1.28309,0.0,-3.003,52.10911649
66.913653,0.000000,252.440813,75.0,75.0,1.0,5.0,19.60845,1.82414,1.29244,-1.29244,0.0,-2.86654,50.9984216
64.531060,0.000000,252.134453,76.0,76.0,1.0,5.0,20.42351,1.76579,1.31013,-1.31013,0.0,-2.68476,48.96318018
65.725213,0.000000,252.285137,77.0,77.0,1.0,5.0,20.02602,1.79543,1.30159,-1.3016,0.0,-2.77169,49.93503452
33.546940,0.000000,247.354603,78.0,78.0,1.0,5.0,14.95983,0.84346,1.17493,-1.17493,0.0,-1.83402,66.8456794
62.188300,0.000000,251.837250,79.0,79.0,1.0,5.0,21.15205,1.70404,1.32535,-1.32535,0.0,-2.52836,47.2767415
63.368807,0.000000,251.975970,80.0,80.0,1.0,5.0,20.7865,1.7352,1.31778,-1.31778,0.0,-2.57579,48.10814711
70.303253,0.000000,252.764893,81.0,81.0,1.0,5.0,18.45884,1.89783,1.2662,-1.26621,0.0,-3.15495,54.17458519
43.039207,0.000000,248.355787,82.0,82.0,1.0,5.0,19.1803,1.08944,1.28286,-1.28286,0.0,-1.91684,52.13682789
61.010470,0.000000,251.680063,83.0,83.0,1.0,5.0,21.54297,1.67203,1.33331,-1.33331,0.0,-2.4302,46.41885497
45.872257,0.000000,249.735553,84.0,84.0,1.0,5.0,20.71745,1.19624,1.31634,-1.31634,0.0,-1.74057,48.26848864
56.012580,0.000000,248.884590,85.0,85.0,1.0,5.0,22.39849,1.48431,1.35022,-1.35022,0.0,-2.34396,44.64586675
37.653620,0.000000,248.649257,86.0,86.0,1.0,5.0,16.4017,0.9398,1.21489,-1.21489,0.0,-1.59282,60.96928977
32.973133,0.000000,248.259610,87.0,87.0,1.0,5.0,14.40614,0.83926,1.15855,-1.15855,0.0,-1.54502,69.41484673
44.685037,0.000000,249.578917,88.0,88.0,1.0,5.0,20.11681,1.15658,1.30356,-1.30356,0.0,-1.7529,49.70967067
48.141660,0.000000,250.074577,89.0,89.0,1.0,5.0,21.6858,1.26738,1.33618,-1.33618,0.0,-1.85784,46.11312472
55.145390,0.000000,250.924263,90.0,90.0,1.0,5.0,22.96062,1.4957,1.36098,-1.36098,0.0,-2.13618,43.55283089
