    P+   P-        C+   C-  Normalised_Error  Observed_Rho  Calculated_Rho  Observed_Phase  Calculated_Phase  Original_Weight   Final_Weight   C
    2    1         3    4        0.80813         58.376         59.327            1.360            1.716         0.14142E+00    0.14142E+00    0
    2    1         7    8        0.34978         63.459         63.016            1.940            1.841         0.14142E+00    0.14142E+00    0
    2    1         8    9        1.46886         55.338         53.736            2.080            1.977         0.14142E+00    0.14142E+00    0
    2    1         9   10        1.68225         61.102         59.080            2.000            2.085         0.14142E+00    0.14142E+00    0
    3    2         4    5        1.00945         48.482         47.513            2.270            1.822         0.14142E+00    0.14142E+00    0
    3    2         5    6        2.39027         58.962         56.210            1.190            1.705         0.14142E+00    0.14142E+00    0
    3    2         6    7        0.22823         49.674         49.902            1.750            1.804         0.14142E+00    0.14142E+00    0
    3    2         7    8        0.43195         58.012         58.515            1.750            1.863         0.14142E+00    0.14142E+00    0
    3    2         8    9        0.36721         49.893         49.528            1.940            2.008         0.14142E+00    0.14142E+00    0
    3    2         9   10        0.64723         54.991         54.284            2.170            2.123         0.14142E+00    0.14142E+00    0
    3    1         5    7        1.13529         56.489         55.221            1.440            1.730         0.14142E+00    0.14142E+00    0
    3    1         7    9        0.19953         56.955         56.728            1.890            1.902         0.14142E+00    0.14142E+00    0
    3    1         9   11        0.99646         58.645         57.488            2.190            2.143         0.14142E+00    0.14142E+00    0
    3    1        11   13        0.03982         51.988         51.946            2.070            1.985         0.14142E+00    0.14142E+00    0
    4    3         6    7        1.49131         54.033         52.445            1.880            1.822         0.14142E+00    0.14142E+00    0
    4    3         7    8        0.39721         62.220         61.728            1.910            1.880         0.14142E+00    0.14142E+00    0
    4    3         8    9        0.69530         52.750         52.022            2.150            2.033         0.14142E+00    0.14142E+00    0
    4    3         9   10        1.02554         58.223         57.041            2.230            2.156         0.14142E+00    0.14142E+00    0
    4    3        10   11        1.06873         61.779         60.473            2.310            2.252         0.14142E+00    0.14142E+00    0
    4    3        11   12        0.63821         51.369         50.718            1.780            2.038         0.14142E+00    0.14142E+00    0
    4    3        12   13        0.36624         55.821         55.414            2.340            2.054         0.14142E+00    0.14142E+00    0
    4    2         6    8        0.73928         54.973         54.166            1.860            1.834         0.14142E+00    0.14142E+00    0
    4    2         8   10        0.71297         53.688         52.928            2.080            2.072         0.14142E+00    0.14142E+00    0
    4    2        10   12        0.59842         55.637         54.976            2.210            2.148         0.14142E+00    0.14142E+00    0
    4    2        12   14        0.14845         56.087         56.250            2.580            2.001         0.14142E+00    0.14142E+00    0
    4    2        16   18        0.50138         53.779         54.320            1.720            1.954         0.14142E+00    0.14142E+00    0
    4    2        18   20        0.56552         54.875         55.499            2.110            1.927         0.14142E+00    0.14142E+00    0
    4    1         7   10        0.46641         58.026         57.487            1.950            1.953         0.14142E+00    0.14142E+00    0
    4    1        10   13        0.58931         56.160         55.502            2.210            2.107         0.14142E+00    0.14142E+00    0
    4    1        13   16        0.50098         55.742         56.303            1.680            1.821         0.14142E+00    0.14142E+00    0
    4    1        16   19        0.41279         54.725         55.178            2.040            1.956         0.14142E+00    0.14142E+00    0
    4    1        19   22        0.54033         54.103         54.691            1.650            1.831         0.14142E+00    0.14142E+00    0
    4    1        25   28        0.57866         52.228         52.835            1.600            2.046         0.14142E+00    0.14142E+00    0
    5    4         6    7        0.24056         40.829         41.026            1.560            1.696         0.14142E+00    0.14142E+00    0
    5    4         7    8        0.62154         49.188         48.580            1.720            1.763         0.14142E+00    0.14142E+00    0
    5    4         8    9        0.03112         40.069         40.044            1.970            1.938         0.14142E+00    0.14142E+00    0
