x,y,z,param,elm_id,region,cellType,Magnitude(ohm.m),Phase(mrad),Magnitude(log10),Sigma_real(log10),Sigma_imag(log10),Sensitivity(log10),Conductivity(mS/m)
6.815913,0.000000,252.593400,1.0,1.0,1.0,5.0,16.04371,48.59007,1.2053,-1.20582,0.0,-3.43421,62.32972299
14.017180,0.000000,251.241370,2.0,2.0,1.0,5.0,17.21474,43.74112,1.2359,-1.23632,0.0,-3.11534,58.08975332
12.052560,0.000000,252.175793,3.0,3.0,1.0,5.0,17.07055,45.55026,1.23225,-1.2327,0.0,-3.07913,58.58042067
1.639047,0.000000,249.483810,4.0,4.0,1.0,5.0,15.19734,45.40553,1.18177,-1.18222,0.0,-3.42476,65.80098886
24.454177,0.000000,250.225857,5.0,5.0,1.0,5.0,17.03028,32.85088,1.23122,-1.23146,0.0,-2.64089,58.71894062
8.499650,0.000000,251.141390,6.0,6.0,1.0,5.0,16.30406,47.39109,1.2123,-1.21278,0.0,-3.47943,61.33441609
8.498913,0.000000,250.598680,7.0,7.0,1.0,5.0,16.18997,46.87454,1.20925,-1.20972,0.0,-3.26943,61.766637
6.289240,0.000000,251.729307,8.0,8.0,1.0,5.0,15.88005,48.17844,1.20085,-1.20136,0.0,-3.59068,62.97209392
8.409643,0.000000,248.582247,9.0,9.0,1.0,5.0,15.88802,45.67121,1.20107,-1.20152,0.0,-3.22849,62.94050486
22.969507,0.000000,250.365880,10.0,10.0,1.0,5.0,17.22523,34.62953,1.23617,-1.23643,0.0,-2.53983,58.05437721
38.950180,0.000000,248.947017,11.0,11.0,1.0,5.0,14.48551,22.30885,1.16093,-1.16104,0.0,-2.48191,69.03450414
5.851877,0.000000,251.607817,12.0,12.0,1.0,5.0,15.79502,48.14998,1.19852,-1.19902,0.0,-3.86283,63.31109426
15.408113,0.000000,250.796547,13.0,13.0,1.0,5.0,17.26932,42.37691,1.23728,-1.23767,0.0,-2.91943,57.90615959
2.818893,0.000000,252.682977,14.0,14.0,1.0,5.0,15.31578,48.34167,1.18514,-1.18565,0.0,-3.72421,65.29213661
12.296743,0.000000,249.375530,15.0,15.0,1.0,5.0,16.52003,44.68912,1.21801,-1.21844,0.0,-3.09806,60.53257773
14.375503,0.000000,250.897817,16.0,16.0,1.0,5.0,17.19136,43.30163,1.23531,-1.23572,0.0,-2.84368,58.16875454
2.178617,0.000000,249.892947,17.0,17.0,1.0,5.0,15.26865,45.95959,1.1838,-1.18426,0.0,-3.60646,65.49367495
24.831877,0.000000,249.913943,18.0,18.0,1.0,5.0,16.89562,32.61124,1.22777,-1.22801,0.0,-2.55511,59.18693721
8.442370,0.000000,249.312540,19.0,19.0,1.0,5.0,16.03609,46.28904,1.2051,-1.20556,0.0,-3.28335,62.35934071
13.023980,0.000000,250.940660,20.0,20.0,1.0,5.0,17.03022,44.61559,1.23122,-1.23165,0.0,-3.01556,58.71914749
