    P+   P-        C+   C-  Normalised_Error  Observed_Rho  Calculated_Rho  Observed_Phase  Calculated_Phase  Original_Weight   Final_Weight   C
    5    4         8    9        0.44844         79.797         78.753            1.740            4.540         0.17321E+00    0.17321E+00    0
    5    4         9   10        1.25455         61.913         64.284            2.850            4.654         0.17321E+00    0.17321E+00    0
    5    4        10   11        0.25267         54.284         53.879            4.800            5.958         0.17321E+00    0.17321E+00    0
    5    4        11   12        1.23837         58.016         55.512            6.300            6.858         0.17321E+00    0.18876E+00    1
    5    4        13   14        1.47192         44.848         42.170           10.700           10.154         0.17321E+00    0.20455E+00    1
    5    3         7    9        1.88197         74.527         70.080            1.420            3.563         0.17321E+00    0.18085E+00    1
    5    3         9   11        0.05632         60.901         60.942            3.540            5.082         0.17321E+00    0.17321E+00    0
    5    3        11   13        1.69086         55.527         51.907            7.610            7.607         0.17321E+00    0.19968E+00    1
    5    3        13   15        1.66983         47.866         44.285           10.710           10.438         0.17321E+00    0.21579E+00    1
    5    3        15   17        0.48454         34.878         34.203           14.610           12.581         0.17321E+00    0.20162E+00    1
    5    3        17   19        0.23807         30.739         30.991           15.860           14.424         0.17321E+00    0.18612E+00    1
    5    3        19   21        0.70368         26.475         27.038           15.130           16.376         0.17321E+00    0.17321E+00    0
    5    3        21   23        0.98897         24.966         25.717           17.800           18.831         0.17321E+00    0.17321E+00    0
    5    2         8   11        0.36072         72.779         72.009            2.580            4.637         0.17321E+00    0.17321E+00    0
    5    2        11   14        1.93212         55.498         51.085            8.310            8.547         0.17321E+00    0.20708E+00    1
    5    2        14   17        1.08856         42.851         40.801           13.020           11.907         0.17321E+00    0.21228E+00    1
    5    2        17   20        0.37254         31.325         31.695           14.020           14.786         0.17321E+00    0.17779E+00    1
    5    2        20   23        0.96051         27.264         28.056           15.210           18.038         0.17321E+00    0.17321E+00    0
    5    2        23   26        0.40187         21.211         21.446           16.680           21.379         0.17321E+00    0.17321E+00    0
    5    1         9   13        1.47259         63.508         60.289            4.740            6.514         0.17321E+00    0.18798E+00    1
    5    1        13   17        1.64908         45.869         42.496           11.870           11.993         0.17321E+00    0.21522E+00    1
    5    1        17   21        0.21054         31.629         31.821           13.960           15.670         0.17321E+00    0.17321E+00    0
    5    1        21   25        0.46174         25.225         25.560           15.960           20.038         0.17321E+00    0.17321E+00    0
    5    1        25   29        1.10014         27.695         26.806           18.230           23.828         0.17321E+00    0.17321E+00    0
    5    1        29   33        0.42120         23.533         23.404           14.840           26.332         0.17321E+00    0.17321E+00    0
    6    5         7    8        5.00529         77.404         58.823            0.980            5.576         0.17321E+00    0.23420E+00    1
    6    5         8    9        3.23884         83.151         72.937            0.900            4.693         0.17321E+00    0.20120E+00    1
    6    5         9   10        1.22438         57.000         59.128            1.300            3.650         0.17321E+00    0.17321E+00    0
    6    5        10   11        0.76344         48.353         49.469            2.500            4.352         0.17321E+00    0.17321E+00    0
    6    5        11   12        0.31075         51.242         50.768            4.370            5.046         0.17321E+00    0.17321E+00    0
    6    5        12   13        0.67728         41.775         40.935            6.540            6.777         0.17321E+00    0.17321E+00    0
    6    5        13   14        1.19064         40.051         38.304            7.810            8.318         0.17321E+00    0.19354E+00    1
    6    5        14   15        1.16294         43.290         41.086            9.510            9.048         0.17321E+00    0.21197E+00    1
    6    4         8   10        1.96669         74.326         69.941            1.290            4.457         0.17321E+00    0.17594E+00    1
    6    4        10   12        0.04427         51.437         51.453            3.900            5.189         0.17321E+00    0.17321E+00    0
    6    4        12   14        1.18101         43.019         41.254            8.000            8.208         0.17321E+00    0.18833E+00    1
    6    4        14   16        1.09076         40.222         38.312           11.070           10.516         0.17321E+00    0.21124E+00    1
    6    4        16   18        0.25862         27.471         27.723           13.270           12.691         0.17321E+00    0.18791E+00    1
    6    4        18   20        0.47281         26.319         26.696           13.460           14.611         0.17321E+00    0.17374E+00    1
    6    4        20   22        0.83823         22.034         22.591           14.640           17.004         0.17321E+00    0.17321E+00    0
    6    3        12   15        1.43221         45.157         42.611            8.800            8.871         0.17321E+00    0.20132E+00    1
    6    3        15   18        0.37317         31.413         30.957           13.390           12.401         0.17321E+00    0.19839E+00    1
    6    3        18   21        0.46437         26.833         27.209           14.370           15.193         0.17321E+00    0.17321E+00    0
    6    3        21   24        0.51595         21.969         22.304           15.750           18.740         0.17321E+00    0.17321E+00    0
    6    3        24   27        0.75478         19.452         19.032           15.880           22.236         0.17321E+00    0.17321E+00    0
    6    2        10   14        1.18892         52.762         50.737            5.560            6.525         0.17321E+00    0.18146E+00    1
    6    2        14   18        0.88342         38.130         36.706           12.160           11.677         0.17321E+00    0.20758E+00    1
    6    2        18   22        0.63280         27.304         27.824           13.960           15.765         0.17321E+00    0.17321E+00    0
    6    2        22   26        0.14378         21.906         21.921           16.110           20.357         0.17321E+00    0.17321E+00    0
    6    2        26   30        1.08163         26.932         26.083           18.040           23.858         0.17321E+00    0.17321E+00    0
    6    2        30   34        0.34230         18.300         18.165           19.820           27.122         0.17321E+00    0.17321E+00    0
    6    2        34   38        0.70484         21.598         22.045           25.280           30.115         0.17321E+00    0.17321E+00    0
    6    1        11   16        1.72230         50.606         47.099            8.340            8.884         0.17321E+00    0.20418E+00    1
    6    1        16   21        0.14426         30.199         30.336           13.340           14.468         0.17321E+00    0.17968E+00    1
    6    1        21   26        0.19959         23.202         23.277           15.030           20.033         0.17321E+00    0.17321E+00    0
    6    1        26   31        1.07969         26.786         25.950           17.120           24.351         0.17321E+00    0.17321E+00    0
    6    1        31   36        0.17266         19.888         19.839           24.030           28.640         0.17321E+00    0.17321E+00    0
    6    1        36   41        0.17671         26.727         26.604           33.550           31.081         0.17321E+00    0.17321E+00    0
    7    6         8    9        5.32212        119.402         87.365            1.380            7.464         0.17321E+00    0.24229E+00    1
    7    6         9   10        0.58951         73.443         72.181            0.950            4.468         0.17321E+00    0.17321E+00    0
    7    6        10   11        0.84281         58.833         60.331            1.420            4.093         0.17321E+00    0.17321E+00    0
    7    6        11   12        0.47875         61.282         62.165            3.150            4.381         0.17321E+00    0.17321E+00    0
    7    6        12   13        0.06540         50.259         50.346            5.010            5.955         0.17321E+00    0.17321E+00    0
    7    6        13   14        0.75640         48.624         47.395            6.240            7.461         0.17321E+00    0.18403E+00    1
    7    6        14   15        1.02180         53.054         50.717            7.620            8.221         0.17321E+00    0.20999E+00    1
    7    6        15   16        0.70288         39.548         38.404           10.750           10.206         0.17321E+00    0.20431E+00    1
    7    5         9   11        0.17228         64.286         64.556            1.220            4.237         0.17321E+00    0.17321E+00    0
    7    5        11   13        0.07651         53.508         53.618            4.160            5.146         0.17321E+00    0.17321E+00    0
    7    5        13   15        0.99782         46.582         44.806            7.260            8.046         0.17321E+00    0.19733E+00    1
    7    5        15   17        0.38322         33.880         33.371           10.700           10.646         0.17321E+00    0.19887E+00    1
    7    5        17   19        0.09528         28.936         29.037           12.200           12.661         0.17321E+00    0.19159E+00    1
    7    5        19   21        0.37640         24.415         24.681           11.600           14.578         0.17321E+00    0.17321E+00    0
    7    5        21   23        0.05174         23.125         23.148           15.780           16.942         0.17321E+00    0.17321E+00    0
    7    4        10   13        0.32896         54.509         55.041            3.150            4.858         0.17321E+00    0.17321E+00    0
    7    4        13   16        1.02989         44.237         42.433            8.670            8.985         0.17321E+00    0.20108E+00    1
    7    4        16   19        0.24134         29.599         29.856           12.420           12.364         0.17321E+00    0.18916E+00    1
    7    4        19   22        0.53991         23.811         24.198           14.400           15.612         0.17321E+00    0.17321E+00    0
    7    4        22   25        0.39557         20.926         20.683           16.830           19.018         0.17321E+00    0.17321E+00    0
    7    4        31   34        0.64917         16.130         15.819           25.880           27.562         0.17321E+00    0.17321E+00    0
    7    3        11   15        0.84271         51.694         50.290            6.110            6.716         0.17321E+00    0.18078E+00    1
    7    3        15   19        0.25551         32.541         32.222           12.420           12.033         0.17321E+00    0.19674E+00    1
    7    3        19   23        0.39794         24.734         25.028           14.770           16.270         0.17321E+00    0.17321E+00    0
    7    3        23   27        0.62223         19.504         19.151           16.520           20.871         0.17321E+00    0.17321E+00    0
    7    3        27   31        1.29620         24.712         23.779           17.700           24.081         0.17321E+00    0.17321E+00    0
    7    2        12   17        1.07838         45.136         43.305            8.670            8.888         0.17321E+00    0.19595E+00    1
    7    2        17   22        0.37007         28.085         28.405           13.200           14.600         0.17321E+00    0.17577E+00    1
    7    2        22   27        0.35003         22.108         21.896           15.840           20.243         0.17321E+00    0.17321E+00    0
    7    2        27   32        1.00003         24.339         23.635           17.540           24.327         0.17321E+00    0.17321E+00    0
    7    2        37   42        0.12311         25.188         25.217           34.610           31.070         0.17321E+00    0.17321E+00    0
    7    1        13   19        1.08214         41.691         39.854           10.270           10.745         0.17321E+00    0.20403E+00    1
    7    1        19   25        0.27641         24.963         25.155           14.430           17.520         0.17321E+00    0.17321E+00    0
    7    1        25   31        1.01178         24.907         24.173           17.850           23.649         0.17321E+00    0.17321E+00    0
    7    1        31   37        0.24949         19.922         19.800           24.270           28.685         0.17321E+00    0.17321E+00    0
    7    1        37   43        0.21790         25.452         25.337           35.790           31.228         0.17321E+00    0.17321E+00    0
    8    7         9   10        1.57867         96.451         92.024            0.850            6.968         0.17321E+00    0.17321E+00    0
    8    7        10   11        0.20847         77.817         77.432            0.430            4.249         0.17321E+00    0.17321E+00    0
    8    7        11   12        1.13449         76.402         79.041            1.480            3.555         0.17321E+00    0.17321E+00    0
    8    7        12   13        0.93367         62.039         63.798            3.190            4.727         0.17321E+00    0.17321E+00    0
    8    7        13   14        0.16599         60.453         60.170            4.350            6.066         0.17321E+00    0.17321E+00    0
    8    7        14   15        0.84648         66.555         64.244            5.660            6.767         0.17321E+00    0.20433E+00    1
    8    7        15   16        0.83300         49.962         48.250            8.640            8.770         0.17321E+00    0.20460E+00    1
    8    6        10   12        0.28637         72.654         73.235            0.920            4.112         0.17321E+00    0.17321E+00    0
    8    6        12   14        0.24136         57.351         57.760            4.280            5.647         0.17321E+00    0.17321E+00    0
    8    6        14   16        0.87397         54.805         52.816            6.820            7.967         0.17321E+00    0.20573E+00    1
    8    6        16   18        0.05737         36.490         36.568            9.810           10.302         0.17321E+00    0.19511E+00    1
    8    6        18   20        0.32429         33.790         34.163            9.630           12.080         0.17321E+00    0.18646E+00    1
    8    6        20   22        0.46740         28.064         28.457           12.770           14.213         0.17321E+00    0.17321E+00    0
    8    5        11   14        0.49687         61.476         62.394            3.250            4.774         0.17321E+00    0.17321E+00    0
    8    5        14   17        0.73800         47.524         46.087            7.900            8.569         0.17321E+00    0.20400E+00    1
    8    5        17   20        0.10745         31.999         32.111           10.230           11.997         0.17321E+00    0.19118E+00    1
    8    5        20   23        0.10785         26.902         26.976           13.370           15.065         0.17321E+00    0.17321E+00    0
    8    5        23   26        0.77326         20.466         19.956           14.520           18.354         0.17321E+00    0.18154E+00    1
    8    4        12   16        0.42229         52.565         51.886            5.870            6.833         0.17321E+00    0.17564E+00    1
    8    4        16   20        0.15429         32.644         32.826           11.000           11.601         0.17321E+00    0.19033E+00    1
    8    4        20   24        0.10673         25.371         25.434           13.920           15.908         0.17321E+00    0.17321E+00    0
    8    4        24   28        1.07280         22.159         21.368           17.640           20.489         0.17321E+00    0.18426E+00    1
    8    4        28   32        1.10026         23.080         22.333           19.920           23.595         0.17321E+00    0.17321E+00    0
    8    3        18   23        0.30493         28.924         29.189           12.710           14.348         0.17321E+00    0.17450E+00    1
    8    3        23   28        0.88924         21.926         21.307           16.520           20.070         0.17321E+00    0.17985E+00    1
    8    3        28   33        1.18401         22.813         22.018           21.320           24.255         0.17321E+00    0.17321E+00    0
    8    2        20   26        0.12575         24.723         24.778           14.160           17.182         0.17321E+00    0.17321E+00    0
    8    2        32   38        0.32707         21.258         21.051           28.800           28.464         0.17321E+00    0.17321E+00    0
    8    2        44   50        2.44425         20.754         22.357           56.490           31.933         0.17321E+00    0.17788E+00    1
    8    1        15   22        0.22906         34.600         34.311           11.320           12.257         0.17321E+00    0.19182E+00    1
    8    1        22   29        0.87862         24.937         24.300           14.850           20.317         0.17321E+00    0.17321E+00    0
    8    1        29   36        0.64867         21.782         21.364           27.690           26.332         0.17321E+00    0.17321E+00    0
    8    1        36   43        0.42000         25.797         25.542           38.030           30.581         0.17321E+00    0.17321E+00    0
    9    8        10   11        3.55277        130.060        111.486            0.330            5.388         0.17321E+00    0.20831E+00    1
    9    8        11   12        0.24361        110.431        109.673            0.240            2.682         0.17321E+00    0.17321E+00    0
    9    8        12   13        1.32860         83.000         86.373            1.670            2.916         0.17321E+00    0.17321E+00    0
    9    8        13   14        0.44978         79.564         80.640            2.560            3.762         0.17321E+00    0.17321E+00    0
    9    8        14   15        0.61940         87.249         85.203            3.240            4.166         0.17321E+00    0.19578E+00    1
    9    8        15   16        0.81390         65.241         63.131            6.290            6.023         0.17321E+00    0.20100E+00    1
    9    8        16   17        0.01529         53.180         53.159            5.850            6.263         0.17321E+00    0.19337E+00    1
    9    8        17   18        0.22213         48.261         47.839            9.450            7.533         0.17321E+00    0.20132E+00    1
    9    7        11   13        0.43502         91.120         92.300            0.920            3.072         0.17321E+00    0.17321E+00    0
    9    7        13   15        0.18230         73.866         73.477            3.330            4.744         0.17321E+00    0.17321E+00    0
    9    7        15   17        0.54957         54.076         52.906            6.480            7.203         0.17321E+00    0.19956E+00    1
    9    7        17   19        0.05793         44.293         44.203            7.900            8.941         0.17321E+00    0.19832E+00    1
    9    7        19   21        0.20424         36.447         36.690            9.000           10.418         0.17321E+00    0.18239E+00    1
    9    7        21   23        0.08402         34.157         34.104           10.170           12.335         0.17321E+00    0.17794E+00    1
    9    7        23   25        0.68398         26.621         25.995           10.000           14.135         0.17321E+00    0.18778E+00    1
    9    6        12   15        0.41519         70.152         71.026            3.040            4.430         0.17321E+00    0.17321E+00    0
    9    6        15   18        0.45545         47.824         46.963            7.390            8.070         0.17321E+00    0.19981E+00    1
    9    6        18   21        0.25061         37.310         37.631            9.150           10.566         0.17321E+00    0.18621E+00    1
    9    6        21   24        0.26597         29.956         29.717           10.430           13.522         0.17321E+00    0.17942E+00    1
    9    6        24   27        0.65491         24.880         24.325           13.980           16.779         0.17321E+00    0.18600E+00    1
    9    6        27   30        1.28810         33.103         31.780           14.100           19.040         0.17321E+00    0.17844E+00    1
    9    6        30   33        1.22309         20.842         20.121           10.880           21.830         0.17321E+00    0.17321E+00    0
    9    5        13   17        0.39841         60.447         59.642            4.920            6.005         0.17321E+00    0.18369E+00    1
    9    5        17   21        0.05294         36.188         36.243            9.310           10.510         0.17321E+00    0.19144E+00    1
    9    5        21   25        0.36051         27.091         26.783           13.100           14.458         0.17321E+00    0.17866E+00    1
    9    5        29   33        1.13215         22.903         22.139           18.870           21.747         0.17321E+00    0.17321E+00    0
    9    4        19   24        0.06587         29.381         29.422           11.760           13.226         0.17321E+00    0.17621E+00    1
    9    4        24   29        1.01162         25.264         24.432           12.480           18.818         0.17321E+00    0.18328E+00    1
    9    4        29   34        1.13342         22.257         21.518           25.880           22.860         0.17321E+00    0.17321E+00    0
    9    4        39   44        0.61464         27.058         26.580           33.180           29.051         0.17321E+00    0.17321E+00    0
    9    3        21   27        0.35111         25.610         25.339           14.270           16.177         0.17321E+00    0.17540E+00    1
    9    3        27   33        1.29603         25.855         24.870           18.540           21.717         0.17321E+00    0.17321E+00    0
    9    3        33   39        0.56495         22.404         22.028           27.450           27.334         0.17321E+00    0.17321E+00    0
    9    2        23   30        0.88305         25.481         24.802           14.820           19.203         0.17321E+00    0.17582E+00    1
    9    2        30   37        0.63869         20.935         20.543           22.080           25.569         0.17321E+00    0.17321E+00    0
    9    2        37   44        0.35795         26.272         26.040           35.040           29.277         0.17321E+00    0.17321E+00    0
    9    2        44   51        2.26912         21.872         23.383           50.010           30.753         0.17321E+00    0.17410E+00    1
    9    1        25   33        1.13511         25.790         24.935           16.000           21.549         0.17321E+00    0.17321E+00    0
    9    1        41   49        0.81810         23.302         23.791           44.220           30.382         0.17321E+00    0.17321E+00    0
    9    1        49   57        3.86792         20.890         25.253           79.450           32.196         0.17321E+00    0.22333E+00    1
    9    1        57   65        5.74135         18.601         26.801           97.940           35.021         0.17321E+00    0.25265E+00    1
   10    9        11   12        2.81302        138.335        124.332            0.240            2.694         0.17321E+00    0.19480E+00    1
   10    9        12   13        0.91014         91.372         93.900            0.570            1.505         0.17321E+00    0.17321E+00    0
   10    9        13   14        0.92591         82.912         85.247            1.200            1.541         0.17321E+00    0.17321E+00    0
   10    9        14   15        0.34019         88.816         87.809            1.060            1.424         0.17321E+00    0.18311E+00    1
   10    9        15   16        0.90167         66.044         63.786            3.410            2.995         0.17321E+00    0.19641E+00    1
   10    9        16   17        0.23953         52.964         52.493            3.130            2.939         0.17321E+00    0.19304E+00    1
   10    9        17   18        0.59890         47.794         46.601            3.960            3.880         0.17321E+00    0.20548E+00    1
   10    9        18   19        0.03985         49.067         49.049            5.240            3.725         0.17321E+00    0.19792E+00    1
   10    8        12   14        0.94764         86.519         89.012            1.060            1.988         0.17321E+00    0.17321E+00    0
   10    8        14   16        0.60817         79.238         77.489            2.520            2.936         0.17321E+00    0.19156E+00    1
   10    8        16   18        0.29294         50.933         50.352            4.600            4.662         0.17321E+00    0.19781E+00    1
   10    8        18   20        0.04081         45.130         45.199            5.780            5.636         0.17321E+00    0.19425E+00    1
   10    8        20   22        0.14125         36.743         36.915            7.790            6.929         0.17321E+00    0.18313E+00    1
   10    8        22   24        0.85048         34.807         33.732            5.910            8.197         0.17321E+00    0.19230E+00    1
   10    7        16   19        0.18712         47.963         47.614            5.730            5.927         0.17321E+00    0.19741E+00    1
   10    7        19   22        0.08857         36.040         36.150            8.290            8.112         0.17321E+00    0.18485E+00    1
   10    7        22   25        0.81051         31.156         30.255            9.510           10.495         0.17321E+00    0.19025E+00    1
   10    7        28   31        0.90215         31.906         31.054           14.520           15.350         0.17321E+00    0.17321E+00    0
   10    6        14   18        0.55373         63.250         61.926            4.140            4.631         0.17321E+00    0.19549E+00    1
   10    6        22   26        0.75122         28.642         27.891           10.470           11.899         0.17321E+00    0.18817E+00    1
   10    6        26   30        0.96621         31.860         30.865           13.540           15.442         0.17321E+00    0.18130E+00    1
   10    6        30   34        1.42121         21.705         20.799           18.830           19.037         0.17321E+00    0.17321E+00    0
   10    5        20   25        0.27219         30.106         29.836            9.920           10.941         0.17321E+00    0.18227E+00    1
   10    5        25   30        0.90346         28.467         27.638           13.580           15.879         0.17321E+00    0.18107E+00    1
   10    5        30   35        1.17591         21.164         20.432           17.280           20.397         0.17321E+00    0.17321E+00    0
   10    4        34   40        0.70331         24.638         24.124           24.860           24.542         0.17321E+00    0.17321E+00    0
   10    4        46   52        1.90056         22.393         23.587           53.760           28.051         0.17321E+00    0.17321E+00    0
   10    3        24   31        0.87621         26.105         25.392           14.610           16.981         0.17321E+00    0.17800E+00    1
   10    3        31   38        0.98159         21.830         21.196           21.620           23.457         0.17321E+00    0.17321E+00    0
   10    3        38   45        0.71281         26.414         25.890           33.750           26.827         0.17321E+00    0.17321E+00    0
   10    2        50   58        4.04960         21.100         25.741           79.250           30.177         0.17321E+00    0.22343E+00    1
   10    1        37   46        0.59699         26.912         26.447           31.140           27.494         0.17321E+00    0.17321E+00    0
   10    1        46   55        2.46348         23.002         24.863           58.470           29.478         0.17321E+00    0.18226E+00    1
   10    1        55   64        4.96666         21.272         27.981           97.260           32.195         0.17321E+00    0.23643E+00    1
   11   10        12   13        0.08147        103.947        104.197            0.730            1.188         0.17321E+00    0.17321E+00    0
   11   10        13   14        1.10105         88.867         91.852            0.720            0.548         0.17321E+00    0.17321E+00    0
   11   10        14   15        0.65212         89.658         91.429            0.030           -0.001         0.17321E+00    0.17321E+00    0
   11   10        15   16        0.43008         65.650         64.785            1.750            1.401         0.17321E+00    0.17566E+00    1
   11   10        16   17        0.16319         52.204         51.924            2.030            1.166         0.17321E+00    0.18286E+00    1
   11   10        17   18        0.63446         46.625         45.444            2.230            1.828         0.17321E+00    0.20114E+00    1
   11   10        18   19        0.09942         47.063         46.893            2.560            1.327         0.17321E+00    0.19627E+00    1
   11   10        19   20        0.09020         36.439         36.362            3.930            1.417         0.17321E+00    0.19103E+00    1
   11    9        13   15        0.89015         87.995         90.376            0.690            0.665         0.17321E+00    0.17321E+00    0
   11    9        15   17        0.47938         60.909         59.928            2.420            1.842         0.17321E+00    0.18416E+00    1
   11    9        17   19        0.45308         47.351         46.492            2.940            2.425         0.17321E+00    0.20102E+00    1
   11    9        19   21        0.20200         37.130         36.863            4.280            2.539         0.17321E+00    0.19174E+00    1
   11    9        21   23        0.31559         34.030         33.660            5.730            3.144         0.17321E+00    0.18893E+00    1
   11    9        23   25        0.49306         25.799         25.338            6.420            3.744         0.17321E+00    0.19234E+00    1
   11    8        14   17        0.08051         75.198         75.014            1.500            1.497         0.17321E+00    0.17414E+00    1
   11    8        17   20        0.33631         45.543         44.940            3.820            3.507         0.17321E+00    0.19909E+00    1
   11    8        20   23        0.25708         36.028         35.708            6.240            4.571         0.17321E+00    0.18814E+00    1
   11    8        23   26        0.51159         26.303         25.815            6.450            6.143         0.17321E+00    0.19120E+00    1
   11    8        26   29        0.34207         31.460         31.121           10.500            7.922         0.17321E+00    0.18045E+00    1
   11    8        29   32        0.38705         25.542         25.290            3.480            9.566         0.17321E+00    0.17321E+00    0
   11    8        32   35        0.82813         23.812         23.242            7.020           12.610         0.17321E+00    0.17321E+00    0
   11    7        15   19        0.43965         55.376         54.494            3.510            3.396         0.17321E+00    0.19104E+00    1
   11    7        19   23        0.16393         35.905         35.700            6.600            5.622         0.17321E+00    0.18807E+00    1
   11    7        23   27        0.52253         26.240         25.750            8.610            8.320         0.17321E+00    0.19006E+00    1
   11    7        27   31        0.63007         31.163         30.581           12.110           10.955         0.17321E+00    0.17321E+00    0
   11    7        31   35        1.26509         22.352         21.519           14.730           14.746         0.17321E+00    0.17321E+00    0
   11    6        21   26        0.40708         29.297         28.883            8.360            8.050         0.17321E+00    0.18696E+00    1
   11    6        26   31        0.63379         29.515         28.943           12.670           11.915         0.17321E+00    0.17576E+00    1
   11    6        36   41        1.39095         29.769         28.552           18.980           19.741         0.17321E+00    0.17321E+00    0
   11    6        41   46        0.66783         25.189         24.700           25.040           21.241         0.17321E+00    0.17321E+00    0
   11    6        46   51        0.34103         25.079         25.165           32.040           22.321         0.17321E+00    0.17321E+00    0
   11    5        23   29        0.65688         26.132         25.543           10.810           10.845         0.17321E+00    0.18634E+00    1
   11    5        29   35        0.80856         23.174         22.619           14.140           15.718         0.17321E+00    0.17321E+00    0
   11    5        35   41        1.21008         26.878         25.919           19.530           20.512         0.17321E+00    0.17321E+00    0
   11    5        47   53        0.93655         24.322         24.930           37.960           23.823         0.17321E+00    0.17321E+00    0
   11    5        59   65        3.46813         23.360         26.476           60.360           28.574         0.17321E+00    0.19199E+00    1
   11    4        39   46        0.83506         27.202         26.544           27.430           22.773         0.17321E+00    0.17321E+00    0
