    P+   P-        C+   C-  Normalised_Error  Observed_Rho  Calculated_Rho  Observed_Phase  Calculated_Phase  Original_Weight   Final_Weight   C
    5    2        11   14        0.69092         55.633         54.870            1.810            1.887         0.14142E+00    0.14142E+00    0
    5    2        14   17        1.08190         58.599         57.345            1.780            1.756         0.14142E+00    0.14142E+00    0
    5    2        17   20        0.55509         52.969         52.384            1.920            1.779         0.14142E+00    0.14142E+00    0
    5    2        20   23        0.06436         55.007         54.941            1.620            2.070         0.14142E+00    0.14142E+00    0
    5    2        26   29        0.08103         51.270         51.353            2.040            2.137         0.14142E+00    0.14142E+00    0
    5    1         9   13        0.61376         58.355         57.643            1.750            1.818         0.14142E+00    0.14142E+00    0
    5    1        13   17        0.78149         57.909         57.011            1.830            1.804         0.14142E+00    0.14142E+00    0
    5    1        17   21        0.36608         52.462         52.079            1.600            1.820         0.14142E+00    0.14142E+00    0
    5    1        21   25        0.04546         51.504         51.462            2.440            2.032         0.14142E+00    0.14142E+00    0
    5    1        25   29        0.01629         51.635         51.652            2.070            2.093         0.14142E+00    0.14142E+00    0
    6    5         8    9        0.83358         83.414         82.035            2.040            1.981         0.14142E+00    0.14142E+00    0
    6    5         9   10        0.87591         73.897         72.614            1.920            1.924         0.14142E+00    0.14142E+00    0
    6    5        10   11        0.44187         67.756         67.160            2.010            2.067         0.14142E+00    0.14142E+00    0
    6    5        11   12        0.07165         65.369         65.276            2.350            2.175         0.14142E+00    0.14142E+00    0
    6    5        12   13        1.22505         56.898         55.521            1.750            1.844         0.14142E+00    0.14142E+00    0
    6    5        13   14        0.69583         63.789         64.683            2.230            2.057         0.14142E+00    0.14142E+00    0
    6    5        14   15        0.70142         65.110         64.203            1.720            1.881         0.14142E+00    0.14142E+00    0
    6    4         8   10        0.89154         78.457         77.070            2.000            1.909         0.14142E+00    0.14142E+00    0
    6    4        10   12        0.34846         65.302         64.848            2.000            2.038         0.14142E+00    0.14142E+00    0
    6    4        12   14        0.57248         58.588         57.921            1.680            1.856         0.14142E+00    0.14142E+00    0
    6    4        14   16        0.95594         63.016         61.822            1.800            1.798         0.14142E+00    0.14142E+00    0
    6    4        16   18        1.77248         61.599         59.453            1.770            1.752         0.14142E+00    0.14142E+00    0
    6    4        18   20        0.16993         57.784         57.589            2.110            1.916         0.14142E+00    0.14142E+00    0
    6    4        20   22        0.77286         59.913         58.994            1.680            2.198         0.14142E+00    0.14142E+00    0
    6    4        22   24        0.04089         53.277         53.238            2.330            1.964         0.14142E+00    0.14142E+00    0
    6    3         9   12        0.58408         66.047         65.280            1.890            1.926         0.14142E+00    0.14142E+00    0
    6    3        12   15        0.60054         57.407         56.722            1.710            1.834         0.14142E+00    0.14142E+00    0
    6    3        15   18        1.67116         59.174         57.229            1.670            1.764         0.14142E+00    0.14142E+00    0
    6    3        18   21        0.38327         55.846         55.420            1.710            1.959         0.14142E+00    0.14142E+00    0
    6    3        21   24        0.29416         53.642         53.328            2.440            2.121         0.14142E+00    0.14142E+00    0
    6    3        24   27        0.06088         56.292         56.224            2.010            1.970         0.14142E+00    0.14142E+00    0
    6    3        30   33        0.46066         50.250         49.790            1.920            2.347         0.14142E+00    0.14142E+00    0
    6    2        10   14        0.44435         60.275         59.741            1.910            1.972         0.14142E+00    0.14142E+00    0
    6    2        14   18        1.15402         59.543         58.185            1.770            1.781         0.14142E+00    0.14142E+00    0
    6    2        18   22        0.36482         55.938         55.532            2.060            2.041         0.14142E+00    0.14142E+00    0
    6    2        22   26        0.02928         52.976         52.946            1.880            1.967         0.14142E+00    0.14142E+00    0
    6    2        26   30        0.12545         52.608         52.476            2.330            2.176         0.14142E+00    0.14142E+00    0
    6    2        38   42        0.85781         48.788         47.959            3.300            2.524         0.14142E+00    0.14142E+00    0
    6    1        11   16        0.58272         58.095         57.421            1.880            1.914         0.14142E+00    0.14142E+00    0
    6    1        16   21        1.04454         56.554         55.385            1.780            1.845         0.14142E+00    0.14142E+00    0
    6    1        21   26        0.17141         53.489         53.306            2.170            2.064         0.14142E+00    0.14142E+00    0
    6    1        26   31        0.29950         51.909         51.599            2.220            2.171         0.14142E+00    0.14142E+00    0
    6    1        36   41        1.10444         49.228         48.153            2.790            2.386         0.14142E+00    0.14142E+00    0
    7    6         8    9        0.24489         83.970         83.560            1.750            1.930         0.14142E+00    0.14142E+00    0
    7    6         9   10        0.72081         77.757         76.644            1.830            1.870         0.14142E+00    0.14142E+00    0
    7    6        10   11        0.51548         71.811         71.075            2.040            2.012         0.14142E+00    0.14142E+00    0
    7    6        11   12        0.40284         69.089         68.535            2.390            2.130         0.14142E+00    0.14142E+00    0
    7    6        12   13        1.12879         59.153         57.833            1.680            1.794         0.14142E+00    0.14142E+00    0
    7    6        13   14        0.68920         65.948         66.864            2.170            1.998         0.14142E+00    0.14142E+00    0
    7    6        14   15        0.55789         66.798         66.057            1.810            1.813         0.14142E+00    0.14142E+00    0
    7    6        15   16        1.12474         63.293         61.885            1.540            1.782         0.14142E+00    0.14142E+00    0
    7    5         9   11        0.68622         74.792         73.773            1.890            1.926         0.14142E+00    0.14142E+00    0
    7    5        11   13        0.60997         64.079         63.302            2.110            2.029         0.14142E+00    0.14142E+00    0
    7    5        13   15        0.13656         65.526         65.705            1.970            1.948         0.14142E+00    0.14142E+00    0
    7    5        15   17        1.72994         65.075         62.862            1.770            1.833         0.14142E+00    0.14142E+00    0
    7    5        17   19        0.54780         57.175         56.552            1.480            1.714         0.14142E+00    0.14142E+00    0
    7    5        19   21        0.78525         60.530         59.587            1.580            2.087         0.14142E+00    0.14142E+00    0
    7    5        21   23        0.43626         61.538         61.004            2.580            2.133         0.14142E+00    0.14142E+00    0
    7    5        23   25        0.49002         52.959         52.443            2.430            2.026         0.14142E+00    0.14142E+00    0
    7    4        10   13        0.53499         66.359         65.653            2.030            2.003         0.14142E+00    0.14142E+00    0
    7    4        13   16        0.22199         64.255         63.970            1.810            1.888         0.14142E+00    0.14142E+00    0
    7    4        16   19        1.35856         61.027         59.391            1.780            1.747         0.14142E+00    0.14142E+00    0
    7    4        19   22        0.76089         60.400         59.488            2.370            2.136         0.14142E+00    0.14142E+00    0
    7    4        22   25        0.21826         55.617         55.375            1.740            1.925         0.14142E+00    0.14142E+00    0
    7    4        25   28        0.30078         57.983         57.636            1.800            2.032         0.14142E+00    0.14142E+00    0
    7    4        28   31        0.78540         55.363         54.503            1.120            2.309         0.14142E+00    0.14142E+00    0
    7    4        31   34        0.35301         51.882         51.517            2.550            2.454         0.14142E+00    0.14142E+00    0
    7    3        11   15        0.43164         61.886         61.354            2.000            1.964         0.14142E+00    0.14142E+00    0
    7    3        15   19        1.38347         59.849         58.216            1.680            1.761         0.14142E+00    0.14142E+00    0
    7    3        19   23        0.50890         58.527         57.934            2.000            2.081         0.14142E+00    0.14142E+00    0
    7    3        23   27        0.38717         53.650         53.237            2.470            2.007         0.14142E+00    0.14142E+00    0
    7    3        27   31        0.50260         53.050         52.520            1.830            2.242         0.14142E+00    0.14142E+00    0
    7    2        12   17        0.81422         59.848         58.881            1.770            1.837         0.14142E+00    0.14142E+00    0
    7    2        17   22        0.63117         56.426         55.719            1.890            1.909         0.14142E+00    0.14142E+00    0
    7    2        22   27        0.15302         54.559         54.393            2.280            1.963         0.14142E+00    0.14142E+00    0
    7    2        27   32        0.54130         52.634         52.068            2.590            2.238         0.14142E+00    0.14142E+00    0
    7    2        42   47        0.72195         48.217         47.528            3.970            2.768         0.14142E+00    0.14142E+00    0
    7    1        13   19        0.57927         60.555         59.858            1.770            1.837         0.14142E+00    0.14142E+00    0
    7    1        19   25        0.41269         55.656         55.198            2.190            2.062         0.14142E+00    0.14142E+00    0
    7    1        25   31        0.41511         53.973         53.527            2.350            2.139         0.14142E+00    0.14142E+00    0
    7    1        31   37        1.17653         51.300         50.107            2.860            2.385         0.14142E+00    0.14142E+00    0
    7    1        37   43        0.94848         48.358         47.450            2.710            2.499         0.14142E+00    0.14142E+00    0
    7    1        43   49        0.40641         48.497         48.111            4.250            2.740         0.14142E+00    0.14142E+00    0
    7    1        55   61        1.05820         48.777         49.820            2.970            2.763         0.14142E+00    0.14142E+00    0
    8    7         9   10        0.65124         78.505         79.533            1.300            1.759         0.14142E+00    0.14142E+00    0
    8    7        10   11        0.45848         76.840         76.138            1.890            1.899         0.14142E+00    0.14142E+00    0
    8    7        11   12        1.31353         75.213         73.263            2.350            2.036         0.14142E+00    0.14142E+00    0
    8    7        12   13        1.35387         63.072         61.387            1.800            1.701         0.14142E+00    0.14142E+00    0
    8    7        13   14        0.10677         70.239         70.388            2.110            1.895         0.14142E+00    0.14142E+00    0
    8    7        14   15        0.06316         69.058         69.144            1.880            1.699         0.14142E+00    0.14142E+00    0
    8    7        15   16        0.96040         65.374         64.131            1.500            1.653         0.14142E+00    0.14142E+00    0
    8    7        16   17        1.86826         70.184         67.610            1.440            1.674         0.14142E+00    0.14142E+00    0
    8    6        10   12        0.62561         74.717         73.788            2.060            1.970         0.14142E+00    0.14142E+00    0
    8    6        12   14        0.68259         64.037         63.168            1.910            1.809         0.14142E+00    0.14142E+00    0
    8    6        14   16        0.52297         66.695         66.001            1.800            1.729         0.14142E+00    0.14142E+00    0
    8    6        16   18        1.58535         64.156         62.154            1.680            1.642         0.14142E+00    0.14142E+00    0
    8    6        18   20        0.37731         60.049         59.598            1.650            1.781         0.14142E+00    0.14142E+00    0
    8    6        20   22        0.90128         62.348         61.234            2.440            2.065         0.14142E+00    0.14142E+00    0
    8    6        22   24        0.30375         55.826         55.489            2.150            1.836         0.14142E+00    0.14142E+00    0
    8    6        24   26        0.09992         61.763         61.640            1.640            1.820         0.14142E+00    0.14142E+00    0
    8    5        11   14        0.75861         67.762         66.742            2.150            1.972         0.14142E+00    0.14142E+00    0
    8    5        14   17        0.97414         66.746         65.458            1.770            1.763         0.14142E+00    0.14142E+00    0
    8    5        17   20        0.59395         58.763         58.069            1.670            1.718         0.14142E+00    0.14142E+00    0
    8    5        20   23        0.61053         61.884         61.133            2.100            2.023         0.14142E+00    0.14142E+00    0
    8    5        23   26        0.47969         55.714         55.182            1.880            1.948         0.14142E+00    0.14142E+00    0
    8    5        29   32        0.78608         55.979         55.106            2.000            2.146         0.14142E+00    0.14142E+00    0
    8    5        32   35        0.37708         53.397         52.997            3.060            2.435         0.14142E+00    0.14142E+00    0
    8    4        12   16        0.63658         63.342         62.541            1.840            1.800         0.14142E+00    0.14142E+00    0
    8    4        16   20        1.18521         61.765         60.318            1.710            1.735         0.14142E+00    0.14142E+00    0
    8    4        20   24        0.64109         58.711         57.963            1.950            2.026         0.14142E+00    0.14142E+00    0
    8    4        24   28        0.18708         59.306         59.085            1.880            1.913         0.14142E+00    0.14142E+00    0
    8    4        28   32        0.76224         55.784         54.940            1.940            2.222         0.14142E+00    0.14142E+00    0
    8    4        32   36        0.98906         53.316         52.271            2.730            2.421         0.14142E+00    0.14142E+00    0
    8    4        36   40        1.60363         53.631         51.938            1.840            2.376         0.14142E+00    0.14142E+00    0
    8    3        13   18        0.49941         64.217         63.579            1.830            1.811         0.14142E+00    0.14142E+00    0
    8    3        18   23        0.42054         58.879         58.386            1.970            1.931         0.14142E+00    0.14142E+00    0
    8    3        23   28        0.33648         54.516         54.150            2.060            1.961         0.14142E+00    0.14142E+00    0
    8    3        28   33        0.61138         53.381         52.733            2.280            2.288         0.14142E+00    0.14142E+00    0
    8    3        33   38        1.63865         53.661         51.931            2.460            2.333         0.14142E+00    0.14142E+00    0
    8    3        38   43        1.12146         50.065         48.955            2.420            2.522         0.14142E+00    0.14142E+00    0
    8    3        48   53        0.07027         49.411         49.468            1.970            2.767         0.14142E+00    0.14142E+00    0
    8    2        14   20        0.86937         62.037         60.968            1.750            1.754         0.14142E+00    0.14142E+00    0
    8    2        20   26        0.44181         57.244         56.741            2.060            2.013         0.14142E+00    0.14142E+00    0
    8    2        26   32        0.45149         54.597         54.106            2.210            2.126         0.14142E+00    0.14142E+00    0
    8    2        32   38        1.26001         52.230         50.931            2.830            2.400         0.14142E+00    0.14142E+00    0
    8    2        44   50        0.36636         50.446         50.078            2.350            2.730         0.14142E+00    0.14142E+00    0
    8    2        50   56        0.12051         50.694         50.572            3.100            2.850         0.14142E+00    0.14142E+00    0
    8    1        15   22        1.10640         59.969         58.656            1.810            1.803         0.14142E+00    0.14142E+00    0
    8    1        22   29        0.16717         54.627         54.445            2.080            1.963         0.14142E+00    0.14142E+00    0
    8    1        29   36        0.89960         52.201         51.270            2.080            2.281         0.14142E+00    0.14142E+00    0
    8    1        36   43        1.31210         50.615         49.304            2.580            2.435         0.14142E+00    0.14142E+00    0
    8    1        57   64        0.75151         50.415         51.178            2.130            2.756         0.14142E+00    0.14142E+00    0
    9    8        11   12        0.99031         81.114         79.523            2.270            2.218         0.14142E+00    0.14142E+00    0
    9    8        12   13        1.03800         67.803         66.410            1.890            1.918         0.14142E+00    0.14142E+00    0
    9    8        13   14        0.28288         75.817         75.389            2.230            2.124         0.14142E+00    0.14142E+00    0
    9    8        14   15        0.72796         72.733         73.799            1.920            1.932         0.14142E+00    0.14142E+00    0
    9    8        15   16        0.54774         67.681         66.943            1.830            1.878         0.14142E+00    0.14142E+00    0
    9    8        16   17        1.30001         71.830         69.987            2.170            1.888         0.14142E+00    0.14142E+00    0
    9    8        17   18        0.53068         59.872         59.240            1.480            1.658         0.14142E+00    0.14142E+00    0
    9    7        11   13        1.09743         75.291         73.657            2.160            2.081         0.14142E+00    0.14142E+00    0
    9    7        13   15        0.06851         72.877         72.977            2.070            1.971         0.14142E+00    0.14142E+00    0
    9    7        15   17        1.06661         68.490         67.045            1.750            1.795         0.14142E+00    0.14142E+00    0
    9    7        17   19        0.53729         59.760         59.121            1.500            1.619         0.14142E+00    0.14142E+00    0
    9    7        19   21        0.63040         62.973         62.185            2.270            1.981         0.14142E+00    0.14142E+00    0
    9    7        21   23        0.17198         64.161         63.942            2.370            2.029         0.14142E+00    0.14142E+00    0
    9    6        12   15        0.55828         67.903         67.149            1.950            1.898         0.14142E+00    0.14142E+00    0
    9    6        15   18        1.11006         65.565         64.126            1.670            1.747         0.14142E+00    0.14142E+00    0
    9    6        18   21        0.49281         61.276         60.675            1.940            1.873         0.14142E+00    0.14142E+00    0
    9    6        21   24        0.44799         59.525         58.994            2.030            2.049         0.14142E+00    0.14142E+00    0
    9    6        24   27        0.11629         62.329         62.184            1.840            1.883         0.14142E+00    0.14142E+00    0
    9    6        30   33        0.55665         55.290         54.678            2.400            2.275         0.14142E+00    0.14142E+00    0
    9    5        13   17        0.28715         69.733         69.333            1.950            1.921         0.14142E+00    0.14142E+00    0
    9    5        17   21        0.62025         59.998         59.258            1.590            1.788         0.14142E+00    0.14142E+00    0
    9    5        21   25        0.36239         59.544         59.114            2.330            2.028         0.14142E+00    0.14142E+00    0
    9    5        25   29        0.25164         59.508         59.209            2.080            2.074         0.14142E+00    0.14142E+00    0
    9    5        29   33        0.59035         55.538         54.886            2.250            2.258         0.14142E+00    0.14142E+00    0
    9    5        37   41        1.10403         51.813         50.682            1.690            2.406         0.14142E+00    0.14142E+00    0
    9    5        41   45        1.05774         52.776         51.672            2.060            2.755         0.14142E+00    0.14142E+00    0
    9    4        14   19        0.61103         65.732         64.934            1.740            1.780         0.14142E+00    0.14142E+00    0
    9    4        19   24        0.59152         60.212         59.504            2.080            2.041         0.14142E+00    0.14142E+00    0
    9    4        24   29        0.17095         59.695         59.492            2.030            1.999         0.14142E+00    0.14142E+00    0
    9    4        29   34        0.54785         54.904         54.306            2.150            2.293         0.14142E+00    0.14142E+00    0
    9    4        34   39        1.77119         55.836         53.893            2.310            2.329         0.14142E+00    0.14142E+00    0
    9    4        39   44        1.13297         50.811         49.673            2.080            2.547         0.14142E+00    0.14142E+00    0
    9    4        44   49        0.74884         52.595         51.813            2.900            2.782         0.14142E+00    0.14142E+00    0
    9    3        15   21        1.01909         62.429         61.169            1.690            1.794         0.14142E+00    0.14142E+00    0
    9    3        21   27        0.31584         58.368         58.001            2.280            2.014         0.14142E+00    0.14142E+00    0
    9    3        27   33        0.40727         54.283         53.843            2.190            2.243         0.14142E+00    0.14142E+00    0
    9    3        33   39        1.49170         54.191         52.599            2.490            2.375         0.14142E+00    0.14142E+00    0
    9    3        39   45        1.04745         50.802         49.749            2.730            2.600         0.14142E+00    0.14142E+00    0
    9    3        45   51        0.51794         49.354         48.845            2.460            2.693         0.14142E+00    0.14142E+00    0
    9    2        16   23        0.90380         61.257         60.159            1.800            1.843         0.14142E+00    0.14142E+00    0
    9    2        23   30        0.31461         55.165         54.819            2.130            2.043         0.14142E+00    0.14142E+00    0
    9    2        30   37        1.14323         53.988         52.768            2.250            2.336         0.14142E+00    0.14142E+00    0
    9    2        37   44        1.05589         49.929         48.886            2.490            2.505         0.14142E+00    0.14142E+00    0
    9    2        44   51        0.28397         50.382         50.097            3.040            2.734         0.14142E+00    0.14142E+00    0
    9    2        51   58        0.03001         51.813         51.819            3.500            2.911         0.14142E+00    0.14142E+00    0
    9    1        17   25        0.47005         57.578         57.039            1.880            1.865         0.14142E+00    0.14142E+00    0
    9    1        25   33        0.34892         55.344         54.959            2.110            2.143         0.14142E+00    0.14142E+00    0
    9    1        33   41        1.40339         52.529         51.076            2.340            2.369         0.14142E+00    0.14142E+00    0
   10    9        11   12        0.65294         78.712         77.690            2.040            2.101         0.14142E+00    0.14142E+00    0
   10    9        12   13        1.23267         68.892         67.214            1.740            1.839         0.14142E+00    0.14142E+00    0
   10    9        13   14        1.32511         78.472         76.420            2.370            2.059         0.14142E+00    0.14142E+00    0
   10    9        14   15        1.21613         72.359         74.140            2.070            1.878         0.14142E+00    0.14142E+00    0
   10    9        15   16        0.28009         66.735         66.362            1.840            1.819         0.14142E+00    0.14142E+00    0
   10    9        16   17        0.63821         69.441         68.560            1.740            1.817         0.14142E+00    0.14142E+00    0
   10    9        17   18        0.30872         57.674         57.319            1.670            1.571         0.14142E+00    0.14142E+00    0
   10    9        18   19        0.20415         58.343         58.108            1.050            1.672         0.14142E+00    0.14142E+00    0
   10    8        12   14        1.11294         71.034         69.470            1.940            1.927         0.14142E+00    0.14142E+00    0
   10    8        14   16        0.52262         70.499         71.240            1.950            1.878         0.14142E+00    0.14142E+00    0
   10    8        16   18        0.73004         65.058         64.115            1.740            1.747         0.14142E+00    0.14142E+00    0
   10    8        18   20        0.35420         60.508         60.081            1.680            1.846         0.14142E+00    0.14142E+00    0
   10    8        20   22        0.40912         62.394         61.886            2.500            2.134         0.14142E+00    0.14142E+00    0
   10    8        22   24        0.05684         56.390         56.454            1.920            1.909         0.14142E+00    0.14142E+00    0
   10    8        26   28        0.31447         58.858         59.229            1.830            1.975         0.14142E+00    0.14142E+00    0
   10    7        13   16        0.27030         73.338         72.943            2.110            1.957         0.14142E+00    0.14142E+00    0
   10    7        16   19        0.76922         63.744         62.771            1.650            1.704         0.14142E+00    0.14142E+00    0
   10    7        19   22        0.53875         62.364         61.695            2.060            2.049         0.14142E+00    0.14142E+00    0
   10    7        22   25        0.02434         57.947         57.973            1.640            1.842         0.14142E+00    0.14142E+00    0
   10    6        14   18        0.10770         67.976         67.829            1.840            1.802         0.14142E+00    0.14142E+00    0
   10    6        18   22        0.47162         61.123         60.550            1.970            1.931         0.14142E+00    0.14142E+00    0
   10    6        22   26        0.07289         58.526         58.441            1.770            1.872         0.14142E+00    0.14142E+00    0
   10    6        26   30        0.09244         58.075         57.967            1.980            2.078         0.14142E+00    0.14142E+00    0
   10    6        30   34        0.49489         54.809         54.270            2.350            2.320         0.14142E+00    0.14142E+00    0
   10    6        34   38        1.72693         56.494         54.576            2.010            2.271         0.14142E+00    0.14142E+00    0
   10    6        42   46        1.07741         51.202         50.111            2.810            2.716         0.14142E+00    0.14142E+00    0
   10    5        15   20        0.75906         64.055         63.090            1.720            1.779         0.14142E+00    0.14142E+00    0
   10    5        20   25        0.40391         59.931         59.448            2.010            2.011         0.14142E+00    0.14142E+00    0
   10    5        25   30        0.15621         58.886         58.703            2.130            2.071         0.14142E+00    0.14142E+00    0
   10    5        30   35        0.56309         55.113         54.496            2.550            2.312         0.14142E+00    0.14142E+00    0
   10    5        35   40        1.70527         54.105         52.291            2.500            2.410         0.14142E+00    0.14142E+00    0
   10    5        45   50        0.64949         50.690         50.036            2.760            2.725         0.14142E+00    0.14142E+00    0
   10    4        16   22        0.81989         62.578         61.560            1.810            1.823         0.14142E+00    0.14142E+00    0
   10    4        22   28        0.09131         57.995         57.889            1.860            1.909         0.14142E+00    0.14142E+00    0
   10    4        28   34        0.45426         55.241         54.741            2.400            2.317         0.14142E+00    0.14142E+00    0
   10    4        34   40        1.53870         54.827         53.166            2.580            2.343         0.14142E+00    0.14142E+00    0
   10    4        40   46        1.14420         51.654         50.485            2.860            2.628         0.14142E+00    0.14142E+00    0
   10    4        46   52        0.16439         50.891         50.734            1.650            2.781         0.14142E+00    0.14142E+00    0
   10    4        58   64        0.39265         51.841         52.247            2.000            2.784         0.14142E+00    0.14142E+00    0
   10    3        17   24        0.47012         58.422         57.876            1.810            1.843         0.14142E+00    0.14142E+00    0
   10    3        24   31        0.18329         58.043         57.830            2.150            2.024         0.14142E+00    0.14142E+00    0
   10    3        31   38        1.00251         53.558         52.495            2.370            2.352         0.14142E+00    0.14142E+00    0
   10    3        38   45        0.98940         51.020         50.021            2.470            2.590         0.14142E+00    0.14142E+00    0
   10    3        45   52        0.39825         49.748         49.354            2.730            2.747         0.14142E+00    0.14142E+00    0
   10    3        52   59        0.20395         51.470         51.261            2.610            2.853         0.14142E+00    0.14142E+00    0
   10    3        59   66        0.62124         51.030         51.667            3.560            2.803         0.14142E+00    0.14142E+00    0
   10    2        18   26        0.33079         58.761         58.374            1.970            1.943         0.14142E+00    0.14142E+00    0
